Id,BillNo,BillDate,PONo,PODate,Particulars,WONo,BGGroup,AcHead,Amount,BudgetCode,PVEVNo,MId
4664,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,3,52,9583.0,0,,3991
4665,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,3,52,7883.0,0,,3992
4666,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,9583.0,0,,3993
4667,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,3,52,8147.0,0,,3994
4668,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,3,52,9087.0,0,,3995
4669,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,18525.0,0,,3996
4670,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,19000.0,0,,3997
4671,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,9243.0,0,,3998
4672,-,2019-10-25,,,SALARY FOR THE MONTH OF SEPT.2018,NA,5,52,8171.0,0,,3999
4673,-,2019-10-26,,,towards material pur.,NA,17,45,1470.0,0,,4000
4674,-,2019-10-27,,,towards guest lunch,N0184,1,26,255.0,9,,4001
4675,-,2019-10-27,,,towards sunday working,N0182,1,16,80.0,7,,4002
4676,-,2019-10-27,,,TOWARDS ONSITE PROTO D,N0179,1,16,450.0,7,,4003
4677,-,2019-10-29,,,TOWARDS ADVANCE & DSC OF NMC SIR,NA,9,51,2000.0,0,,4004
4678,-,2019-10-29,,,COURIER CHARGES,NA,9,5,60.0,0,,4005
4679,-,2019-10-29,,,PETROL EXP.,NA,9,16,50.0,0,,4005
4680,-,2019-10-30,,,CASH PAID TOWARDS MILK EXP.,NA,8,43,7854.0,0,,4006
4681,-,2018-10-31,,,TOWARDS PETROL EXP. (SAPL TO BANK),NA,9,16,110.0,0,,4007
4682,-,2018-11-03,,,TOWARDS GUEST LUNCH,NA,9,26,240.0,0,,4008
4683,-,2018-11-03,,,CASH PAID TOWARDS ONSITE CUMMINS FOR ROLLER CHECKING,J0109,1,16,150.0,7,,4009
4686,-,2018-11-03,,,CASH PAID TOWARDS SUNDAY WORKING,N0182,1,16,40.0,7,,4012
4687,-,2018-11-03,,,cash paid towards sunday working,N0182,1,16,40.0,7,,4013
4688,-,2018-11-03,,,ONSITE CUMMINS FOR ROLLER CHECKING,J0109,1,16,200.0,7,,4014
4689,510,2018-11-10,,,DAY LIGHT LUNCH FOR EMPLOYEE AND GUEST,NA,8,26,1200.0,0,,4015
4690,-,2018-11-10,,,BEING CASH PAID TO GANESH DHDAVE TOWARDS MATERIAL TRANSPORT CHARGES,NA,17,5,1625.0,0,,4016
4691,-,2018-11-19,,,CASH PAID TOWARDS ONSITE LUNCH EXP,N0155,1,26,50.0,9,,4017
4692,3041,2018-11-19,,,CASH PAID TOWARDS PUR.MEDICINES,NA,8,44,1030.0,0,,4018
4693,-,2018-11-21,,,CASH PAID TOWARDS SUNDAY WORKING,N0184,1,16,400.0,7,,4019
4694,-,2018-11-21,,,SUNDAY WORKING ,N0184,1,16,80.0,7,,4020
4695,-,2018-11-27,,,BUS RELIEVER CHARGES,NA,8,51,850.0,0,,4021
4696,-,2018-12-01,,,CASH PAID TOWARDS CUSTOMER VISIT,J0109,1,16,250.0,7,,4022
4697,-,2018-12-01,,,TOWARDS GUEST LUNCH (SGS),NA,8,26,120.0,0,,4023
4698,-,2018-12-01,,,CASH PAID TOWARDS SUPPLIER VISIT,NA,17,16,190.0,0,,4024
4699,-,2018-12-01,,,TOWARDS GUEST LUNCH (OLCI),NA,9,26,120.0,0,,4025
4700,-,2018-12-01,,,CASH PAID TOWARDS SUPPLIER VISIT,NA,17,16,50.0,0,,4026
4701,-,2018-12-04,,,CASH PAID TOWARDS WORKING IN DIWALI,N0184,1,16,400.0,7,,4027
4702,-,2018-12-04,,,CASH PAID TOWARDS SUNDAY WORKING,N0184,1,16,160.0,7,,4028
4703,-,2018-11-05,,,BONUS FOR NOV.2017 TO OCT. 2018,NA,8,52,7000.0,0,,4029
4704,-,2018-11-05,,,BOUNS FOR NOV 2017 TO OCT. 2018,NA,9,52,3500.0,0,,4030
4705,-,2018-11-05,,,BOUNS FOR NOV 2017 TO OCT. 2018,NA,8,52,7000.0,0,,4031
4706,-,2018-11-05,,,BOUNS FOR NOV 2017 TO OCT. 2018,NA,5,52,7000.0,0,,4032
4707,-,2018-11-05,,,BOUNS FOR NOV 2017 TO OCT. 2018,NA,5,52,7000.0,0,,4033
4708,-,2018-11-05,,,BOUNS FOR NOV 2017 TO OCT. 2018,NA,3,52,7000.0,0,,4034
4709,-,2018-11-05,,,BOUNS FOR NOV 2017 TO OCT. 2018,NA,3,52,7000.0,0,,4035
4710,-,2018-11-05,,,BOUNS FOR NOV 2017 TO OCT. 2018,NA,3,52,7000.0,0,,4036
4711,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,7000.0,0,,4037
4712,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,8,52,7000.0,0,,4038
4713,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,7000.0,0,,4039
4714,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,5250.0,0,,4040
4715,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,1750.0,0,,4041
4716,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,5250.0,0,,4042
4717,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,4667.0,0,,4043
4718,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,2333.0,0,,4044
4719,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,7000.0,0,,4045
4720,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,8,52,1750.0,0,,4046
4721,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,1750.0,0,,4047
4722,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,5,52,2917.0,0,,4048
4723,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,8,52,583.0,0,,4049
4724,-,2018-11-05,,,bonus for nov 2017 to oct 2018,NA,8,52,5500.0,0,,4050
4725,-,2018-12-07,,,towards material pur. (welding rod),N0184,1,45,660.0,1,,4051
4726,-,2018-12-07,,,CASH PAID TOWARDS LUNCH ONSITE,N0155,1,26,250.0,9,,4052
4727,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,9000.0,0,,4053
4728,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,9,52,6194.0,0,,4054
4729,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,8716.0,0,,4055
4730,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,10500.0,0,,4056
4731,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,8419.0,0,,4057
4732,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,12903.0,0,,4058
4733,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,13042.0,0,,4059
4734,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,10798.0,0,,4060
4735,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,18000.0,0,,4061
4736,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,17008.0,0,,4062
4737,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,7896.0,0,,4063
4738,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,3,52,2226.0,0,,4064
4739,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,3,52,12490.0,0,,4065
4740,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,12097.0,0,,4066
4741,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,3,52,8642.0,0,,4067
4742,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,3,52,8794.0,0,,4068
4743,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,19500.0,0,,4069
4744,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,18387.0,0,,4070
4745,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,8813.0,0,,4071
4746,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,7419.0,0,,4072
4747,-,2018-12-05,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,1685.0,0,,4073
4748,-,2018-12-12,,,CASH PAID TOWARDS PETROL EXP,N0185,1,16,200.0,7,,4074
4749,-,2018-12-13,,,TOWARDS GUEST LUNCH (SGS),N0185,1,26,120.0,9,,4075
4750,-,2018-12-13,,,CASH PAID TOWARDS MATERIAL PUR.,N0184,1,45,875.0,9,,4076
4751,-,2018-12-20,,,TOWARDS PETROL EXP.,J0109,1,16,150.0,8,,4077
4752,-,2018-12-24,,,MARKETING EXP.,NA,10,51,5000.0,0,,4078
4753,-,2018-12-24,,,cash paid towards material purchase,N0184,1,51,300.0,9,,4079
4754,-,2018-12-25,,,CASH PAID TOWARDS AC REPAIRING,NA,8,2,5500.0,0,,4080
4755,-,2018-12-26,,,CASH PAID TOWARDS GUEST LUNCH,NA,10,50,880.0,0,,4081
4756,789,2018-12-26,,,CASH PAID TOWARDS WEIGH CHARGES,N0186,1,51,50.0,9,,4082
4757,-,2018-12-27,,,CASH PAID TO TOWARDS MATERIAL PUR.BLACKODISING (SAI GANESH ENTRP.),NA,17,51,440.0,0,,4083
4758,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,10250.0,0,,4084
4759,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,9,52,8000.0,0,,4085
4760,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,6000.0,0,,4086
4761,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,11852.0,0,,4087
4762,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,13542.0,0,,4088
4763,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,9100.0,0,,4089
4764,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,15817.0,0,,4090
4765,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,13029.0,0,,4091
4766,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,9917.0,0,,4092
4767,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,15000.0,0,,4093
4768,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018 (REMAINING SALARY) ,NA,5,52,6080.0,0,,4094
4769,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,19240.0,0,,4095
4770,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,9775.0,0,,4096
4771,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,3,52,9500.0,0,,4097
4772,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,14250.0,0,,4098
4773,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,3,52,9800.0,0,,4099
4774,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,3,52,10150.0,0,,4100
4775,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,19500.0,0,,4101
4776,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,18367.0,0,,4102
4777,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,9000.0,0,,4103
4778,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,10800.0,0,,4104
4779,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,633.0,0,,4105
4780,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,8,52,333.0,0,,4106
4781,-,2018-12-26,,,SALARY FOR THE MONTH OF NOV.2018,NA,5,52,3667.0,0,,4107
4782,-,2018-12-29,,,conveyance allowance,NA,8,16,6700.0,0,,4108
4783,1804916665/14,2019-01-01,,,TRANSPORT CHARGES FROM LUNA BEARINGS TO SAPL,NA,8,5,1670.0,0,,4109
4784,-,2019-01-02,,,CASH PAID TOWARDS MATERIAL PUR. & LUNCH,N0187,1,45,300.0,2,,4110
4785,-,2019-01-04,,,CASH PAID TOWARDS PETROL EXP.,NA,8,51,300.0,0,,4111
4786,-,2019-01-04,,,CASH PAID TOWARDS GUEST LUNCH (SGS),N0185,1,26,360.0,9,,4112
4787,-,2019-01-04,,,PETROL IN COMPANT TWO WHEELER  & OIL FOR DNS SIR CAR,NA,8,2,400.0,0,,4113
4788,-,2019-01-05,,,PETROL EXP.FOR ONSITE CUMMINS,N0182,1,16,340.0,7,,4114
4789,519,2019-01-10,,,TIFFIN CHARGES FOR NIGHT SHIFT,NA,8,26,1650.0,0,,4115
4791,-,2022-01-01,0,2022-01-23,Magnetic Proximity Sensor,T0035,1,41,750.0,2,,4117
4792,-,2022-01-01,0,2022-01-23,Police Entry & Dinner,NA,15,26,2000.0,0,,4118
4793,-,2022-01-02,-,2022-01-02,PETROL FOR ALTO,NA,15,16,2000.0,0,0001,4119
4794,-,2022-01-03,-,2022-01-03,Police Entry for Alto,NA,15,51,1000.0,0,0002,4120
4795,-,2022-01-03,-,2022-01-03,Diesel In bolero,NA,15,16,2000.0,0,0003,4121
4796,-,2022-01-05,-,2022-01-05,Petrol In Alto,NA,15,16,2000.0,0,0003,4122
4797,-,2022-01-05,-,2022-01-05,Visiting & Repairing Charges ,NA,5,50,1000.0,0,,4123
4798,-,2022-01-07,-,2022-01-07,Casual Salary For The Month Of dec 2021,NA,24,52,146858.0,0,0004,4124
4799,-,2022-01-07,-,2022-01-07,"Online Casual Salary For The Month Of Dec 2021

",NA,24,52,250913.0,0,0008,4125
4800,-,2022-01-07,-,2022-01-07,Lunch for workers,NA,8,26,3840.0,0,,4126
4801,-,2022-01-07,-,2022-01-07,Material Pur,J0148,1,28,2000.0,1,0005,4127
4802,-,2022-01-07,-,,TRansport charges,NA,15,5,1021.0,0,0009,4128
4803,57,2022-01-08,-,2022-01-08,Two Wheeler Servicing,NA,8,2,2600.0,0,0012,4129
4804,-,2022-01-09,-,2022-01-09,Alto Petrol,NA,15,16,3000.0,0,0017,4130
4805,-,2022-01-09,-,2022-01-09,Police Entry,NA,15,16,800.0,0,0015,4131
4806,-,2022-01-15,-,2022-01-15,RTO & TIFFIN EXPS,NA,8,26,13320.0,0,0018,4132
4807,10101,2022-01-10,-,2022-01-10,MATERIAL PUR,NA,13,41,3086.0,0,0019,4133
4808,-,2022-01-11,-,2022-01-11,DEC 2021 SALARY DIFF,NA,24,52,800.0,0,0001,4134
4809,-,2022-01-11,-,2022-01-11,PETROL EXPS FOR CIL,NA,22,16,300.0,0,0020,4135
4810,-,2022-01-14,-,2022-01-14,OVERTIME FOR DEC  2021,NA,24,26,858.0,0,0021,4136
4811,-,2022-01-16,-,2022-01-16,PETROL EXPS FOR CIL,NA,22,16,426.0,0,0022,4137
4812,-,2022-01-17,-,2022-01-17,POLISHING CHARGES FOR TABLE IN MEETING ROOM,NA,8,2,3000.0,0,0023,4138
4813,4738,2022-01-18,-,2022-01-18,MATERIAL PUR,NA,13,41,927.0,0,0024,4139
4814,-,2022-01-21,,2022-01-21,TRANSPORT CHARGES,NA,15,5,1808.0,0,0025,4140
4815,-,2022-01-21,-,2022-01-21,OFFICE EXPS,NA,8,51,3970.0,0,0029,4141
4816,-,2022-01-21,-,2022-01-21,PETROL EXPS FOR CONFLUENCE TECHNOLOGY,NA,13,16,1730.0,0,0030,4142
4817,-,2022-01-25,-,2022-01-25,PETROL EXPS FOR CIL,NA,22,16,300.0,0,0031,4143
4818,-,2022-01-25,-,2022-01-25,MATERIAL PUR ,NA,13,45,1002.0,0,0033,4144
4819,-,2022-01-29,-,2022-01-29,TUBE FOR COMPANY TWO WHEELER,NA,8,2,330.0,0,0034,4145
4820,-,2022-01-30,-,2022-01-30,"MATERIAL PUR,MEDICAL EXPS,CANTEEN EXPS,",NA,8,51,4982.0,0,0035,4146
4821,-,2022-01-30,-,2022-01-30,WEIGHT CHARGES,NA,15,51,100.0,0,0036,4147
4822,-,2022-01-30,,,MEDICAL EXPS,NA,22,44,300.0,0,0038,4148
4823,-,2022-01-31,,,PETROL EXPS FOR CIL,NA,22,16,150.0,0,0040,4149
4824,-,2022-01-31,,,PETROL EXPS,NA,15,16,400.0,0,0041,4150
4825,-,2022-02-01,,,ADVANCE FOR MOBILE EXPS,NA,24,51,1500.0,0,0042,4151
