Id,SysDate,SysTime,SessionId,CompId,FinYearId,PRSPRFlag,POId,PONo,SupplierId,Reference,ReferenceDate,ReferenceDesc,PaymentTerms,Freight,Octroi,ModeOfDispatch,Inspection,FileName,FileSize,ContentType,FileData,Remarks,Checked,CheckedBy,CheckedDate,CheckedTime,Approve,ApprovedBy,ApproveDate,ApproveTime,Authorize,AuthorizedBy,AuthorizeDate,AuthorizeTime,ShipTo,AmendmentNo,Warrenty,Insurance,TC
4239,2017-03-16,11:17:44 AM,Sapl0011,1,4,0,5894,0910,V029,1,2017-03-16,,7,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4240,2017-03-04,5:21:50 PM,Sapl0251,1,4,1,5861,0878,S139,5,2017-03-04,,8,2,6,-,-,,,,,-,1,Sapl0245,2017-03-04,5:22:28 PM,1,Sapl0013,2017-03-06,12:21:47 PM,1,Sapl0013,2017-03-06,12:25:43 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4241,2017-03-18,4:49:44 PM,Sapl0251,1,4,1,5910,0926,E018,1,2017-03-18,,5,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4242,2017-03-22,12:27:16 PM,Sapl0251,1,4,0,5923,0937,T035,5,2017-03-22,,1,1,1,,,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
4243,2017-03-20,9:44:51 AM,sapl0013,1,4,1,5861,0878,S139,5,2017-03-20,,8,2,6,-,-,,,,,-,1,Sapl0245,2017-03-04,5:22:28 PM,1,Sapl0013,2017-03-06,12:21:47 PM,1,sapl0013,2017-03-20,9:45:38 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4244,2017-03-23,4:40:54 PM,Sapl0011,1,4,0,5938,0952,S155,1,2017-03-23,,8,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4245,2017-02-13,9:54:49 AM,Sapl0251,1,4,0,5796,0814,G021,5,2017-02-13,,8,2,6,-,-,,,,,-,1,Sapl0245,2017-02-13,9:55:25 AM,1,sapl0013,2017-02-14,9:49:03 AM,1,sapl0013,2017-02-14,9:49:10 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4246,2017-03-16,4:25:01 PM,Sapl0011,1,4,0,5899,0915,V029,1,2017-03-16,,7,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4247,2017-03-24,3:09:17 PM,Sapl0011,1,4,0,5899,0915,V029,1,2017-03-16,,7,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4248,2017-03-24,3:09:36 PM,Sapl0011,1,4,0,5899,0915,V029,1,2017-03-16,,7,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,-,
4250,2017-03-25,2:35:12 PM,Sapl0011,1,4,0,5959,0973,V029,1,2017-03-25,,7,1,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4251,2017-03-17,9:40:44 AM,Sapl0011,1,4,0,5901,0917,B011,1,2017-03-16,,12,2,6,-,-,,,,,-,1,Sapl0013,2017-03-24,6:54:12 PM,1,Sapl0013,2017-03-24,7:01:19 PM,1,Sapl0013,2017-03-24,7:02:39 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4252,2017-03-15,3:11:13 PM,Sapl0011,1,4,1,5432,0458,H001,1,2016-11-15,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,10:16:49 AM,1,Sapl0013,2016-12-01,11:03:19 AM,1,Sapl0013,2017-03-16,3:23:03 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4255,2017-03-27,3:08:51 PM,Sapl0011,1,4,0,5973,0987,S017,1,2017-03-27,,2,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4256,2017-03-04,5:05:46 PM,Sapl0011,1,4,1,5860,0877,S161,3,2017-03-04,,2,2,6,-,-,,,,,-,1,Sapl0011,2017-03-04,5:07:58 PM,1,Sapl0013,2017-03-08,4:36:48 PM,1,Sapl0013,2017-03-08,4:37:21 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4257,2017-03-01,10:33:23 AM,sapl0031,1,2,1,3259,1059,S003,5,2014-12-22,,6,2,6,-,-,,,,,-,1,Sapl0161,2014-12-22,4:49:10 PM,1,Sapl0161,2014-12-22,4:49:28 PM,1,Sapl0013,2014-12-22,4:50:27 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",26,1,-,
4258,2017-03-29,2:44:40 PM,sapl0031,1,2,1,3259,1059,S003,5,2014-12-22,,6,2,6,-,-,,,,,-,1,Sapl0161,2014-12-22,4:49:10 PM,1,Sapl0161,2014-12-22,4:49:28 PM,1,Sapl0013,2014-12-22,4:50:27 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR  Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",27,1,-,
4259,2016-12-21,2:41:12 PM,sapl0247,1,4,0,5612,0632,D001,5,2016-12-21,,6,2,6,-,-,,,,,-,1,sapl0247,2016-12-21,2:42:18 PM,1,sapl0013,2016-12-21,2:42:33 PM,1,sapl0013,2016-12-21,2:42:42 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4260,2017-03-29,11:27:46 AM,Sapl0013,1,4,0,5979,0993,I016,2,2017-03-29,-,2,1,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4261,2016-12-07,11:17:03 AM,Sapl0011,1,4,0,5523,0544,A048,1,2016-12-05,,11,2,6,-,-,,,,,-,1,Sapl0013,2016-12-07,11:11:08 AM,1,Sapl0013,2016-12-07,11:11:24 AM,1,Sapl0013,2016-12-07,11:17:59 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",2,1,-,
4262,2017-03-17,3:21:52 PM,sapl0031,1,4,1,5758,0777,N024,1,2017-02-04,,2,2,6,-,-,,,,,-,1,sapl0245,2017-02-04,9:27:20 AM,1,Sapl0013,2017-02-14,2:07:49 PM,1,Sapl0013,2017-02-14,2:08:05 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",12,1,-,
4263,2017-03-29,6:21:15 PM,sapl0031,1,4,1,5758,0777,N024,1,2017-02-04,,2,2,6,-,-,,,,,-,1,sapl0245,2017-02-04,9:27:20 AM,1,Sapl0013,2017-02-14,2:07:49 PM,1,Sapl0013,2017-02-14,2:08:05 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",13,1,-,
4264,2017-03-29,6:25:41 PM,sapl0031,1,4,1,5758,0777,N024,1,2017-02-04,,2,2,6,-,-,,,,,-,1,sapl0245,2017-02-04,9:27:20 AM,1,Sapl0013,2017-02-14,2:07:49 PM,1,Sapl0013,2017-02-14,2:08:05 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",14,1,-,
4265,2017-03-29,6:28:22 PM,sapl0031,1,4,1,5758,0777,N024,1,2017-02-04,,2,2,6,-,-,,,,,-,1,sapl0245,2017-02-04,9:27:20 AM,1,Sapl0013,2017-02-14,2:07:49 PM,1,Sapl0013,2017-02-14,2:08:05 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",15,1,-,
4266,2017-03-29,7:12:31 PM,sapl0031,1,4,1,5758,0777,N024,1,2017-02-04,,2,2,6,-,-,,,,,-,1,sapl0245,2017-02-04,9:27:20 AM,1,Sapl0013,2017-02-14,2:07:49 PM,1,Sapl0013,2017-02-14,2:08:05 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",16,1,-,
4267,2016-10-18,5:39:58 PM,sapl0226,1,4,1,5374,0401,T035,5,2016-10-18,,8,2,6,,,,,,,,1,sapl0226,2016-10-19,9:55:10 AM,1,Sapl0013,2016-10-19,11:07:24 AM,1,Sapl0013,2016-10-19,11:08:30 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
4268,2017-03-14,4:57:13 PM,Sapl0247,1,4,0,5888,0904,S158,5,2017-03-14,,6,2,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4269,2016-10-14,5:22:35 PM,sapl0245,1,4,0,5328,0356,S168,5,2016-10-14,,8,2,6,-,-,,,,,-,1,sapl0226,2016-10-17,7:06:41 PM,1,sapl0013,2016-10-19,9:53:20 AM,1,sapl0013,2016-10-19,9:53:59 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4270,2017-01-21,3:59:23 PM,sapl0011,1,4,0,5515,0536,S168,5,2016-12-01,,8,2,6,-,-,,,,,-,1,Sapl0245,2016-12-01,1:28:24 PM,1,sapl0013,2016-12-06,3:45:49 PM,1,sapl0013,2017-01-21,3:59:48 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4271,2016-12-01,1:58:31 PM,Sapl0251,1,4,1,5517,0538,S089,1,2016-12-01,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-12-01,2:00:28 PM,1,Sapl0013,2016-12-07,9:53:34 AM,1,Sapl0013,2016-12-07,9:55:37 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4272,2016-11-17,11:08:06 AM,Sapl0011,1,4,1,5462,0487,S089,1,2016-11-17,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,11:24:22 AM,1,Sapl0013,2016-12-01,10:50:06 AM,1,Sapl0013,2016-12-01,11:05:52 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4273,2016-11-22,12:15:16 PM,Sapl0011,1,4,1,5478,0503,S089,1,2016-11-22,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,12:11:42 PM,1,Sapl0013,2016-12-01,10:42:55 AM,1,Sapl0013,2016-12-01,11:05:25 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4274,2016-12-21,11:49:31 AM,Sapl0251,1,4,1,5611,0631,S089,1,2016-12-21,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-12-21,11:50:34 AM,1,Sapl0013,2016-12-31,2:14:40 PM,1,Sapl0013,2016-12-31,2:20:09 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4275,2017-01-03,2:26:22 PM,Sapl0251,1,4,0,5666,0686,B011,1,2017-01-03,,2,2,6,-,-,,,,,-,1,Sapl0011,2017-01-03,2:27:54 PM,1,Sapl0013,2017-01-13,1:10:41 PM,1,Sapl0013,2017-01-13,1:12:13 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4276,2017-01-10,1:03:48 PM,sapl0251,1,4,1,5682,0702,P025,1,2017-01-10,,2,2,6,-,-,,,,,-,1,sapl0011,2017-01-10,1:04:22 PM,1,sapl0013,2017-01-10,1:17:51 PM,1,sapl0013,2017-01-10,1:18:22 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4277,2016-12-27,8:56:34 AM,Sapl0011,1,4,0,5634,0654,S169,2,2016-12-27,,11,1,6,-,-,,,,,-,1,Sapl0013,2016-12-27,8:59:34 AM,1,Sapl0013,2016-12-27,9:00:14 AM,1,Sapl0013,2016-12-27,9:00:39 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4278,2017-03-31,4:09:46 PM,Sapl0011,1,4,1,6007,1021,V029,2,2017-03-31,,7,1,6,-,-,,,,,-,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4279,2017-03-31,12:02:18 PM,Sapl0251,1,4,1,6015,1029,T035,5,2017-03-31,,1,1,1,,,,,,,,0,,,,0,,,,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,,
4280,2016-11-16,2:03:22 PM,Sapl0011,1,4,1,5454,0479,B023,1,2016-11-16,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,11:15:51 AM,1,Sapl0013,2016-12-01,10:52:58 AM,1,Sapl0013,2016-12-01,11:06:30 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4281,2016-11-30,5:02:28 PM,Sapl0251,1,4,0,5506,0527,Q002,1,2016-11-30,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,5:03:36 PM,1,Sapl0013,2016-12-01,10:34:11 AM,1,Sapl0013,2016-12-01,11:05:25 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4282,2016-11-30,5:44:12 PM,Sapl0251,1,4,1,5508,0529,Q002,1,2016-11-30,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,5:44:54 PM,1,Sapl0013,2016-12-01,10:33:12 AM,1,Sapl0013,2016-12-01,11:05:25 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4283,2016-11-16,12:49:23 PM,Sapl0011,1,4,1,5453,0478,S005,1,2016-11-16,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,11:15:23 AM,1,Sapl0013,2016-12-01,10:53:21 AM,1,Sapl0013,2016-12-01,11:06:30 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4284,2016-11-22,12:28:05 PM,Sapl0011,1,4,1,5479,0504,S002,1,2016-11-22,,49,1,6,-,-,,,,,-,1,Sapl0011,2016-11-30,12:11:58 PM,1,Sapl0013,2016-12-01,10:42:24 AM,1,Sapl0013,2016-12-01,11:05:25 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4285,2017-03-31,2:25:44 PM,Sapl0011,1,4,1,5479,0504,S002,1,2016-11-22,,49,1,6,-,-,,,,,-,1,Sapl0011,2016-11-30,12:11:58 PM,1,Sapl0013,2016-12-01,10:42:24 AM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4286,2017-03-31,2:25:44 PM,Sapl0011,1,4,1,5479,0504,S002,1,2016-11-22,,49,1,6,-,-,,,,,-,1,Sapl0011,2016-11-30,12:11:58 PM,1,Sapl0013,2016-12-01,10:42:24 AM,0,,,,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4287,2016-12-26,2:44:26 PM,Sapl0011,1,4,0,5633,0653,B026,2,2016-12-05,,10,1,6,-,-,,,,,,1,Sapl0011,2017-01-11,8:56:55 AM,1,Sapl0013,2017-03-01,3:13:06 PM,1,Sapl0013,2017-03-01,3:13:50 PM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4288,2016-11-30,11:22:30 AM,Sapl0011,1,4,1,5460,0485,M007,1,2016-11-17,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,11:23:12 AM,1,Sapl0013,2016-12-01,10:50:34 AM,1,Sapl0013,2016-12-01,11:06:30 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4289,2016-11-30,11:22:30 AM,Sapl0011,1,4,1,5460,0485,M007,1,2016-11-17,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,11:23:12 AM,1,Sapl0013,2016-12-01,10:50:34 AM,1,Sapl0013,2016-12-01,11:06:30 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4290,2016-11-21,11:01:21 AM,Sapl0011,1,4,1,5469,0494,M007,1,2016-11-21,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,11:40:03 AM,1,Sapl0013,2016-12-01,10:45:40 AM,1,Sapl0013,2016-12-01,11:05:52 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",0,1,-,
4291,2016-11-30,11:31:40 AM,Sapl0011,1,4,1,5465,0490,S173,1,2016-11-17,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,11:32:14 AM,1,Sapl0013,2016-12-01,10:49:17 AM,1,Sapl0013,2016-12-01,11:05:52 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
4292,2016-11-30,11:31:40 AM,Sapl0011,1,4,1,5465,0490,S173,1,2016-11-17,,2,2,6,-,-,,,,,-,1,Sapl0011,2016-11-30,11:32:14 AM,1,Sapl0013,2016-12-01,10:49:17 AM,1,Sapl0013,2016-12-01,11:05:52 AM,"GUT NO. 205, KASURDI ,KHED SHIVAPUR - SASWAD ROAD (NEAR PUNE-BANGLORE HIGHWAY), TQ.- BHOR Pune Maharashtra India PIN No.-412205 Ph No.-+91-9881147037 Fax No.-+91-2113-281800 Email No.-info@synergytechs.com",1,1,-,
