Id,MRQNNo,MRNId,AcceptedQty,RejectedQty,MId
13843,0054,14808,100.0,,2641
13844,0054,14809,100.0,,2641
13845,0054,14810,200.0,,2641
13846,0054,14811,200.0,,2641
13847,0055,14964,1.0,,2642
13848,0055,14965,2.0,,2642
13849,0056,14966,3.0,,2643
13850,0056,14967,120.0,,2643
13851,0056,14968,3.0,,2643
13852,0056,14969,6.0,,2643
13853,0057,14970,3.0,,2644
13854,0057,14971,3.0,,2644
13855,0058,14972,1.0,,2645
13856,0058,14973,1.0,,2645
13857,0059,14974,3.0,,2646
13858,0060,14962,478.0,,2647
13859,0060,14963,40.0,,2647
13860,0061,14993,4.0,,2648
13861,0062,14994,8.0,,2649
13862,0062,14995,1.0,,2649
13863,0062,14996,2.0,,2649
13864,0062,14997,4.0,,2649
13865,0062,14998,4.0,,2649
13866,0062,14999,4.0,,2649
13867,0063,15000,1.0,,2650
13868,0063,15001,2.0,,2650
13869,0063,15002,4.0,,2650
13870,0063,15003,4.0,,2650
13871,0064,15004,6.0,,2651
13872,0065,15005,4.0,,2652
13873,0065,15006,8.0,,2652
13874,0066,15007,4.0,,2653
13875,0067,15008,4.0,,2654
13876,0068,15009,2.0,,2655
13877,0068,15010,1.0,,2655
13878,0068,15011,2.0,,2655
13879,0068,15012,2.0,,2655
13880,0068,15013,4.0,,2655
13881,0069,15014,1.0,,2656
13882,0070,15015,4.0,,2657
13883,0070,15016,6.0,,2657
13884,0070,15017,4.0,,2657
13885,0070,15018,4.0,,2657
13886,0071,15019,3.0,,2658
13887,0072,15020,6.0,,2659
13888,0073,15021,2.0,,2660
13889,0073,15022,2.0,,2660
13890,0073,15023,4.0,,2660
13891,0073,15024,4.0,,2660
13892,0074,15025,15.0,,2661
13893,0074,15026,5.0,,2661
13894,0075,15027,3.0,,2662
13895,0076,15028,6.0,,2663
13896,0076,15029,6.0,,2663
13897,0077,15030,12.0,,2664
13898,0077,15031,12.0,,2664
13899,0078,15032,6.0,,2665
13900,0078,15033,12.0,,2665
13901,0078,15034,3.0,,2665
13902,0078,15035,3.0,,2665
13903,0079,15036,3.0,,2666
13904,0080,15037,9.0,,2667
13905,0080,15038,6.0,,2667
13906,0080,15039,6.0,,2667
13907,0080,15040,18.0,,2667
13908,0080,15041,6.0,,2667
13909,0080,15042,6.0,,2667
13910,0080,15043,6.0,,2667
13911,0080,15044,18.0,,2667
13912,0080,15045,9.0,,2667
13913,0081,15046,21.0,,2668
13914,0081,15047,9.0,,2668
13915,0081,15048,12.0,,2668
13916,0081,15049,12.0,,2668
13917,0081,15050,24.0,,2668
13918,0081,15051,12.0,,2668
13919,0081,15052,12.0,,2668
13920,0082,15053,6.0,,2669
13921,0083,15054,6.0,,2670
13922,0084,15055,6.0,,2671
13923,0085,15056,6.0,,2672
13924,0085,15057,12.0,,2672
13925,0086,15058,54.0,,2673
13926,0087,15059,44.0,,2674
13927,0088,15060,22.0,,2675
13928,0089,15061,4.0,,2676
13929,0090,15062,4.0,,2677
13930,0090,15063,6.0,,2677
13931,0091,15064,12.0,,2678
13932,0092,15065,6.0,,2679
13933,0092,15066,20.0,,2679
13934,0093,15067,1.0,,2680
13935,0093,15068,1.0,,2680
13936,0093,15069,4.0,,2680
13937,0093,15070,4.0,,2680
13938,0093,15071,1.0,,2680
13939,0093,15072,1.0,,2680
13940,0094,15073,2.0,,2681
13941,0094,15074,1.0,,2681
13942,0094,15075,8.0,,2681
13943,0094,15076,1.0,,2681
13944,0094,15077,2.0,,2681
13945,0094,15078,2.0,,2681
13946,0094,15079,10.0,,2681
13947,0095,15080,1.0,,2682
13948,0095,15081,1.0,,2682
13949,0095,15082,2.0,,2682
13950,0096,15083,1.0,,2683
13951,0097,15084,1.0,,2684
13952,0098,15085,2.0,,2685
13953,0098,15086,1.0,,2685
13954,0098,15087,1.0,,2685
13955,0098,15088,1.0,,2685
13956,0098,15089,1.0,,2685
13957,0098,15090,1.0,,2685
13958,0098,15091,1.0,,2685
13959,0099,15104,1.0,,2686
13960,0099,15105,1.0,,2686
13961,0099,15106,1.0,,2686
13962,0100,15193,128.0,,2687
13963,0100,15194,3.0,,2687
13964,0100,15195,2.0,,2687
13965,0100,15196,10.0,,2687
13966,0100,15197,2.0,,2687
13967,0100,15198,8.0,,2687
13968,0100,15199,6.0,,2687
13969,0100,15200,23.0,,2687
13970,0100,15201,19.0,,2687
13971,0100,15202,55.0,,2687
13972,0100,15203,46.0,,2687
13973,0100,15204,16.0,,2687
13974,0100,15205,68.0,,2687
13975,0100,15206,8.0,,2687
13976,0100,15207,3.0,,2687
13977,0101,15184,3.0,,2688
13978,0101,15185,12.0,,2688
13979,0101,15186,137.0,,2688
13980,0101,15187,37.0,,2688
13981,0101,15188,120.0,,2688
13982,0101,15189,13.0,,2688
13983,0101,15190,17.0,,2688
13984,0101,15191,1.0,,2688
13985,0101,15192,4.0,,2688
13986,0102,15171,49.0,,2689
13987,0102,15172,22.0,,2689
13988,0102,15173,100.0,,2689
13989,0102,15174,10.0,,2689
13990,0102,15175,102.0,,2689
13991,0102,15176,35.0,,2689
13992,0102,15177,18.0,,2689
13993,0102,15178,9.0,,2689
13994,0102,15179,75.0,,2689
13995,0102,15180,12.0,,2689
13996,0102,15181,13.0,,2689
13997,0102,15182,20.0,,2689
13998,0102,15183,62.0,,2689
13999,0103,15160,24.0,,2690
14000,0103,15161,118.0,,2690
14001,0103,15162,228.0,,2690
14002,0103,15163,215.0,,2690
14003,0103,15164,144.0,,2690
14004,0103,15165,42.0,,2690
14005,0103,15166,81.0,,2690
14006,0103,15167,465.0,,2690
14007,0103,15168,5.0,,2690
14008,0103,15169,20.0,,2690
14009,0103,15170,130.0,,2690
14010,0104,15138,21.0,,2691
14011,0104,15139,78.0,,2691
14012,0104,15140,105.0,,2691
14013,0104,15141,224.0,,2691
14014,0104,15142,5.0,,2691
14015,0104,15143,24.0,,2691
14016,0104,15144,8.0,,2691
14017,0104,15145,5.0,,2691
14018,0104,15146,12.0,,2691
14019,0104,15147,19.0,,2691
14020,0104,15148,113.0,,2691
14021,0104,15149,2.0,,2691
14022,0104,15150,19.0,,2691
14023,0104,15151,30.0,,2691
14024,0104,15152,5.0,,2691
14025,0104,15153,108.0,,2691
14026,0104,15154,92.0,,2691
14027,0104,15155,7.0,,2691
14028,0104,15156,45.0,,2691
14029,0104,15157,119.0,,2691
14030,0104,15158,46.0,,2691
14031,0104,15159,90.0,,2691
14032,0105,15133,4.0,,2692
14033,0105,15134,59.0,,2692
14034,0105,15135,11.0,,2692
14035,0105,15136,46.0,,2692
14036,0105,15137,6.0,,2692
14037,0106,15107,7.0,,2693
14038,0106,15108,41.0,,2693
14039,0106,15109,118.0,,2693
14040,0106,15110,14.0,,2693
14041,0106,15111,33.0,,2693
14042,0106,15112,16.0,,2693
14043,0106,15113,19.0,,2693
14044,0106,15114,215.0,,2693
14045,0106,15115,80.0,,2693
14046,0106,15116,81.0,,2693
14047,0106,15117,144.0,,2693
14048,0106,15118,365.0,,2693
14049,0106,15119,220.0,,2693
14050,0106,15120,42.0,,2693
14051,0106,15121,27.0,,2693
14052,0106,15122,14.0,,2693
14053,0106,15123,3.0,,2693
14054,0106,15124,1.0,,2693
14055,0106,15125,3.0,,2693
14056,0106,15126,14.0,,2693
14057,0106,15127,20.0,,2693
14058,0106,15128,5.0,,2693
14059,0106,15129,11.0,,2693
14060,0106,15130,20.0,,2693
14061,0106,15131,25.0,,2693
14062,0106,15132,24.0,,2693
14063,0107,15094,101.0,,2694
14064,0107,15095,580.0,,2694
14065,0107,15096,8.0,,2694
14066,0107,15097,8.0,,2694
14067,0107,15098,24.0,,2694
14068,0107,15099,24.0,,2694
14069,0107,15100,24.0,,2694
14070,0107,15101,5.0,,2694
14071,0107,15102,3.0,,2694
14072,0107,15103,37.0,,2694
14073,0108,15093,52.0,,2695
14074,0109,15092,6.0,,2696
14075,0110,15234,22.0,,2697
14076,0111,15215,5.0,,2698
14077,0111,15216,3.0,,2698
14078,0111,15217,2.0,,2698
14079,0111,15218,1.0,,2698
14080,0111,15219,3.0,,2698
14081,0111,15220,6.0,,2698
14082,0111,15221,1.0,,2698
14083,0111,15222,4.0,,2698
14084,0111,15223,1.0,,2698
14085,0111,15224,1.0,,2698
14086,0111,15225,1.0,,2698
14087,0111,15226,1.0,,2698
14088,0111,15227,1.0,,2698
14089,0111,15228,14.0,,2698
14090,0111,15229,2.0,,2698
14091,0111,15230,1.0,,2698
14092,0111,15231,1.0,,2698
14093,0111,15232,1.0,,2698
14094,0111,15233,4.0,,2698
14095,0112,15214,1.0,,2699
14096,0113,15213,28.0,,2700
14097,0114,15211,41.0,,2701
14098,0114,15212,2.0,,2701
14099,0115,15210,30.0,,2702
14100,0116,15208,1.0,,2703
14101,0116,15209,1.0,,2703
14102,0117,15238,5.0,,2704
14103,0117,15239,1.0,,2704
14104,0118,15235,15.0,,2705
14105,0118,15236,2.0,,2705
14106,0118,15237,2.0,,2705
14107,0119,15244,2.0,,2706
14108,0119,15245,2.0,,2706
14109,0119,15246,1.0,,2706
14110,0119,15247,25.0,,2706
14111,0119,15248,13.0,,2706
14112,0119,15249,2.0,,2706
14113,0119,15250,2.0,,2706
14114,0119,15251,1.0,,2706
14115,0119,15252,4.0,,2706
14116,0119,15253,2.0,,2706
14117,0119,15254,2.0,,2706
14118,0119,15255,2.0,,2706
14119,0119,15256,8.0,,2706
14120,0119,15257,9.0,,2706
14121,0119,15258,4.0,,2706
14122,0120,15259,1.0,,2707
14123,0120,15260,1.0,,2707
14124,0120,15261,1.0,,2707
14125,0120,15262,35.0,,2707
14126,0120,15263,21.0,,2707
14127,0120,15264,11.0,,2707
14128,0120,15265,1.0,,2707
14129,0120,15266,1.0,,2707
14130,0120,15267,4.0,,2707
14131,0120,15268,2.0,,2707
14132,0121,15272,1.0,,2708
14133,0121,15273,13.0,,2708
14134,0121,15274,1.0,,2708
14135,0121,15275,30.0,,2708
14136,0121,15276,13.0,,2708
14137,0121,15277,7.0,,2708
14138,0122,15278,10.0,,2709
14139,0122,15279,1.0,,2709
14140,0122,15280,6.0,,2709
14141,0122,15281,22.0,,2709
14142,0122,15282,72.0,,2709
14143,0122,15283,18.0,,2709
14144,0122,15284,7.0,,2709
14145,0122,15285,28.0,,2709
14146,0122,15286,1.0,,2709
14147,0122,15287,8.0,,2709
14148,0122,15288,69.0,,2709
14149,0122,15289,5.0,,2709
14150,0122,15290,215.0,,2709
14151,0122,15291,2.0,,2709
14152,0122,15292,1.0,,2709
14153,0122,15293,9.0,,2709
14154,0122,15294,2.0,,2709
14155,0122,15295,1.0,,2709
14156,0122,15296,1.0,,2709
14157,0122,15297,8.0,,2709
14158,0122,15298,1.0,,2709
14159,0123,15269,2.0,,2710
14160,0124,15270,10.0,,2711
14161,0124,15271,3.0,,2711
14162,0125,15299,1.0,,2712
14163,0125,15300,5.0,,2712
14164,0125,15301,30.0,,2712
14165,0125,15302,1.0,,2712
14166,0125,15303,97.0,,2712
14167,0125,15304,7.0,,2712
14168,0125,15305,12.0,,2712
14169,0126,15306,1.0,,2713
14170,0126,15307,1.0,,2713
14171,0127,15308,6.0,,2714
14172,0128,15309,30.0,,2715
14173,0128,15310,511.0,,2715
14174,0128,15311,3.0,,2715
14175,0128,15312,76.0,,2715
14176,0128,15313,184.0,,2715
14177,0128,15314,29.0,,2715
14178,0128,15315,31.0,,2715
14179,0128,15316,193.0,,2715
14180,0128,15317,10.0,,2715
14181,0128,15318,31.0,,2715
14182,0128,15319,16.0,,2715
14183,0128,15320,25.0,,2715
14184,0128,15321,87.0,,2715
14185,0128,15322,75.0,,2715
14186,0128,15323,111.0,,2715
14187,0128,15324,57.0,,2715
14188,0128,15325,17.0,,2715
14189,0129,15326,14.0,,2716
14190,0129,15327,19.0,,2716
14191,0129,15328,197.0,,2716
14192,0129,15329,41.0,,2716
14193,0129,15330,11.0,,2716
14194,0129,15331,9.0,,2716
14195,0129,15332,5.0,,2716
14196,0129,15333,10.0,,2716
14197,0129,15334,9.0,,2716
14198,0129,15335,12.0,,2716
14199,0129,15336,6.0,,2716
14200,0130,15337,60.0,,2717
14201,0130,15338,112.0,,2717
14202,0130,15339,106.0,,2717
14203,0130,15340,50.0,,2717
14204,0130,15341,50.0,,2717
14205,0130,15342,13.0,,2717
14206,0130,15343,9.0,,2717
14207,0130,15344,106.0,,2717
14208,0130,15345,227.0,,2717
14209,0130,15346,16.0,,2717
14210,0130,15347,6.0,,2717
14211,0131,15348,16.0,,2718
14212,0131,15349,38.0,,2718
14213,0131,15350,62.0,,2718
14214,0131,15351,13.0,,2718
14215,0131,15352,60.0,,2718
14216,0131,15353,127.0,,2718
14217,0131,15354,302.0,,2718
14218,0131,15355,547.0,,2718
14219,0131,15356,23.0,,2718
14220,0131,15357,20.0,,2718
14221,0131,15358,54.0,,2718
14222,0131,15359,40.0,,2718
14223,0131,15360,44.0,,2718
14224,0131,15361,59.0,,2718
14225,0131,15362,3.0,,2718
14226,0131,15363,11.0,,2718
14227,0131,15364,34.0,,2718
14228,0131,15365,27.0,,2718
14229,0131,15366,89.0,,2718
14230,0131,15367,12.0,,2718
14231,0131,15368,16.0,,2718
14232,0131,15369,153.0,,2718
14233,0131,15370,34.0,,2718
14234,0132,15371,5.0,,2719
14235,0132,15372,2.0,,2719
14236,0132,15373,4.0,,2719
14237,0132,15374,11.0,,2719
14238,0132,15375,56.0,,2719
14239,0132,15376,38.0,,2719
14240,0132,15377,6.0,,2719
14241,0132,15378,80.0,,2719
14242,0132,15379,280.0,,2719
14243,0132,15380,17.0,,2719
14244,0132,15381,118.0,,2719
14245,0132,15382,60.0,,2719
14246,0132,15383,48.0,,2719
14247,0132,15384,15.0,,2719
14248,0132,15385,8.0,,2719
14249,0132,15386,178.0,,2719
14250,0132,15387,3.0,,2719
14251,0132,15388,6.0,,2719
14252,0132,15389,30.0,,2719
14253,0132,15390,9.0,,2719
14254,0132,15391,5.0,,2719
14255,0132,15392,30.0,,2719
14256,0132,15393,39.0,,2719
14257,0132,15394,42.0,,2719
14258,0132,15395,49.0,,2719
14259,0132,15396,718.0,,2719
14260,0132,15397,33.0,,2719
14261,0132,15398,59.0,,2719
14262,0132,15399,15.0,,2719
14263,0132,15400,28.0,,2719
14264,0132,15401,50.0,,2719
14265,0132,15402,56.0,,2719
14266,0132,15403,13.0,,2719
14267,0132,15404,324.0,,2719
14268,0132,15405,40.0,,2719
14269,0132,15406,650.0,,2719
14270,0133,15407,2.0,,2720
14271,0133,15408,4.0,,2720
14272,0133,15409,9.0,,2720
14273,0133,15410,500.0,,2720
14274,0133,15411,1775.0,,2720
14275,0133,15412,176.0,,2720
14276,0133,15413,600.0,,2720
14277,0133,15414,160.0,,2720
14278,0133,15415,115.0,,2720
14279,0133,15416,312.0,,2720
14280,0133,15417,460.0,,2720
14281,0133,15418,52.0,,2720
14282,0133,15419,110.0,,2720
14283,0133,15420,180.0,,2720
14284,0133,15421,110.0,,2720
14285,0133,15422,350.0,,2720
14286,0133,15423,250.0,,2720
14287,0133,15424,250.0,,2720
14288,0133,15425,23.0,,2720
14289,0133,15426,13.0,,2720
14290,0133,15427,4600.0,,2720
14291,0133,15428,1.0,,2720
14292,0134,15429,500.0,,2721
14293,0134,15430,58.0,,2721
14294,0134,15431,18.0,,2721
14295,0134,15432,3.0,,2721
14296,0134,15433,8.0,,2721
14297,0134,15434,6.0,,2721
14298,0134,15435,57.0,,2721
14299,0134,15436,50.0,,2721
14300,0134,15437,54.0,,2721
14301,0135,15438,120.0,,2722
14302,0135,15439,6.0,,2722
14303,0135,15440,47.0,,2722
14304,0135,15441,725.0,,2722
14305,0135,15442,7.0,,2722
14306,0135,15443,3.0,,2722
14307,0135,15444,6.0,,2722
14308,0135,15445,85.0,,2722
14309,0135,15446,6.0,,2722
14310,0135,15447,278.0,,2722
14311,0135,15448,14.0,,2722
14312,0135,15449,800.0,,2722
14313,0135,15450,60.0,,2722
14314,0135,15451,1224.0,,2722
14315,0135,15452,220.0,,2722
14316,0135,15453,533.0,,2722
14317,0135,15454,8.0,,2722
14318,0135,15455,47.0,,2722
14319,0135,15456,11.0,,2722
14320,0135,15457,11.0,,2722
14321,0135,15458,26.0,,2722
14322,0135,15459,5.0,,2722
14323,0135,15460,9.0,,2722
14324,0135,15461,18.0,,2722
14325,0135,15462,62.0,,2722
14326,0135,15463,400.0,,2722
14327,0135,15464,2.0,,2722
14328,0135,15465,42.0,,2722
14329,0135,15466,89.0,,2722
14330,0135,15467,25.0,,2722
14331,0135,15468,1.0,,2722
14332,0135,15469,18.0,,2722
14333,0135,15470,300.0,,2722
14334,0135,15471,58.0,,2722
14335,0135,15472,13.0,,2722
14336,0136,15473,60.0,,2723
14337,0136,15474,66.0,,2723
14338,0136,15475,65.0,,2723
14339,0136,15476,4.0,,2723
14340,0136,15477,59.0,,2723
14341,0136,15478,345.0,,2723
14342,0136,15479,64.0,,2723
14343,0136,15480,10.0,,2723
14344,0136,15481,29.0,,2723
14345,0136,15482,75.0,,2723
14346,0136,15483,180.0,,2723
14347,0136,15484,29.0,,2723
14348,0136,15485,250.0,,2723
14349,0136,15486,42.0,,2723
14350,0136,15487,100.0,,2723
14351,0136,15488,15.0,,2723
14352,0136,15489,25.0,,2723
14353,0136,15490,11.0,,2723
14354,0136,15491,52.0,,2723
14355,0136,15492,15.0,,2723
14356,0136,15493,6.0,,2723
14357,0136,15494,8.0,,2723
14358,0136,15495,52.0,,2723
14359,0136,15496,34.0,,2723
14360,0136,15497,5.0,,2723
14361,0136,15498,10.0,,2723
14362,0136,15499,40.0,,2723
14363,0137,15500,21.0,,2724
14364,0137,15501,12.0,,2724
14365,0137,15502,6.0,,2724
14366,0137,15503,4.0,,2724
14367,0137,15504,3.0,,2724
14368,0137,15505,2.0,,2724
14369,0137,15506,1.0,,2724
14370,0137,15507,4.0,,2724
14371,0137,15508,19.0,,2724
14372,0137,15509,17.0,,2724
14373,0137,15510,10.0,,2724
14374,0137,15511,20.0,,2724
14375,0137,15512,10.0,,2724
14376,0137,15513,19.0,,2724
14377,0137,15514,4.0,,2724
14378,0138,15515,33.0,,2725
14379,0138,15516,75.0,,2725
14380,0138,15517,7.0,,2725
14381,0138,15518,7.0,,2725
14382,0138,15519,23.0,,2725
14383,0138,15520,128.0,,2725
14384,0138,15521,3.0,,2725
14385,0138,15522,25.0,,2725
14386,0138,15523,50.0,,2725
14387,0138,15524,10.0,,2725
14388,0138,15525,80.0,,2725
14389,0138,15526,4.0,,2725
14390,0138,15527,4.0,,2725
14391,0138,15528,40.0,,2725
14392,0138,15529,17.0,,2725
14393,0138,15530,9.0,,2725
14394,0138,15531,3.0,,2725
14395,0138,15532,2.0,,2725
14396,0138,15533,9.0,,2725
14397,0139,15534,310.0,,2726
14398,0140,15535,2.0,,2727
14399,0140,15536,6.0,,2727
14400,0140,15537,1.0,,2727
14401,0140,15538,3.0,,2727
14402,0140,15539,1.0,,2727
14403,0140,15540,2.0,,2727
14404,0140,15541,1.0,,2727
14405,0140,15542,2.0,,2727
14406,0140,15543,1.0,,2727
14407,0140,15544,1.0,,2727
14408,0141,15545,10.0,,2728
14409,0141,15546,2.0,,2728
14410,0141,15547,1.0,,2728
14411,0141,15548,1.0,,2728
14412,0141,15549,14.0,,2728
14413,0141,15550,1.0,,2728
14414,0141,15551,1.0,,2728
14415,0141,15552,4.0,,2728
14416,0141,15553,4.0,,2728
14417,0141,15554,5.0,,2728
14418,0141,15555,1.0,,2728
14419,0141,15556,2.0,,2728
14420,0141,15557,2.0,,2728
14421,0142,15558,22.0,,2729
14422,0142,15559,7.0,,2729
14423,0142,15560,13.0,,2729
14424,0143,15561,8.0,,2730
14425,0144,15562,65.0,,2731
14426,0145,15563,800.0,,2732
14427,0145,15564,1000.0,,2732
14428,0145,15565,1000.0,,2732
14429,0145,15566,1038.0,,2732
14430,0145,15567,300.0,,2732
14431,0145,15568,116.0,,2732
14432,0145,15569,60.0,,2732
14433,0146,15570,2.0,,2733
14434,0146,15571,1.0,,2733
14435,0146,15572,1.0,,2733
14436,0146,15573,1.0,,2733
14437,0146,15574,7.0,,2733
14438,0146,15575,1.0,,2733
14439,0146,15576,8.0,,2733
14440,0146,15577,4.0,,2733
14441,0146,15578,6.0,,2733
14442,0146,15579,1.0,,2733
14443,0146,15580,140.0,,2733
14444,0147,15581,58.0,,2734
14445,0147,15582,202.0,,2734
14446,0147,15583,46.0,,2734
14447,0147,15584,96.0,,2734
14448,0147,15585,65.0,,2734
14449,0147,15586,22.0,,2734
14450,0147,15587,3.0,,2734
14451,0147,15588,29.0,,2734
14452,0147,15589,380.0,,2734
14453,0148,15590,2.2,,2735
14454,0148,15591,9.6,,2735
14455,0149,15592,11.0,,2736
14456,0149,15593,3.0,,2736
14457,0149,15594,30.0,,2736
14458,0149,15595,5.0,,2736
14459,0150,15596,1.0,,2737
14460,0151,15597,2.0,,2738
14461,0151,15598,26.0,,2738
14462,0151,15599,5.0,,2738
14463,0151,15600,7.0,,2738
14464,0151,15601,8.0,,2738
14465,0151,15602,5.0,,2738
14466,0151,15603,4.0,,2738
14467,0151,15604,10.0,,2738
14468,0151,15605,3.0,,2738
14469,0151,15606,3.0,,2738
14470,0151,15607,3.0,,2738
14471,0151,15608,20.0,,2738
14472,0151,15609,8.0,,2738
14473,0151,15610,17.0,,2738
14474,0151,15611,30.0,,2738
14475,0151,15612,10.0,,2738
14476,0152,15613,50.0,,2739
14477,0152,15614,2.0,,2739
14478,0152,15615,1.0,,2739
14479,0152,15616,1.0,,2739
14480,0152,15617,1.0,,2739
14481,0152,15618,1.0,,2739
14482,0152,15619,5.0,,2739
14483,0152,15620,2.0,,2739
14484,0152,15621,10.0,,2739
14485,0152,15622,3.0,,2739
14486,0152,15623,3.0,,2739
14487,0152,15624,4.0,,2739
14488,0152,15625,7.0,,2739
14489,0152,15626,2.0,,2739
14490,0152,15627,6.0,,2739
14491,0152,15628,2.0,,2739
14492,0152,15629,1.0,,2739
14493,0152,15630,1.0,,2739
14494,0152,15631,3.0,,2739
14495,0152,15632,1.0,,2739
14496,0152,15633,4.0,,2739
14497,0152,15634,4.0,,2739
14498,0152,15635,2.0,,2739
14499,0152,15636,1.0,,2739
14500,0152,15637,1.0,,2739
14501,0152,15638,60.0,,2739
14502,0152,15639,8.0,,2739
14503,0152,15640,38.0,,2739
14504,0152,15641,10.0,,2739
14505,0152,15642,1.0,,2739
14506,0152,15643,3.0,,2739
14507,0152,15644,3.0,,2739
14508,0152,15645,5.0,,2739
14509,0152,15646,2.0,,2739
14510,0152,15647,1.0,,2739
14511,0152,15648,10.0,,2739
14512,0152,15649,2.0,,2739
14513,0152,15650,60.0,,2739
14514,0152,15651,34.0,,2739
14515,0152,15652,2.0,,2739
14516,0153,15653,15.0,,2740
14517,0153,15654,4.0,,2740
14518,0153,15655,1.0,,2740
14519,0153,15656,1.0,,2740
14520,0153,15657,1.0,,2740
14521,0153,15658,1.0,,2740
14522,0153,15659,15.0,,2740
14523,0153,15660,23.0,,2740
14524,0153,15661,7.0,,2740
14525,0153,15662,34.0,,2740
14526,0153,15663,13.0,,2740
14527,0153,15664,8.0,,2740
14528,0153,15665,30.0,,2740
14529,0153,15666,7.0,,2740
14530,0153,15667,4.0,,2740
14531,0154,15668,4.0,,2741
14532,0154,15669,1.0,,2741
14533,0154,15670,1.0,,2741
14534,0154,15671,1.0,,2741
14535,0154,15672,2.0,,2741
14536,0154,15673,1.0,,2741
14537,0154,15674,1.0,,2741
14538,0154,15675,1.0,,2741
14539,0154,15676,1.0,,2741
14540,0154,15677,1.0,,2741
14541,0154,15678,1.0,,2741
14542,0154,15679,1.0,,2741
14543,0154,15680,1.0,,2741
14544,0154,15681,13.0,,2741
14545,0154,15682,20.0,,2741
14546,0155,15683,30.0,,2742
14547,0155,15684,60.0,,2742
14548,0155,15685,100.0,,2742
14549,0155,15686,11.0,,2742
14550,0155,15687,1.0,,2742
14551,0155,15688,5.0,,2742
14552,0155,15689,1.0,,2742
14553,0155,15690,4.0,,2742
14554,0155,15691,17.0,,2742
14555,0155,15692,7.0,,2742
14556,0155,15693,10.0,,2742
14557,0155,15694,3.0,,2742
14558,0155,15695,3.0,,2742
14559,0155,15696,3.0,,2742
14560,0156,15697,550.0,,2743
14561,0157,15698,120.0,,2744
14562,0158,15699,1.0,,2745
14563,0158,15700,11.0,,2745
14564,0158,15701,19.0,,2745
14565,0158,15702,5.0,,2745
14566,0158,15703,3.0,,2745
14567,0158,15704,1.0,,2745
14568,0158,15705,4.0,,2745
14569,0158,15706,12.0,,2745
14570,0158,15707,156.0,,2745
14571,0158,15708,65.0,,2745
14572,0158,15709,2.0,,2745
14573,0158,15710,6.0,,2745
14574,0158,15711,1.0,,2745
14575,0158,15712,1.0,,2745
14576,0158,15713,1.0,,2745
14577,0158,15714,4.0,,2745
14578,0158,15715,2.0,,2745
14579,0158,15716,1.0,,2745
14580,0158,15717,1.0,,2745
14581,0158,15718,2.0,,2745
14582,0158,15719,1.0,,2745
14583,0158,15720,1.0,,2745
14584,0158,15721,1.0,,2745
14585,0158,15722,2.0,,2745
14586,0158,15723,8.0,,2745
14587,0158,15724,33.0,,2745
14588,0158,15725,22.0,,2745
14589,0158,15726,14.0,,2745
14590,0158,15727,22.0,,2745
14591,0158,15728,5.0,,2745
14592,0158,15729,2.0,,2745
14593,0158,15730,12.0,,2745
14594,0158,15731,1.0,,2745
14595,0159,15732,500.0,,2746
14596,0159,15733,1.0,,2746
14597,0159,15734,5.0,,2746
14598,0159,15735,1000.0,,2746
14599,0160,15736,1.0,,2747
14600,0160,15737,1.0,,2747
14601,0160,15738,8.0,,2747
14602,0161,15739,1.0,,2748
14603,0162,15740,1.0,,2749
14604,0162,15741,2.0,,2749
14605,0162,15742,6.0,,2749
14606,0162,15743,1.0,,2749
14607,0162,15744,3.0,,2749
14608,0162,15745,1.0,,2749
14609,0162,15746,2.0,,2749
14610,0162,15747,1.0,,2749
14611,0162,15748,1.0,,2749
14612,0162,15749,9.0,,2749
14613,0162,15750,1.0,,2749
14614,0162,15751,3.0,,2749
14615,0163,15752,6.0,,2750
14616,0163,15753,17.0,,2750
14617,0163,15754,4.0,,2750
14618,0163,15755,2.0,,2750
14619,0163,15756,1.0,,2750
14620,0163,15757,1.0,,2750
14621,0163,15758,1.0,,2750
14622,0164,15765,21.0,,2751
14623,0164,15766,13.0,,2751
14624,0164,15767,4.0,,2751
14625,0164,15768,2.0,,2751
14626,0164,15769,4.0,,2751
14627,0164,15770,170.0,,2751
14628,0164,15771,20.0,,2751
14629,0164,15772,71.0,,2751
14630,0164,15773,6.0,,2751
14631,0164,15774,4.0,,2751
14632,0164,15775,78.0,,2751
14633,0164,15776,28.0,,2751
14634,0164,15777,32.0,,2751
14635,0164,15778,225.0,,2751
14636,0164,15779,20.0,,2751
14637,0164,15780,1000.0,,2751
14638,0164,15781,2.0,,2751
14639,0164,15782,1.0,,2751
14640,0164,15783,1.0,,2751
14641,0164,15784,20.0,,2751
14642,0164,15785,7.5,,2751
14643,0164,15786,10.0,,2751
14644,0164,15787,1.0,,2751
14645,0164,15788,1.0,,2751
14646,0164,15789,1.0,,2751
14647,0164,15790,1.0,,2751
14648,0164,15791,1.0,,2751
14649,0165,15759,52.0,,2752
14650,0165,15760,45.0,,2752
14651,0165,15761,27.0,,2752
14652,0165,15762,1.0,,2752
14653,0165,15763,1.0,,2752
14654,0165,15764,1.0,,2752
14655,0166,15792,7.0,,2753
14656,0166,15793,1.0,,2753
14657,0166,15794,1.0,,2753
14658,0167,15795,3.0,,2754
14659,0168,15796,29.0,,2755
14660,0168,15797,70.0,,2755
14661,0168,15798,10.0,,2755
14662,0168,15799,2.0,,2755
14663,0168,15800,25.0,,2755
