POId,SysDate,SysTime,SessionId,CompId,FinYearId,CustomerId,QuotationNo,PONo,PODate,POReceivedDate,VendorCode,PaymentTerms,PF,VAT,Excise,Octroi,Warrenty,Insurance,Transport,NoteNo,RegistrationNo,Freight,Remarks,CST,Validity,OtherCharges,FileName,FileSize,ContentType,FileData,EnqId
447,2016-02-10,10:37:54 AM,Sapl0005,1,3,A032,0,7015006351,2016-02-09,2016-02-09,1001336,100% after receipt of material,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,436
448,2016-02-11,2:08:33 PM,Sapl0005,1,3,A029,0,MH_PO1516_ 001835,2016-02-03,2016-02-11,S000000494,": 30% ADVANCE ON BASIC WITH PO, 30% ON BASIC AFTER FIXTURE READINESS WITH JOINTLY SIGN OFF, 20% WITH 100% TAXES AGAINST DELIVERY AT AIL, MAHALUNGE, 20% AFTER TAKT TIME CONFIRMATION WITH SAMPLE ACCEPTANCE REPORT FROM CUSTOMER (TML)",INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,437
449,2016-02-15,11:34:31 AM,Sapl0005,1,3,C004,0,verbal15feb,2016-02-15,2016-02-15,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,438
450,2016-02-24,4:38:15 PM,Sapl0005,1,3,A033,0,7015006737,2016-02-24,2016-02-24,1001336,With in 30 days From document dateCurrency,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,439
451,2016-02-25,9:15:06 AM,Sapl0005,1,3,J003,0,4300022151,2016-02-16,2016-02-24,108878,100% after receipt of material,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,440
452,2016-02-29,10:06:56 AM,Sapl0005,1,3,T013,0,2840018444,2016-02-27,2016-02-27,S83470,30 days after receipt of the cylinder,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,441
453,2016-03-10,5:03:16 PM,Sapl0005,1,3,T013,0,2840018590,2016-03-10,2016-03-10,S83470,100% after receipt of material,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,442
454,2016-03-23,10:11:53 AM,Sapl0005,1,3,A030,0,2802500211,2016-03-22,2016-03-22,CS00367,as per po,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,443
455,2016-03-24,9:54:47 AM,Sapl0005,1,3,N002,0,verb24mar,2016-03-24,2016-03-24,-,as per po,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,444
456,2016-03-25,3:37:45 PM,Sapl0005,1,3,A032,0,7015007450,2016-03-18,2016-03-25,1001336,30 DAYS PDC,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,445
457,2016-03-31,10:06:41 AM,Sapl0005,1,3,S027,0,313,2016-03-22,2016-03-22,-,as per po,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,446
458,2016-03-31,2:29:33 PM,Sapl0005,1,3,A030,0,verbalmarch,2016-03-31,2016-03-31,-,as per po,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,447
459,2016-03-31,3:58:34 PM,Sapl0005,1,3,A007,0,verbmar,2016-03-30,2016-03-30,-,as per po,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,448
460,2016-03-31,9:52:16 AM,Sapl0005,1,3,G015,0,BO/SAP/16-17/11 IV,2016-04-08,2016-04-10,-,AGAINST PI,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,449
461,2016-03-31,4:55:54 PM,Sapl0005,1,3,B001,0,4700003748,2016-04-13,2016-04-13,12436,"75%+100% taxes advance, bal 25% against I&C",INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,450
462,2016-05-04,10:28:50 AM,Sapl0005,1,4,C004,0,IND3545856,2016-05-03,2016-05-04,-,as per po,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,NA,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,451
463,2016-05-06,2:01:55 PM,Sapl0005,1,4,A015,0,PO116000135,2016-05-06,2016-05-06,-,64 days from the date of material receipt,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,452
464,2016-05-07,4:09:40 PM,Sapl0005,1,4,S028,0,059,2016-05-07,2016-05-07,-,as per po,INCLUSIVE,-,14.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,453
465,2016-05-11,4:17:13 PM,Sapl0005,1,4,A019,0,7016000952,2016-05-10,2016-05-11,1001336,Due Immediately Against Delivery Currency INR,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,454
466,2016-05-16,9:08:34 AM,Sapl0005,1,4,S011,0,PUOR16000627,2016-05-14,2016-05-14,-,15days from GR,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,456
467,2016-05-20,12:02:38 PM,Sapl0005,1,4,S006,0,verbmay,2016-05-20,2016-05-20,-,as per po,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,457
468,2016-08-19,4:24:16 PM,Sapl0005,1,4,C004,0,IND3587512,2016-06-17,2016-06-17,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,458
469,2018-02-23,12:37:28 PM,Sapl0005,1,5,M013,0,3800099078,2016-08-22,2016-08-23,CS2782,50% ADVANCE 50% + TAXES ALONG WITH PART DELIVERY,INCLUSIVE,-,15%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,459
470,2016-08-19,5:13:57 PM,Sapl0005,1,4,K008,0,4200004894,2016-06-22,2016-06-22,71327,Advance Payment,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,460
471,2016-08-20,9:36:16 AM,Sapl0005,1,4,C004,0,IND3604760,2016-07-07,2016-07-07,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,461
472,2016-08-20,9:46:35 AM,Sapl0005,1,4,C004,0,IND3606025,2016-07-08,2016-07-08,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,462
473,2016-08-20,10:12:07 AM,Sapl0005,1,4,C004,0,IND3621011,2016-07-25,2016-07-25,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,463
474,2016-08-20,11:04:38 AM,Sapl0005,1,4,N002,0,4300024026,2016-07-07,2016-07-27,102662,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,464
475,2016-08-22,5:04:12 PM,Sapl0005,1,4,C004,0,IND3641291,2016-08-15,2016-08-16,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,465
476,2016-08-20,12:04:04 PM,Sapl0005,1,4,C004,0,IND3641292,2016-08-15,2016-08-16,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,466
477,2016-08-20,12:25:05 PM,Sapl0005,1,4,C004,0,IND3409697,2015-12-08,2015-12-08,-,60 days,INCLUSIVE,-,15%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,467
478,2016-08-20,12:44:44 PM,Sapl0005,1,4,C004,0,IND3641409,2016-08-16,2016-08-16,-,60 days,INCLUSIVE,-,15%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,468
479,2016-08-20,12:49:40 PM,Sapl0005,1,4,C004,0,IND3642114,2016-08-16,2016-08-16,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,469
480,2016-09-22,12:32:46 PM,Sapl0005,1,4,C012,0,IND3670547,2016-09-15,2016-09-16,160344,"20% of PO value against Order acceptance and Bank Guarantee,20% of PO value against DAP approval and Bank Guarantee,50% of PO value plus taxes / duties against delivery of material at CTIPL - PHP, Phaltan works and GRR,Balance 10% of PO value after installation, commissioning & successful trials of said TOD by SAPL at CTIPL Phaltan works",INCLUSIVE,13.5%,-,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,470
481,2016-09-22,10:27:17 AM,Sapl0005,1,4,M005,0,A005/AHH/3200113936,2016-09-20,2016-09-20,CS2782,"50% Advance after purchase order release 25% After approved first trial tooled up part 15% Along + 100% Applicable taxes <(>&<)> duties against proforma invoice, after tool buy off and before dispatch of the tool;10% On approval of Part Submission Warrant (PSW) and Tooling Agreement Sign Off with Tier 1 Supplier",INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,471
482,2017-03-31,9:56:35 AM,Sapl0005,1,4,M005,0,A005/AHH/3200121582,2017-04-03,2017-04-03,CS2782,"50%ADV ALONGWITH PO,25% APPRV FIRST TRIAL TOOLED UP PARTS, 15% +100% TAXES AGNST PI, AFTER TOOL BUY OFF & BEFORE DISPATCH,10%  ON APPROVAL  OF PSW & TOOLING AGREEMENT SIGN OFF WITH TIER 1 SUPPLIER.",INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,472
483,2016-09-13,11:45:36 AM,Sapl0005,1,4,M005,0,A005/AHH/3200113483,2016-09-08,2016-09-08,CS2782,"50% Advance after purchase order release,25% After approved first trial tooled up part, 15% Along + 100% Applicable taxes <(>&<)> duties against proforma invoice, after tool buy off and before dispatch of the tool;10% On approval of Part Submission Warrant (PSW) and Tooling Agreement Sign Off with Tier 1 Supplier.",-,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,473
484,2018-08-07,9:08:44 AM,Sapl0005,1,6,A034,0,DH_PO1617_ 000030,2016-08-10,2016-08-18,S000000494,Advance Payment,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,WE HAVE RECEIVED ORDER FOR 30 NOS. TROLLEY SET BUT PO IS SHORT CLOSED AT CUSTOMER. SO WE HAVE UPDATED  TROLLEY SET QTY 12NOS. SO IT WILL GET 0,-,-,-,,0.0,application/octet-stream,,474
485,2016-08-20,3:22:50 PM,Sapl0005,1,4,S011,0,PUOR16002169,2016-08-19,2016-08-20,-,15 days from gr,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,475
486,2016-08-24,9:46:25 AM,Sapl0005,1,4,C004,0,IND3648524,2016-08-23,2016-08-23,-,60 days,INCLUSIVE,-,15%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,476
487,2016-08-24,9:58:42 AM,Sapl0005,1,4,C004,0,IND3648543,2016-08-23,2016-08-23,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,477
488,2016-08-25,12:47:58 PM,Sapl0005,1,4,C004,0,IND3650652,2016-08-24,2016-08-25,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,478
489,2016-08-24,3:37:56 PM,Sapl0005,1,4,S006,0,verb24aug,2016-08-24,2016-08-24,-,as per po,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,479
490,2016-08-25,12:29:50 PM,Sapl0005,1,4,C004,0,IND3650651,2016-08-24,2016-08-25,-,as per po,INCLUSIVE,-,15%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,480
491,2016-12-19,10:39:11 AM,Sapl0005,1,4,M005,0,A007/A1B/3200113465,2016-09-08,2016-09-08,CS2782,"50% advance after purchase order release, 25% after approved first trial 15% along + 100% applicable taxes & duties against proforma invoice, after fixture buy off and before dispatch of fixture 10% on approval of Part Submission Warrant (PSW) and Tooling Agreement Sign Off with tier 1 supplier",INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,482
492,2016-09-02,4:15:19 PM,Sapl0005,1,4,A024,0,7016003473,2016-09-01,2016-09-02,1001336,30 DAYS PDC CHEQUE,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,483
493,2019-12-03,5:13:50 PM,sapl0313,1,7,A018,0,C2TRPO1920_000827,2016-11-08,2016-12-02,S000000494,as per po,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,484
494,2016-09-07,9:59:42 AM,Sapl0005,1,4,C004,0,IND3661815,2016-09-06,2016-09-06,-,20% Against BG and 80% +100% Taxes against Delivery,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,485
495,2016-09-09,2:16:16 PM,Sapl0005,1,4,C004,0,IND3663452,2016-09-07,2016-09-07,-,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,486
497,2017-03-27,10:17:04 AM,Sapl0005,1,4,C014,0,IND3667736,2016-09-13,2016-09-13,160344,60 days,INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,488
499,2016-09-17,10:37:13 AM,Sapl0005,1,4,C015,0,IND3670548,2016-09-14,2016-09-15,-,"20% of PO value against Order acceptance and Bank Guarantee,20% of PO value against DAP approval and Bank Guarantee, 50% of PO value plus taxes / duties against delivery of material at CTIPL - PHP, Phaltan works and GRRBalance 10% of PO value after installation, commissioning & successful trials of said TOD by SAPL at CTIPL Phaltan works",INCLUSIVE,-,15%,-,-,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,490
500,2016-09-17,10:56:05 AM,Sapl0005,1,4,C004,0,IND3671196,2016-09-11,2016-09-16,-,"20% of basic value advance against BG, 70% of basic value and 100% taxes against Delivery and remaining 10% after installation, commissioning and approval.",INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,491
501,2016-09-19,10:23:32 AM,Sapl0005,1,4,N008,0,4300024944,2016-09-16,2016-09-17,102662,90%+taxes against Performa & balance after commissioning,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,492
502,2016-09-19,10:38:06 AM,Sapl0005,1,4,C004,0,verb199,2016-09-19,2016-09-19,-,"20% of basic value advance against BG, 70% of basic value and 100% taxes against Delivery and remaining 10% after installation, commissioning and approval.",INCLUSIVE,12.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,493
503,2016-09-19,12:26:11 PM,Sapl0005,1,4,C004,0,ver19sep,2016-09-19,2016-09-19,-,as per po,-,-,-,-,-,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,494
504,2016-09-19,5:30:33 PM,Sapl0005,1,4,C015,0,verb19se16,2016-09-19,2016-09-19,-,as per po,INCLUSIVE,-,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,495
505,2017-10-13,3:26:08 PM,Sapl0005,1,5,N005,0,133044/CL1000087,2016-10-03,2016-10-07,63009,"50%ADV ALONGWITH PO, AGAINST SUBMISSION OF PI, 40% +100% TAXES ON PRO-RATA BASIS AFTER 1 SET, 10% WITHIN 15 DAYS AFTER DISPATCH AND RECEIPT AT CNH",INCLUSIVE,13.5%,12.5%,-,24 MONTHS FROM DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,496
506,2016-10-15,3:26:38 PM,Sapl0005,1,4,A024,0,7016004399,2016-10-15,2016-10-15,1001336,With in 30 days,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE OF DISPATCH,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,497
507,2016-10-26,8:49:32 AM,Sapl0005,1,4,C016,0,IND3707946,2016-10-25,2016-10-26,-,"20 % advance against Advance Bank Guarantee 70 % after receipt of material 10 % against Installation, commissioning & prove-out at CGT",INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE OF COMMISSIONING OR 18 MONTHS FROM THE DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,498
508,2016-12-19,11:22:18 AM,Sapl0005,1,4,A018,0,UKD05_PO16-17_003046,2016-11-16,2016-12-19,S000000494,90 DAYS LC,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,AIL,,-,-,-,,0.0,application/octet-stream,,499
509,2018-02-23,12:34:52 PM,Sapl0005,1,5,M005,0,3400249051,2016-11-29,2016-11-29,CS2782,as per PO,INCLUSIVE,2% against C form,12.5%,-,24 MONTHS FROM DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,500
510,2017-10-11,11:26:17 AM,Sapl0005,1,5,M005,0,A007/A3V/3200117204,2016-12-13,2016-12-13,CS2782,"50% advance after purchase order release, 25% after approved first trial tooled up part,15% + 100% applicable taxes & duties against proforma invoice, after tool buy off and before dispatch of the tool,10% on approval of Part Submission Warrant (PSW) and Tooling Agreement Sign Off with Tier 1 Supplier",INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,SYNERGYTECH AUTOMATION PVT. LTD-1500110394-3200117204-13.DEC.2016.pdf,32160.0,application/pdf,,501
511,2016-11-25,4:29:20 PM,Sapl0005,1,4,C017,0,IND3737279,2016-11-20,2016-11-25,-,"20% after completion of order acceptance, against bank guarantee, 70% after completion of successful pre-acceptance at Supplier end ,10% after completion of in-house runoff & completion of all MOM points.",INCLUSIVE,13.5%,12.5%,-,18 months from the date of commissioning. Electrical and Standard Mechanical bought out components failure and its replacement will be dependent on its manufacturer's warranty.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,502
512,2016-11-28,3:21:10 PM,Sapl0005,1,4,A032,0,7016005176,2016-11-28,2016-11-28,1001336,as per PO,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,503
513,2016-12-14,10:03:01 AM,Sapl0005,1,4,C004,0,IND3754006,2016-12-13,2016-12-13,-,as per PO,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,504
514,2016-12-16,1:12:21 PM,Sapl0005,1,4,C004,0,IND3755266,2016-12-14,2016-12-15,-,60 days,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,505
515,2016-12-20,11:22:49 AM,sapl0005,1,4,A004,0,C2_PO16-17_003375,2016-12-20,2016-12-20,S000000494,30 DAYS FROM GRN,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,506
516,2016-12-22,1:58:14 PM,Sapl0005,1,4,C004,0,IND3762316,2016-12-21,2016-12-21,-,60 days,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,507
517,2017-10-11,11:14:06 AM,Sapl0005,1,5,C004,0,IND3765303,2016-12-26,2016-12-26,-,as per PO,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,IND3765303-AGV TO RGV.pdf,83887.0,application/pdf,,508
518,2017-10-11,11:13:46 AM,Sapl0005,1,5,C016,0,IND3765376,2016-12-26,2016-12-26,-,100 % after Installation & commissioning at CGT,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,IND3765376-tilter installation.pdf,84697.0,application/pdf,,509
519,2017-01-06,2:18:17 PM,Sapl0005,1,4,A032,0,7016005815,2016-12-29,2016-12-29,1001336,With in 30 days,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,510
520,2016-12-30,4:30:12 PM,Sapl0005,1,4,C004,0,IND3766963,2016-12-30,2016-12-30,-,60 days,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,511
521,2017-01-09,2:00:46 PM,Sapl0005,1,4,N002,0,4300026297,2017-01-07,2017-01-07,102662,90% WITH PI AND BALANCE AFTER RECEIPT OF MATERIAL,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,512
522,2017-01-17,1:29:35 PM,Sapl0005,1,4,S027,0,VERBAL_JAN,2017-01-17,2017-01-17,-,as per PO,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,513
523,2017-01-17,1:51:00 PM,Sapl0005,1,4,O002,0,O.L.C.I./661/2016-17,2017-01-13,2017-01-16,-,"20% ADV WITH PO, 20% AGNST RELEASE OF 2D FOR MANF, 50% WITHIN 30 DAYS  OF SUPPLY, 10% AFTER INSTALLATION & COMM",INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,514
524,2017-01-19,1:50:25 PM,Sapl0005,1,4,C004,0,IND3784258,2017-01-19,2017-01-19,-,60 days,-,-,15%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,515
525,2017-01-23,2:27:07 PM,Sapl0005,1,4,G015,0,G-4/BO/16-17/11VI,2017-01-23,2017-01-23,-,AGAINST PI,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,516
526,2017-02-08,11:12:32 AM,Sapl0005,1,4,M025,0,P6PR/00129,2017-02-07,2017-02-07,S0695,30 days,INCLUSIVE,2% against C form,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,517
527,2017-02-15,11:51:17 AM,Sapl0005,1,4,O002,0,O.L.C.I./789/2016-17,2017-02-13,2017-02-14,-,60 days,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE OF DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,518
528,2017-02-16,2:21:57 PM,Sapl0005,1,4,O002,0,O.L.C.I./795/2016-17,2017-02-16,2017-02-16,-,60 DAYS,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,519
529,2017-02-23,3:09:16 PM,Sapl0005,1,4,J012,0,VERBAL_23022017,2017-02-23,2017-02-23,-,AGAINST PI,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,520
530,2017-10-11,11:16:14 AM,Sapl0005,1,5,M005,0,A007/A3W/3200121902,2017-04-09,2017-04-10,CS2782,"50% Advance after purchase order release,25% After approved first trial tooled up part, 15% Along + 100% Applicable taxes <(>&<)> duties against proforma invoice, after tool buy off and before dispatch of the tool;10% On approval of Part Submission Warrant (PSW) and Tooling Agreement Sign Off with Tier 1 Supplier.",INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,SYNERGYTECH AUTOMATION PVT. LTD-1500114842-3200121902-09.APR.2017.pdf,30820.0,application/pdf,,521
532,2018-09-11,5:28:38 PM,Sapl0005,1,6,T002,0,2450003222,2017-02-18,2017-02-18,S83470,as per PO,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,-,-,-,-,,-,-,-,,0.0,application/octet-stream,,523
533,2017-02-24,2:41:11 PM,Sapl0005,1,4,T002,0,VERB_TATA24,2017-02-24,2017-02-24,-,as per PO,INCLUSIVE,13.5%,12.5%,-,12 MONTHS FROM DATE  DISPATCH.,-,ROAD,-,-,-,,-,-,-,,0.0,application/octet-stream,,524
