EnqId,SysDate,SysTime,SessionId,CompId,FinYearId,CustomerId,CustomerName,RegdAddress,RegdCountry,RegdState,RegdCity,RegdPinNo,RegdContactNo,RegdFaxNo,WorkAddress,WorkCountry,WorkState,WorkCity,WorkPinNo,WorkContactNo,WorkFaxNo,MaterialDelAddress,MaterialDelCountry,MaterialDelState,MaterialDelCity,MaterialDelPinNo,MaterialDelContactNo,MaterialDelFaxNo,ContactPerson,JuridictionCode,Commissionurate,TinVatNo,Email,EccNo,Divn,TinCstNo,ContactNo,Range,PanNo,TDSCode,Remark,EnquiryFor,Flag,POStatus
399,2015-11-05,9:13:49 AM,Sapl0005,1,3,A024,AUTOCOMP CORPORATION PANSE PVT.LTD - DHARWAD ,"Plot No. 125, Survey No. 258,Belur Industrial Area,Village-Belur,Garag
Hubli",1,17,304,580011,-,-,"Plot No. 125, Survey No. 258,Belur Industrial Area,Village-Belur,Garag
Hubli",1,17,304,580011,-,-,"Plot No. 125, Survey No. 258,Belur Industrial Area,Village-Belur,Garag
Hubli",1,17,304,580011,-,-,Yogesh Shirsat,-,-,29291145762V,papl1.purchase@pansegroup.com,AAFCA6224NEM007,DHARWAD,29291145762C,7387103990,DHARWAD-B,AAFCA6224N,-,,"LONG RAIL C63-64m,
CROSS RAIL C63 (3 MTR) SPAN-36m,
TROLLEY SET-12",1,1
400,2015-11-05,2:56:08 PM,Sapl0005,1,3,A031,"AUTOMOTIVE STAMPINGS AND ASSEMBLIES LTD., PANTNAGAR ","Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,"Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,"Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,Shadul.Shaikh,-,UTTARANCHAL,05006850747,Shadul.Shaikh@autostampings.com,AAACJ2116MXM005,-,RU 5045836,-,RUDRAPUR,AAACJ2116M,-,,"Supply of Water line & Air
Line - O3 Pro-1",1,1
402,2015-11-16,9:35:17 AM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,"Fixture to wash K19/KV con rod in washing booth on NTBC /V28 con rod line, part no ( 3811994, 3632169) as per TR25617 @ A606589-1",1,1
403,2015-11-17,12:19:10 PM,Sapl0005,1,3,J014,"JBM AUTO LIMITED, PATHREDI ","601, HEMKUNT CHAMBERS, 
89, NEHRU PLACE,",1,10,133,410019,-,-,"PLOT NO.:SP1-891 RIICO IND. AREA, NEXT TO SHRI RAM PISTONS, PATHREDI",1,29,500,410092,-,-,"PLOT NO.:SP1-891 RIICO IND. AREA, NEXT TO SHRI RAM PISTONS, PATHREDI",1,29,500,410092,-,-,Akshay.Bhardwaj,-,-,-,Akshay.Bhardwaj1@jbm.co.in,AAACJ9630NEM011,BHIWADI,08974202738,08826681823,BHIWADI-IV,AAACJ9630N,-,,"LONG RAIL C63(21MX6NOS), CROSS RAIL C63 (6M X 6 NOS), CROSS RAIL C63 (6M X 8 NOS), CROSS RAIL C63(6M X 12 NOS), TROLLEY SET FOR BALANCER & C63 SECTION",1,1
404,2015-11-19,12:33:03 PM,Sapl0005,1,3,S006,SYNERGYTECH AUTOMATION PVT. LTD. PUNE ,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,-,-,-,-,info@synergytechs.com,-,-,-,-,-,-,-,,"LR-1400mtr, cr-600mtr",1,1
405,2015-11-19,1:00:12 PM,Sapl0005,1,3,J009,JBM OGIHARA AUTOMOTIVE INDIA LTD  ,"Supplier Park - Building No - 6,Toyota Kirloskar Motors Pvt.Ltd.,Plot No.1, Bidadi Industrial Area,RamnagarDistt, Bidadi",1,17,293,562109,-,-,"Supplier Park - Building No - 6,Toyota Kirloskar Motors Pvt.Ltd.,Plot No.1, Bidadi Industrial Area,RamnagarDistt, Bidadi",1,17,293,562109,-,-,"Supplier Park - Building No - 6,Toyota Kirloskar Motors Pvt.Ltd.,Plot No.1, Bidadi Industrial Area,RamnagarDistt, Bidadi",1,17,293,562109,-,-,Mr. Joe Nirmal,-,BANGALORE III,-,purchase@joai.co.in,AACCJ1334PXM001,KENGERI,29140853147,96633 02664,BIDADI,-,-,,Trolley set 255mm - 6ea,1,1
406,2015-11-24,11:32:14 AM,Sapl0005,1,3,S006,SYNERGYTECH AUTOMATION PVT. LTD. PUNE ,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,-,-,-,-,info@synergytechs.com,-,-,-,-,-,-,-,,Hydraulic Car Parking System,1,1
407,2015-11-24,2:57:13 PM,Sapl0005,1,3,S006,SYNERGYTECH AUTOMATION PVT. LTD. PUNE ,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,-,-,-,-,info@synergytechs.com,-,-,-,-,-,-,-,,Car Parking System-1,1,1
408,2015-11-24,3:45:13 PM,Sapl0005,1,3,A029,AUTOLINE INDUSTRIES LTD. UNIT III ,"Gat No. 613/2, Chakan,  Talegaon Road, Mahalunge, Tal. Khed",1,21,405,410501,-,-,"Gat No. 613/2, Chakan,  Talegaon Road, Mahalunge, Tal. Khed",1,21,405,410501,-,-,"Gat No. 613/2, Chakan,  Talegaon Road, Mahalunge, Tal. Khed",1,21,405,410501,-,-,Sujeet Chaskar,-,-,"27710410013V w, e. f. 01 10412006",sujeet.chaskar@autolineind.com,AABCA 4534 DXM 006,PUNE V,"27710410013C w, e. f. 01 10412006",-,Chakan Tal. Khed,-,-,,Modification of fixtures,1,1
409,2015-12-01,2:20:03 PM,Sapl0005,1,3,N006,N P ENGINEERING SERVICES ,"F-105, Selvam Industrial Estate,Prashanthnagar road, (near KHB colony bus stop),Off Magadi Rd. Vijayanagar-North,",1,17,293,560 079,94480 48998,-,"F-105, Selvam Industrial Estate,Prashanthnagar road, (near KHB colony bus stop),Off Magadi Rd. Vijayanagar-North,",1,17,293,560 079,23286888,-,"Peenya Indl. Area, near NTTF, Peenya 4th
phase BENGALOORU-560058",1,17,293,560058,23286888,-,Mr. Rayabagi,-,-,-,npenggservices@yahoo.com,-,-,29021207554,8722248998,-,AFKPR9647D,-,,"Long Rail (2.5 mtr x 3 no s)-7.5MTR,
Cross rail (2 mtr x 2 no s)-4MTR,
Trolley Set-3",1,1
410,2015-12-02,10:19:25 AM,Sapl0005,1,3,J015,JBM AUTO SYSTEM PRIVATE LIMITED ,"Ford Supplier Park S.P. Koil Post
Chengalpet Taluk,Kanchipuram District",1,31,543,382170,09999702774,-,"Plot No AV-13, Bol Industrial Estate, GIDC, Sanand-II,",1,12,142,382170,09999702774,-,"Plot No AV-13, Bol Industrial Estate, GIDC, Sanand-II,",1,12,142,382170,09999702774,-,Rohit Rakheja,-,-,-,rohit.rakheja@jbm.co.in,AAACK8997REM005,-,24074602075,09999702774,-,AAACK8997R,-,,Installation & commissioning of  384 meter rails,1,1
411,2015-12-03,3:30:14 PM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,"Transducer panel-1,Jig boom arm-1, Control panel with trolley-2, Electrical consumables required for control panel with trolley-2",1,1
412,2015-12-08,9:53:24 AM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,"Control panel with trolley-3, Electrical consumables required for control panel with trolley-3",1,1
413,2015-12-09,10:23:22 AM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,"Fixture to wash NTBC/N14/V28 con rod in washing booth on NTBC/V28 con rod line, part no (218808, 190128, 3078399).TR25625 @
A606494.-1, Test stand for leakage testing for gear case cover, part no (4020536, 4950279, 4950278).TR25615 @ A606588.-1",1,1
414,2015-12-09,10:34:28 AM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,Operator console panel wiring-3,1,1
415,2015-12-14,2:34:48 PM,Sapl0005,1,3,N007,NIT,"SURSTKAL, MANLORE",1,17,293,-,-,-,"SURSTKAL, MANLORE",1,17,293,-,-,-,"SURSTKAL, MANLORE",1,17,293,-,-,-,-,-,-,-,prajyot@synergytechs.com,-,-,-,-,-,-,-,-,POLISHING MACHINE,1,1
416,2015-12-15,12:16:57 PM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,METALIC SKIDS FOR BW Q-60 CYLINDER BLOCK (FULL SKID)-1,1,1
417,2015-12-17,9:12:46 AM,Sapl0005,1,3,M022,MIRHAE ENGINEERING INDIA PVT LTD ,"S.No.79, Besides ICD Dighi, Pune Alandi Road, Pune-411015.",1,21,405,411015,-,-,"S.No.79, Besides ICD Dighi, Pune Alandi Road, Pune-411015.",1,21,405,411015,-,-,"S.No.79, Besides ICD Dighi, Pune Alandi Road, Pune-411015.",1,21,405,411015,-,-,Iqbal S Sayyad,-,PUNE-II,27601135973V,iqbal.s@mirhaeindia.com,AAJCM8282GEM001,DIVISION-I (BHOSARI-I),27601135973C,8554983599,RANGE-IV (BHOSARI-II),AAJCM8282G,-,,Machining parts for thermo forming machine - 185nos.,1,1
418,2015-12-17,9:52:56 AM,Sapl0005,1,3,M022,MIRHAE ENGINEERING INDIA PVT LTD ,"S.No.79, Besides ICD Dighi, Pune Alandi Road, Pune-411015.",1,21,405,411015,-,-,"S.No.79, Besides ICD Dighi, Pune Alandi Road, Pune-411015.",1,21,405,411015,-,-,"S.No.79, Besides ICD Dighi, Pune Alandi Road, Pune-411015.",1,21,405,411015,-,-,Iqbal S Sayyad,-,PUNE-II,27601135973V,iqbal.s@mirhaeindia.com,AAJCM8282GEM001,DIVISION-I (BHOSARI-I),27601135973C,8554983599,RANGE-IV (BHOSARI-II),AAJCM8282G,-,,Machining parts for thermo forming machine - 62nos,1,1
419,2015-12-25,4:21:38 PM,Sapl0005,1,3,A032,AUTOCOMP CORPORATION PANSE PVT. LTD- (MOSHI-I) ,"Gat No. 219, Village Boradwadi Dehu-Alandi Road Moshi, Pune-412 114",1,21,405,412 114,02027130686,02027138021,"Gat No. 219, Village Boradwadi Dehu-Alandi Road Moshi, Pune-412 114",1,21,405,412 114,02027130686,02027138021,"Gat No. 219, Village Boradwadi Dehu-Alandi Road Moshi, Pune-412 114",1,21,405,412 114,02027130686,02027138021,Yogesh shirsat,-,-,27940527984V,papl1@pansegroup.com,AAFCA6224NEM005,PUNE III,27940527984C,-,PIMPRI-RANGE II,-,-,,"LONG RAIL-222MTR, TELESCOPIC RAIL-24MTR, TELESCOPIC TROLLEY-12SET, CROSS RAIL-90MTR, TROLLEY SET-20EA",1,1
420,2015-12-30,4:06:56 PM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,Scissor type lifter for filter head of Qsk50 rail engine & Marine engine in KV Assy area.TR25633 @ A606598.-1,1,1
421,2015-12-31,9:57:04 AM,Sapl0005,1,3,J014,"JBM AUTO LIMITED, PATHREDI ","601, HEMKUNT CHAMBERS, 
89, NEHRU PLACE,",1,10,133,410019,-,-,"PLOT NO.:SP1-891 RIICO IND. AREA, NEXT TO SHRI RAM PISTONS, PATHREDI",1,29,500,410092,-,-,"PLOT NO.:SP1-891 RIICO IND. AREA, NEXT TO SHRI RAM PISTONS, PATHREDI",1,29,500,410092,-,-,Akshay.Bhardwaj,-,-,-,Akshay.Bhardwaj1@jbm.co.in,AAACJ9630NEM011,BHIWADI,08974202738,08826681823,BHIWADI-IV,AAACJ9630N,-,,I&C of rails-1,1,1
422,2015-12-31,10:05:55 AM,Sapl0005,1,3,A004,AUTOLINE INDUSTRIES LTD ,"GAT NO.313,314,320 to 323 NANEKARWADI,CHAKAN,TAL - KHED",1,21,405,410501,-,-,"GAT NO.313,314,320 to 323 NANEKARWADI,CHAKAN,TAL - KHED",1,21,405,410501,-,-,"GAT NO.313,314,320 to 323 NANEKARWADI,CHAKAN,TAL - KHED",1,21,405,410501,-,-,KASHINATH HIREMATH,-,-,27710410013V Dt 01/04/08,mail@domain.com,AABCA4534DXM002,PUNE - V,27710410013C Dt 01/04/08,-,CHAKAN,-,-,,"LONG RAIL C63 6mtr - 102mtr, cross rail - 2.5 mtr - 120mtr, TS-48",1,1
423,2016-01-01,12:26:31 PM,Sapl0005,1,3,S006,SYNERGYTECH AUTOMATION PVT. LTD. PUNE ,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,"Gut No.205,Kasurdi,Khed Shivapur,Saswad Road TQ- Bhor Pune",1,21,405,-,020-24378901,020 - 24378900,-,-,-,-,info@synergytechs.com,-,-,-,-,-,-,-,,Mechanical Car Parking -1,1,1
424,2016-01-04,9:23:44 AM,Sapl0005,1,3,C013,CONSULTECH ENGINEERS PVT. LTD. ,"S. No.78, Dangat Industrial Estate, Shivne, 411023.",1,21,405,411023,20 25290437,-,"S. No.78, Dangat Industrial Estate, Shivne, 411023.",1,21,405,411023,20 25290437,-,"S. No.78, Dangat Industrial Estate, Shivne, 411023.",1,21,405,411023,20 25290437,-,J.V. Ingale,-,-,27380017781 V w.e.f.01/04/2006,jvi@consultechindia.com,AABCC5363JXM001,PUNE III,27380017781 C w.e.f.01/04/2006,9890013871,K-I (Kothrud),-,-,,"Slido Rail C63 (In MTR)-10 mtr, Load Trolly C63 (In Nos) - 5nos.",1,1
425,2016-01-06,1:44:35 PM,Sapl0005,1,3,N002,NEEL METAL PRODUCTS LIMITED ,"601,Hemkunt Chambers,89, Nehru Place,",1,34,641,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,641,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,641,-,-,-,Santosh Sisodia,-,-,05001872319 dtd. 07-03-2005,hgv@dsfgb.gb,-,-,HR5044763 dtd. 07.03.2005,09927715666,-,-,-,,Welding Fixtures For FES Project-1,1,1
426,2016-01-09,1:01:54 PM,Sapl0005,1,3,M023,MILLENIUM INDUSTRIES ,MI,1,21,405,-,-,-,MI,1,21,405,-,-,-,MI,1,21,405,-,-,-,-,-,-,-,millennium4059@gmail.com,-,-,-,-,-,-,-,,J HOOK SPM-1,1,1
427,2016-01-18,10:03:51 AM,Sapl0005,1,3,N002,NEEL METAL PRODUCTS LIMITED ,"601,Hemkunt Chambers,89, Nehru Place,",1,34,641,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,641,-,-,-,"Plot No. 22,Secot - 12,ITBT Park,Sidcul, Pant Nagar,Udham Singh Nagar,",1,34,641,-,-,-,Santosh Sisodia,-,-,05001872319 dtd. 07-03-2005,hgv@dsfgb.gb,-,-,HR5044763 dtd. 07.03.2005,09927715666,-,-,-,,Welding fixtures for FES-8,1,1
428,2016-01-18,4:58:46 PM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,COMMON LIFTING TACKLE FOR NH/NT/NTBC/V28/K/KV CAMSHAFT-1,1,1
429,2016-01-22,2:24:07 PM,Sapl0005,1,3,A031,"AUTOMOTIVE STAMPINGS AND ASSEMBLIES LTD., PANTNAGAR ","Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,"Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,"Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,Shadul.Shaikh,-,UTTARANCHAL,05006850747,Shadul.Shaikh@autostampings.com,AAACJ2116MXM005,-,RU 5045836,-,RUDRAPUR,AAACJ2116M,-,,Weldeck structure of MCV-1,1,1
430,2016-01-22,2:32:59 PM,Sapl0005,1,3,A031,"AUTOMOTIVE STAMPINGS AND ASSEMBLIES LTD., PANTNAGAR ","Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,"Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,"Plot No 71, Sector 11, Integrated Ind Es Dist. US Nagar,Pantnagar-263153",1,34,679,263153,-,-,Shadul.Shaikh,-,UTTARANCHAL,05006850747,Shadul.Shaikh@autostampings.com,AAACJ2116MXM005,-,RU 5045836,-,RUDRAPUR,AAACJ2116M,-,,LABOUR CHARGES - WELDDECK STRUCTURE OF O3-1,1,1
431,2016-01-22,3:19:17 PM,Sapl0005,1,3,A030,"AUTOMOTIVE STAMPINGS AND ASSEMBLIES LTD., ","Gat No.427, Medankarwadi, Chakan, Tal. Khed Pune-410501",1,21,405,410501,02113-281800,02113-281800,"Gat No.427, Medankarwadi, Chakan, Tal. Khed Pune-410501",1,21,405,410501,02113-281800,02113-281800,"Gat No.427, Medankarwadi, Chakan, Tal. Khed Pune-410501",1,21,405,410501,02113-281800,02113-281800,Shadul Shaikh,-,PUNR-IV,27980410010V,Shadul.Shaikh@autostampings.com,AAACJ2116MXM003,-,27980410010C,7507263821,KURALI,AAACJ2116M,-,,labour charges for welddeck structure o2-1,1,1
432,2016-01-22,3:23:55 PM,Sapl0005,1,3,A007,AUTOMOTIVE STAMPING AND ASSEMBLIES LIMITED ,"G-71/2,MIDC,BHOSARI",1,21,405,411 026,+91-20-6631 4300,+91-20-6631 4343,"G-71/2,MIDC,BHOSARI",1,21,405,411 026,+91-20-6631 4300,+91-20-6631 4343,"G-71/2,MIDC,BHOSARI",1,21,405,411 026,+91-20-6631 4300,+91-20-6631 4343,Mr. T.S.Rao,-,PUNE-II,27980410010V,ts.rao@autostampings.com,AAACJ2116MXM004,-,27980410010C,-,BHOSARI-III,AAACJ2116M,-,,labour charges welddeck for o2 project-1,1,1
433,2016-01-23,10:22:15 AM,Sapl0005,1,3,A030,"AUTOMOTIVE STAMPINGS AND ASSEMBLIES LTD., ","Gat No.427, Medankarwadi, Chakan, Tal. Khed Pune-410501",1,21,405,410501,02113-281800,02113-281800,"Gat No.427, Medankarwadi, Chakan, Tal. Khed Pune-410501",1,21,405,410501,02113-281800,02113-281800,"Gat No.427, Medankarwadi, Chakan, Tal. Khed Pune-410501",1,21,405,410501,02113-281800,02113-281800,Shadul Shaikh,-,PUNR-IV,27980410010V,Shadul.Shaikh@autostampings.com,AAACJ2116MXM003,-,27980410010C,7507263821,KURALI,AAACJ2116M,-,,"long rail - 6mtr x 8lines= 48mtr,
cross rail- 4mtr x 12nos. = 48mtr,
trolley set- 12nos",1,1
434,2016-01-28,12:28:18 PM,Sapl0005,1,3,J003,JBM MA AUTOMOTIVE PRIVATE LIMITED ,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"A.K.GUPTA, BALAJI RAO",-,-,27750643955/V/ Dt 16/02/08,akgupta@jbmmagnetto.com,AALCS4205RXM001,-,27750643955/C/ Dt 16/02/08,9552529919,-,-,-,,"LONG RAIL C-63 (8M X 6)- 48mtr,
CORSS RAIL C-63 (2M X 2)-4mtrs,
CROSS RAIL C63 (4.8X 5)-24mtrs,
TROLLEY SET C63-7",1,1
435,2016-02-06,9:33:53 AM,Sapl0005,1,3,J003,JBM MA AUTOMOTIVE PRIVATE LIMITED ,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"A.K.GUPTA, BALAJI RAO",-,-,27750643955/V/ Dt 16/02/08,akgupta@jbmmagnetto.com,AALCS4205RXM001,-,27750643955/C/ Dt 16/02/08,9552529919,-,-,-,,trolley set-5,1,1
436,2016-02-10,9:40:13 AM,Sapl0005,1,3,A032,AUTOCOMP CORPORATION PANSE PVT. LTD- (MOSHI-I) ,"Gat No. 219, Village Boradwadi Dehu-Alandi Road Moshi, Pune-412 114",1,21,405,412 114,02027130686,02027138021,"Gat No. 219, Village Boradwadi Dehu-Alandi Road Moshi, Pune-412 114",1,21,405,412 114,02027130686,02027138021,"Gat No. 219, Village Boradwadi Dehu-Alandi Road Moshi, Pune-412 114",1,21,405,412 114,02027130686,02027138021,Yogesh shirsat,-,-,27940527984V,papl1@pansegroup.com,AAFCA6224NEM005,PUNE III,27940527984C,-,PIMPRI-RANGE II,-,-,,TROLLEY SET C63-12 NOS.,1,1
437,2016-02-11,2:04:14 PM,Sapl0005,1,3,A029,AUTOLINE INDUSTRIES LTD. UNIT III ,"Gat No. 613/2, Chakan,  Talegaon Road, Mahalunge, Tal. Khed",1,21,405,410501,-,-,"Gat No. 613/2, Chakan,  Talegaon Road, Mahalunge, Tal. Khed",1,21,405,410501,-,-,"Gat No. 613/2, Chakan,  Talegaon Road, Mahalunge, Tal. Khed",1,21,405,410501,-,-,Sujeet Chaskar,-,-,"27710410013V w, e. f. 01 10412006",sujeet.chaskar@autolineind.com,AABCA 4534 DXM 006,PUNE V,"27710410013C w, e. f. 01 10412006",-,Chakan Tal. Khed,-,-,,Set Of Welding Fixture-1,1,1
438,2016-02-15,11:32:26 AM,Sapl0005,1,3,C004,CUMMINS INDIA LIMITED ,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,KOTHRUD,1,21,405,411038,25385435 EXT - 3135,-,MOHINI PAWAR,-,-,27410344315/V DT 01/04/06,adesh.a.sheth@cummins.com,AAACC7258BST001,-,27410344315/C DT 01/04/06,9881949602,-,-,-,,TR25685 @ A66025 -2nos. & TR25687 @ A66027-1 no.,1,1
439,2016-02-24,4:34:54 PM,Sapl0005,1,3,A033,AUTOCOMP CORPORATION PANSE PVT.LTD - CHENNAI ,"Flat No.6, Runanubandh Apartments,Manas Lane Off. Bhandarkar Road,Pune 411004",1,21,405,411004,-,-,"C/O TVS LOGISTICS SERVICES LTDNo.136,B BlOCK,VAIPUR, NEAR ERAIYUR VILL. VILLAGE,MATHUR P.O., STATE - TAMILNADU-602105",1,31,537,602105,-,-,"C/O TVS LOGISTICS SERVICES LTDNo.136,B BlOCK,VAIPUR, NEAR ERAIYUR VILL. VILLAGE,MATHUR P.O., STATE - TAMILNADU-602105",1,31,537,602105,-,-,Mr. Yogesh Shirsat,-,-,33446271239,papl1.purchase@pansegroup.com,AAFCA6224NEM008,OONAMALLEED,1135473 DTD 11.12.2014,-,POONAMALLEE,PNEA07949E,-,,TELESCOPIC TROLLY SET C63-8nos,1,1
440,2016-02-25,9:12:30 AM,Sapl0005,1,3,J003,JBM MA AUTOMOTIVE PRIVATE LIMITED ,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,405,-,02135-259538,-,"A.K.GUPTA, BALAJI RAO",-,-,27750643955/V/ Dt 16/02/08,akgupta@jbmmagnetto.com,AALCS4205RXM001,-,27750643955/C/ Dt 16/02/08,9552529919,-,-,-,,"Cross Rail C63-4.8mtrs, TROLLEY SET C63-2",1,1
441,2016-02-27,2:16:36 PM,Sapl0005,1,3,T013,"TATA MOTORS LTD.,DHARWAD ","PIMPRI,",1,21,405,411 018,020-66132227,-,"DHARWAD AUTO MATERIAL PLANT,BELUR INDUSTRIAL AREA",1,17,304,580011,-,-,"DHARWAD AUTO MATERIAL PLANT,BELUR INDUSTRIAL AREA",1,17,304,580011,-,-,MR.ABHIJIT SELUKAR,-,-,29220046257,saa98069@tatamotors.com,AAACT2727QXM002,-,40169716,-,-,-,-,,B50S230 SCISSOR LIFT HYD.CYL-1no,1,1
