Id,ProformaInvNo,InvDate,PONo,Amount,Particular,WithinGroup,WONo,BG,PVEVNO,BillAgainst,MId
1408,,,,3786.24,,,,,1916,A-152,971
1409,,,,7875.0,,,,,2039,A-160,971
1410,,,,7835.76,,,,,2066,A164,971
1411,-,2014-04-12,"2058,2081,",10771.0,,,,,,,972
1412,-,2014-04-15,"1844,",37790.0,-,,,,,,973
1413,-,2014-04-15,"1512,",200000.0,,,,,,,974
1414,,,,5040.0,,,,,1532,4554,975
1415,,,,5040.0,,,,,1666,4592,975
1416,,,,5040.0,,,,,1840,4620,975
1417,,,,4880.0,,,,,2074,4658,975
1418,,,,100000.0,,,,,879,DSI-390/13-14,976
1419,,,,2385.0,,,,,39,128,977
1420,,,,11025.0,,,,,40,163,977
1421,,,,6077.7,,,,,77,499,977
1422,,,,9910.8,,,,,152,339,977
1423,,,,56250.0,,,,,372,M648,977
1424,,,,1215.0,,,,,420,C725,977
1425,,,,2362.5,,,,,448,C741,977
1426,,,,1012.5,,,,,453,C743,977
1427,,,,15738.74,,,,,454,C742,977
1428,,,,1659.38,,,,,455,C751,977
1429,,,,32400.0,,,,,586,C915,977
1430,,,,15201.0,,,,,673,C983,977
1431,,,,47479.745,,,,,674,C982,977
1432,,,,4725.0,,,,,700,C 1047,977
1433,,,,89100.0,,,,,720,M 873,977
1434,,,,14062.5,,,,,721,M 862,977
1435,,,,57419.235,,,,,745,C1006,977
1436,,,,14062.5,,,,,749,M 882,977
1437,,,,25908.75,,,,,783,C909,977
1438,,,,12734.65,,,,,868,C1097,977
1439,,,,4655.75,,,,,888,033,978
1440,,,,1868.35,,,,,889,059.,978
1441,,,,1001.0,,,,,1597,141,978
1442,,,,1232.0,,,,,1849,144,978
1443,,,,1237.5,,,,,1880,159,978
1444,,,,343.4,,,,,1881,160,978
1445,,,,11250.0,,,,,816,454,979
1446,,,,1680.0,,,,,817,450,979
1447,,,,3150.0,,,,,819,449.,979
1448,,,,270.0,,,,,820,448,979
1449,,,,4626.0,,,,,821,447,979
1450,,,,2240.0,,,,,822,446,979
1451,,,,5938.0,,,,,824,445,979
1452,,,,3490.0,,,,,825,452.,979
1453,,,,1280.0,,,,,835,444,979
1454,,,,670.0,,,,,836,451,979
1455,,,,116.25,,,,,967,458,979
1456,,,,2460.0,,,,,1073,477,979
1457,,,,2829.75,,,,,1074,478,979
1458,-,,"2125,",703018.0,-,,,,,,980
1459,,,,731.25,,,,,1830,110,981
1460,,,,1743.75,,,,,1831,109,981
1461,,,,731.25,,,,,1832,115,981
1462,,,,618.75,,,,,1833,117,981
1463,,,,1900.0,,,,,1972,123,981
1464,,,,731.25,,,,,1973,124,981
1465,,,,731.25,,,,,1974,120,981
1466,,,,23996.25,,,,,2040,126,981
1467,,,,10840.0,,,,,2092,105,981
1468,,,,3071.25,,,,,2093,125,981
1469,,,,2420.0,,,,,2145,130,981
1470,,,,4120.0,,,,,2146,136,981
1471,,,,4440.0,,,,,2148,118,981
1472,,,,1200.0,,,,,2149,108,981
1473,,,,5.0,,,,,2150,108,981
1474,,,,4360.98,,,,,35,117,982
1475,,,,1769.67,,,,,2881,98,982
1476,,,,11882.35,,,,,2888,87,982
1477,,,,14160.0,,,,,449,SE/CM/104,983
1478,,,,39900.0,,,,,808,0432,983
1479,,,,45940.0,,,,,1689,0432,983
1480,,,,6010.2,,,,,2953,34639,984
1481,,,,41901.0,,,,,1433,26893,985
1482,,,,31198.0,,,,,2789,26/14-15,986
1483,-,,,247500.0,-,,,,,,987
1484,,,,7668.57,,,,,22,059,988
1485,,,,4665.43,,,,,151,027,988
1486,-,,"1981,",147301.0,-,,,,,,989
1487,-,,"0338,0356,",11000.0,-,,,,,,990
1488,,,,40277.32,,,,,464,1210,991
1489,,,,19722.24,,,,,469,1211,991
1490,,,,39839.62,,,,,669,1212,991
1491,,,,20515.15,,,,,716,1396,991
1492,,,,13914.54,,,,,717,1397,991
1493,,,,3252.52,,,,,718,1398,991
1494,,,,1114.9,,,,,719,1399,991
1495,,,,11363.71,,,,,1025,1552,991
1496,-,,,86272.0,-,,,,,,992
1497,-,,,43560.0,-,,,,,,993
1498,,,,1935.25,,,,,1074,478,994
1499,,,,10430.0,,,,,1075,479,994
1500,,,,2200.0,,,,,1076,480,994
1501,,,,17888.0,,,,,1078,471,994
1502,,,,5695.0,,,,,1079,472,994
1503,,,,6590.0,,,,,1080,473,994
1504,,,,1665.25,,,,,1081,474,994
1505,,,,5444.0,,,,,1082,475,994
1506,,,,4625.0,,,,,1083,476,994
1507,,,,1200.0,,,,,1098,463,994
1508,,,,7120.0,,,,,1187,481,994
1509,-,,"1905,",195650.0,-,,,,,,995
1510,-,,,50000.0,-,,,,,,996
1511,-,2014-04-16,,19570.0,-,,,,,,997
1512,,,,6554.85,,,,,1193,004160,998
1513,,,,135373.15,,,,,2341,006267,998
1514,-,,,3409.0,-,,,,,,999
1515,,,,2484.18,,,,,233,BOH/00047/2013,1000
1516,,,,7515.82,,,,,437,BOH/00091/2013,1000
1517,,,,2300.0,,,,,371,264,1001
1518,,,,76.0,,,,,422,296,1001
1519,,,,36.0,,,,,423,297,1001
1520,,,,15010.0,,,,,461,116,1001
1521,,,,2578.0,,,,,548,300,1001
1522,,,,1651.66,,,,,2870,0176,1002
1523,,,,32855.19,,,,,2883,00138,1002
1524,,,,9414.65,,,,,2954,00220,1002
1525,,,,15748.5,,,,,3078,00217,1002
1526,,,,57.85,,,,,96,115,1003
1527,,,,3630.63,,,,,164,35,1003
1528,,,,2728.13,,,,,190,168,1003
1529,,,,1501.88,,,,,248,153,1003
1530,,,,3771.88,,,,,318,188,1003
1531,,,,4000.13,,,,,511,203,1003
1532,,,,1732.5,,,,,512,228,1003
1533,,,,1320.0,,,,,978,286,1003
1534,,,,6740.0,,,,,125,78,1004
1535,,,,4081.0,,,,,1631,163,1004
1536,,,,17569.0,,,,,2298,4669,1005
1537,,,,4774.0,,,,,2299,4650,1005
1538,,,,1932.0,,,,,2970,900,1005
1539,,,,4143.94,,,,,2971,891,1005
1541,,,,50000.0,PETROL & DIESEL,-,,8,,,1007
1542,,,,4492.0,,,,,1710,1302019499,1008
1543,-,2014-04-22,"1638,",49534.0,-,,,,,,1009
1544,,,,5625.0,,,,,2610,BNR,1010
1545,,,,2396.25,,,,,2855,82/14-15,1010
1546,,,,7784.75,,,,,3010,206/14-15,1010
1547,,,,71130.0,ELECTRICITY CHARGES,-,,8,,,1011
1548,,,,1685.0,,,,,1492,28,1012
1549,,,,11030.0,,,,,1493,30,1012
1550,,,,2285.0,,,,,1494,07,1012
1551,,,,16210.0,,,,,1010,204,1013
1552,-,,"1532,",1200.0,-,,,,,,1014
1553,,,,25075.0,-,,,,,,1015
1555,,,,6805.5,,,,,1068,511,1017
1556,,,,13736.25,,,,,1069,509,1017
1557,,,,575.0,,,,,1128,525,1017
1558,,,,24187.5,,,,,1129,526,1017
1559,,,,2880.0,,,,,1195,554,1017
1560,,,,3000.0,,,,,1196,553,1017
1561,,,,10820.0,,,,,1197,552,1017
1562,,,,12995.75,,,,,1315,557,1017
1563,-,2014-04-23,"0455,",200000.0,-,,,,,,1018
1564,,,,500.0,,,,,172,387,1019
1565,,,,6500.0,,,,,2625,BNR,1019
1566,,,,43000.0,,,,,2626,BNR,1019
1567,,,,900000.0,FUNDS,,,,,,1020
1568,,,,8339.0,,,,,1906,157,1021
1569,284324218660,2014-04-25,,15000.0,-,,,,,,1022
1571,-,,,20445.0,-,,,,,,1024
1573,-,,,43560.0,-,,,,,,1026
1574,-,,,64792.5,-,,,,,,1027
1575,-,,,81760.0,-,,,,,,1028
1576,,,,4487.09,,,,,2888,87,1029
1577,,,,821.91,,,,,3029,130,1029
1578,,,,14776.0,,,,,1735,13,1030
1579,,,,8970.0,,,,,1837,14,1030
1580,,,,12850.0,,,,,1838,13,1030
1581,,,,8640.0,,,,,1839,15,1030
1582,,,,4764.0,,,,,1938,16,1030
1583,,,,14421.0,-,,,,,,1031
1584,-,,,50000.0,-,,,,,,1032
1585,-,,,30000.0,-,,,,,,1033
1586,,,,7130.77,,,,,418,P1199,1034
1587,,,,17826.91,,,,,775,P1678,1034
1588,,,,63147.09,,,,,867,P1676,1034
1589,,,,26180.9,,,,,951,N5796,1034
1590,,,,4900.07,,,,,964,22785,1034
1591,,,,362702.99,,,,,965,22557,1034
1592,,,,4720.4,,,,,1222,24475,1034
1593,,,,48406.08,,,,,1223,24316,1034
1594,,,,24609.64,,,,,1230,24484,1034
1595,,,,6729.9,,,,,1251,24901,1034
1596,,,,20653.115,,,,,1285,25077,1034
1597,,,,377361.54,,,,,1309,25689,1034
1598,,,,39716.27,,,,,1311,25690,1034
1599,,,,79569.325,,,,,1355,24900,1034
1600,,,,10473.74,,,,,331,0761,1035
1601,,,,1539.0,,,,,332,SS0527,1035
1602,,,,965.26,,,,,1130,SS0860,1035
1603,,,,9619.41,,,,,1290,2422,1036
1604,,,,18771.15,,,,,1318,2560,1036
1605,,,,3412.94,,,,,1335,2589,1036
1606,,,,28966.06,,,,,1369,2285,1036
1607,,,,5310.0,,,,,1825,699/2013,1037
1608,,,,5000.0,-,,,,,,1038
1609,,,,220112.655,,,,,1355,24900,1039
1610,,,,87420.26,,,,,1374,25265,1039
1611,,,,19114.16,,,,,1375,25364,1039
1612,,,,1818.67,,,,,1420,P2206,1039
1613,,,,11336.99,,,,,1435,27634,1039
1614,,,,141634.67,,,,,1436,27628,1039
1615,,,,237318.67,,,,,1437,27627,1039
1616,,,,281243.925,,,,,1438,27626,1039
1617,,,,402093.005,,,,,1438,27626,1040
1618,,,,597906.995,,,,,1439,27625,1040
1619,,,,1660.05,,,,,2864,229,1041
1620,,,,362.0,,,,,548,300,1042
1621,,,,3160.0,,,,,549,291,1042
1622,,,,3270.0,,,,,550,299,1042
1623,,,,4001.0,,,,,599,292,1042
1624,,,,3600.0,,,,,629,260,1042
1625,,,,607.0,,,,,678,313,1042
1628,,,,10934.75,,,,,1814,621,1045
1629,,,,32062.5,,,,,1971,622,1045
1630,,,,6848.75,,,,,1999,"629,630",1045
1631,,,,6300.0,,,,,2302,1062,1046
1632,,,,3300.0,,,,,2230,944,1047
1633,,,,3856.0,,,,,1938,16,1048
1634,,,,13212.0,,,,,1939,17,1048
1635,,,,12932.0,,,,,2117,18,1048
1636,-,,,83360.0,-,,,,,,1049
1637,,,,9944.0,,,,,2117,18,1050
1638,,,,23919.0,,,,,2280,19,1050
1639,,,,6137.0,,,,,2629,BNR,1050
1640,,,,5385.4,,,,,2924,097,1051
1641,,,,100000.0,,,,,1689,0432,1052
1642,,,,68726.0,,,,,2994,34807,1053
1643,-,,"1028,",14867.0,-,,,,,,1054
1644,-,,,34666.0,-,,,,,,1055
1645,-,,"0321,",9983.0,-,,,,,,1056
1646,-,,"1821,",28530.0,-,,,,,,1057
1647,-,,,5230.0,-,,,,,,1058
1648,-,,"0422,",20065.0,-,,,,,,1059
1649,-,,"0050,",67003.0,-,,,,,,1060
1650,-,,"0325,",1921.0,-,,,,,,1061
1651,,,,655.55,,,,,868,C1097,1062
1652,,,,8544.03,,,,,870,C 1109,1062
1653,,,,28125.0,,,,,895,M 886,1062
1654,,,,70312.5,,,,,897,M 804,1062
1655,,,,105482.92,,,,,901,M 805,1062
1656,,,,62623.0,,,,,1689,0432,1063
1657,-,,,72190.0,-,,,,,,1064
1658,-,,,13871.0,-,,,,,,1065
1659,,,,7851.0,,,,,2629,BNR,1066
1660,,,,15517.0,,,,,2810,0002,1066
1661,-,,"0422,",4505.0,-,,,,,,1067
1662,,,,528.94,,,,,3102,E-1821,1068
1663,,,,10006.33,,,,,3103,E-1823,1068
1664,-,,,10535.0,-,,,,,,1069
1665,,,,14350.0,-,,,,,,1070
1666,-,,,67165.0,-,,,,,,1071
1667,-,,"0152,0153,0204,0275,",274826.0,-,,,,,,1072
1668,-,,"0471,",24300.0,-,,,,,,1073
1669,-,,"0274,",34509.0,-,,,,,,1074
1670,-,,"0409,",12282.0,-,,,,,,1075
1671,-,,"0247,",6460.0,-,,,,,,1076
1672,-,,"0350,",11653.0,-,,,,,,1077
1673,-,,"0405,",12666.0,-,,,,,,1078
1675,-,,,1700.0,-,,,,,,1080
1676,-,,"1907,1908,",10944.0,-,,,,,,1081
1677,,,,10800.0,-,-,,4,,,1082
1678,-,,"0485,",6559.0,-,,,,,,1083
1679,-,,,50000.0,-,,,,,,1084
1680,-,,"0750,",21578.0,-,,,,,,1085
1681,-,,,1544400.0,-,,,,,,1086
1682,,,,11241.89,,,,,2274,AT/0000236,1087
1683,,,,992.0,,,,,2276,RL/0000326,1087
1684,,,,1033.7,,,,,2277,AI/0000246,1087
1685,,,,4043.0,,,,,2278,RL/0000297,1087
1686,,,,10480.41,,,,,2279,AT/0000234,1087
1687,,,,9629.0,SALARY FOR THE MONTH OF THE MARCH-2014,,,,,,1088
1688,,,,2020.0,,,,,2284,786,1089
1689,797,2014-04-28,,60000.0,-,,,,,,1090
1690,,,,3429.1,,,,,992,DSI-277/13-14,1091
1691,,,,96570.9,,,,,997,DSI-219/220/13-14,1091
1692,,,,39900.0,,,,,1691,SE/C/210,1092
1693,,,,8662.5,,,,,1692,SE/C/211,1092
1694,,,,44455.0,,,,,2598,BNR,1092
1695,,,,6982.5,,,,,2661,SE/C/07,1092
1696,-,2014-04-29,"0098,",200000.0,-,,,,,,1093
1697,,,,6691.0,,,,,2810,0002,1094
1698,,,,23309.0,,,,,2811,0001,1094
1699,,,,2000.0,,,,,310,086,1095
1700,,,,8000.0,,,,,1574,103,1095
1701,,,,45000.0,,,,,1728,113,1095
1702,PI-SYNE3107,2014-07-31,"0494,",6825.0,JIGO MAKE INDICATING LAMP 220V AC RED,,,,,,1096
1703,011126/5068/COURIER,2014-08-04,"1926,",26600.0,-,,,,,,1097
1704,-,2014-08-04,"0534,",4108.0,-,,,,,,1098
1705,,,,1700.0,,,,,3155,12024073,1099
1706,-,2014-08-06,,11520.0,spring balancer,,,,,,1100
1707,-,2014-08-06,,3611.0,toggle switch,,,,,,1101
1708,-,2014-08-06,,6000.0,not more than six thousand,,,,,,1102
1709,,,,11571.25,HDFC CREDIT CARD NO.5520881001634206,-,,10,,,1103
1710,292,2014-08-08,,8269.0,-,,,,,,1104
1713,,,,10000.0,june / july 2014-conveyance,-,,5,,,1107
1714,,,,12000.0,Loyalty  F.Y.2013-2014,-,,13,,,1108
1715,-,2014-08-09,,2520.0,-,,,,,,1109
1716,,,,17698.0,SALARY FOR MONTH OF JULY-2014,,,,,,1110
1717,,,,15287.0,SALARY FOR MONTH OF JULY-2014,,,,,,1111
1718,VR23/14/3418,2014-08-11,,10575.0,-,,,,,,1112
1719,,,,15685.0,SALARY FOR THE MONTH OF JULY-2014 WITH DIFFRANCE,,,,,,1113
1720,,,,10000.0,CANTEEN EXP.(MILK),,,,,,1114
1721,-,,"0580,",35820.0,-,,,,,,1115
1722,,,,7375.0,,,,,805,323,1116
1723,,,,2054.0,,,,,806,322,1116
1724,,,,1980.0,,,,,1105,337,1116
1725,,,,1010.0,,,,,1106,338,1116
1726,,,,3069.0,,,,,1114,335,1116
1727,,,,6316.0,,,,,1115,336,1116
1728,,,,2210.0,,,,,1542,6/70,1117
1729,,,,11970.0,,,,,1543,07/03,1117
1730,,,,2930.0,,,,,1544,6/63,1117
1731,,,,3404.0,,,,,1584,6/73,1117
1732,,,,1140.0,,,,,2050,1,1118
1733,,,,5632.0,,,,,2071,2,1118
1734,,,,4570.0,,,,,846,038,1119
1735,,,,4095.0,,,,,862,039,1119
1736,,,,9100.0,,,,,1216,41,1119
1737,,,,20000.0,,,,,959,252,1120
1738,,,,8211.24,,,,,2066,A164,1121
1739,,,,3183.75,,,,,2068,A161,1121
1740,,,,1035.0,,,,,2116,A-170,1121
1741,,,,7835.76,,,,,2168,A-168,1121
1742,,,,693.0,,,,,2989,029,1122
1743,,,,4499.0,,,,,3027,011,1122
1744,,,,8160.35,,,,,3171,051,1122
1745,TI/2013-23/31,2014-08-14,,23510.0,-,,,,,,1123
1746,,,,25000.0,,,,,2339,6112,1124
1747,,,,500.0,,,,,1565,6169,1125
1748,,,,7850.0,,,,,1658,6226,1125
1749,,,,7050.0,,,,,1695,6232,1125
1750,,,,4550.0,,,,,1741,6231,1125
1751,-,2014-08-16,"0522,",50000.0,DIESEL EXP,,,,,,1126
1752,,,,5500.0,,,,,3089,1045,1127
1753,,,,5500.0,,,,,3090,1043,1127
1754,,,,5000.0,,,,,3091,1046,1127
1755,,,,6100.0,,,,,3092,1044,1127
1756,-,2014-08-14,,15000.0,advance,,,,,,1128
1757,-,2014-08-21,"0567,",21789.0,-,,,,,,1129
1758,-,2014-09-01,"0610,",5990.0,-,,,,,,1130
1759,,,,2167.0,,,,,3180,492,1131
1761,,,,458070.0,your self for salary for the month of july-2014,sapl worker,,1,,,1133
1762,,,,1361787.0,salary for the month of july-2014,sapl staff/worker/managers,,1,,,1134
1763,-,2014-08-20,"0638,",28268.0,-,,,,,,1135
1764,,,,7860.0,SALARY FOR THE MONTH OF JULY-2014 WITH DIFFRANCE,,,,,,1136
1765,,,,2575.0,SALARY FOR THE MONTH OF JULY-2014 WITH DIFFRANCE,,,,,,1137
1766,,,,3275.0,SALARY FOR THE MONTH OF JULY-2014 WITH DIFFRANCE,,,,,,1138
1767,,,,28887.0,SALARY FOR THE MONTH OF JULY-2014 WITH DIFFRANCE,,,,,,1139
1768,,,,1742.0,SALARY FOR THE MONTH OF JULY-2014,,,,,,1140
1769,,,,1200.0,Loyalty  F.Y.2013-2014,BG-2,,3,,,1141
1770,-,2014-08-21,,707603.0,CHANNEL C63,,,,,,1142
1771,13JC01008,2014-08-21,"0615,",22207.0,-,,,,,,1143
1772,179239053230,2014-08-22,,84680.0,-,,,,,,1144
1773,"25/01,26/01",2014-08-22,,100000.0,-,,,,,,1145
1774,319,2014-08-22,,4200.0,-,,,,,,1146
1775,-,2014-08-22,,5412.0,-,,,,,,1147
1776,-,2014-08-25,,200790.0,-,,,,,,1148
1777,-,2014-08-25,,264043.5,-,,,,,,1149
1778,-,2014-08-25,,264043.5,-,,,,,,1150
1779,-,2014-08-25,"0675,",5665.0,-,,,,,,1151
1780,-,2014-08-26,"0644,",18450.0,-,,,,,,1152
1781,,,,15460.0,,,,,3062,054,1153
1782,-,2014-09-10,"0484,0520,0622,",29768.0,-,,,,,,1154
1783,0178837111/0183538571,2014-08-27,,45427.0,-,,,,,,1155
1784,,,,8229.0,,,,,1942,823,1156
1785,,,,911.0,,,,,1964,812,1156
1786,,,,10860.0,,,,,2737,874,1156
1787,,,,11898.0,,,,,2570,BNR,1157
1788,,,,16000.0,SALARY FOR MONTH OF JULY-2014,,,,,,1158
1789,,,,10000.0,SALARY FOR MONTH OF JULY-2014,,,,,,1159
1791,-,2014-08-30,"0676,",5642.0,FLAT COPPER 12X75,,,,,,1161
1792,-,2014-09-30,,16499.0,COPPER,,,,,,1162
1793,-,2014-11-10,"0691,",34248.0,-,,,,,,1163
1795,-,2014-10-15,"0659,",1462.0,-,,,,,,1165
1796,-,2014-09-03,"0682,",1406.0,-,,,,,,1166
1797,-,2014-10-01,,1261594.0,-,,,,,,1167
1798,-,2014-10-04,"0687,",5309.0,-,,,,,,1168
1799,-,2014-10-21,,318165.0,-,,,,,,1169
1800,-,2014-09-03,"0592,",8217.0,-,,,,,,1170
1801,088,2014-09-09,"0697,",2381.0,-,,,,,,1171
1802,41/73,2014-09-11,,5180.0,-,,,,,,1172
1803,,,,17580.0,SALARY FOR MONTH OF JULY-2014 DONE,,,,,,1173
1804,,,,20504.0,SALARY FOR MONTH OF JULY-2014 DONE,,,,,,1174
1805,PO.NO.0720,2014-09-26,,2027.0,-,,,,,,1175
1806,,,,20000.0,OFFICE EXP.(EMERGENCY CASH WITHDRAWN)),A/C DEPT.,,9,,,1176
1808,-,2014-12-10,"0695,0696,",169935.0,-,,,,,,1178
1809,-,2014-09-29,"0690,",5625.0,-,,,,,,1179
1810,2014/07/30001,2014-09-15,,75000.0,DIESEL EXP,,,,,,1180
1811,,,,50000.0,,,,,2618,298/299,1181
1813,po.no.0737,2014-11-20,,12201.0,-,,,,,,1183
1814,-,2014-09-17,"0755,",32150.0,-,,,,,,1184
1815,P-I / RDM/025,2014-09-17,"0620,",21375.0,-,,,,,,1185
1816,,,,26284.8,,,,,1774,3001,1186
1817,,,,38288.0,,,,,1852,3078,1186
1818,,,,28314.72,,,,,1870,3100,1186
1819,-,2014-11-20,"0736,",45276.0,-,,,,,,1187
1820,PO.NO.0772,2014-10-29,,35367.0,-,,,,,,1188
1821,,,,8399.25,,,,,3313,344,1189
1822,-,2014-10-20,"0757,",15853.0,-,,,,,,1190
1823,,,,6000.0,LTA FOR THE MONTH OF APRIL TO SEPT-2014,BG-3,,4,,,1191
1824,,,,1200.0,LTA FOR THE YEAR OF 2013-2014,BG-1,,2,,,1192
1825,,,,1200.0,LTA FOR THE YEAR OF 2013-2014,BG-1,,2,,,1193
1826,,,,48500.0,P TAX FOR THE MONTH OF JULY & AUG-2014,,,,,,1194
1827,,,,223803.0,EPF FOR THE MONTH OF AUG-2014,SAPL,,1,,,1195
1828,,,,3000.0,Loyalty For The Month Of may/june/july-2014,BG-3,,4,,,1196
1829,,,,3000.0,Loyalty For The Month Of may/june/july-2014,BG-3,,4,,,1197
1830,,,,3000.0,Loyalty For The Month Of may/june/july-2014,BG-3,,4,,,1198
1831,-,2014-10-20,"0757,",10000.0,NOT MORE THAN TEN THOUSAND,,,,,,1199
1832,,,,17000.0,,,,,1472,684,1200
1833,,,,2560.0,,,,,1473,685,1200
1834,,,,26520.0,,,,,1474,686,1200
1835,,,,10546.88,,,,,1475,687,1200
1836,,,,22390.0,,,,,1476,689,1200
1837,,,,2140.0,,,,,1478,698,1200
1838,,,,1856.25,,,,,1479,699,1200
1839,,,,3110.0,,,,,1535,702,1200
1840,,,,8803.13,,,,,1556,709,1200
1841,,,,3735.0,,,,,1604,703,1200
1842,,,,1338.74,,,,,2616,BNR,1200
1843,,,,44100.0,,,,,1172,C-1475,1201
1844,,,,45900.0,,,,,1190,M1024,1201
1845,,,,53750.0,,,,,1220,M1041,1201
1846,,,,56250.0,,,,,1221,M 1043,1201
1847,,,,15271.0,SALARY FOR MONTH OF AUG-2014,,,,,,1202
1848,,,,6890.64,,,,,1808,2203/2013-14,1203
1849,,,,12819.0,,,,,1812,2197/2013-14,1203
1850,,,,22259.0,,,,,1813,2204/13-14,1203
1851,,,,6081.0,,,,,1823,2201,1203
1852,,,,6228.49,,,,,1860,2249/13-14,1203
1853,,,,12096.0,,,,,2012,2388,1203
1854,,,,1804.0,,,,,2403,0285,1203
1855,,,,14839.0,,,,,2654,0029,1203
1856,,,,13636.0,,,,,2721,0031,1203
1857,,,,9308.52,,,,,2773,0030,1203
1858,,,,149.0,,,,,2774,0028,1203
1859,,,,16708.61,,,,,1580,1913,1204
1860,,,,76206.0,,,,,1729,1831,1204
1861,,,,100000.0,,,,,2350,SE/CM/244,1205
1863,MT-24,2014-09-20,"0516,",104040.0,-,,,,,,1207
1864,5/15/22A/41/47/59/13/40 DT.2012-2013,2014-09-22,,64239.63,-,,,,,,1208
1865,-,2014-09-27,"0582,",51430.0,advertisement,,,,,,1209
1866,0002/533,2014-09-24,,30000.0,-,,,,,,1210
1868,-,2014-09-23,,10000.0,UNIFORM WORKER,,,,,,1212
1869,0079,2014-11-26,"0734,",15296.0,-,,,,,,1213
1870,-,2014-10-08,,7000.0,not more than seven thousand,,,,,,1214
1871,AT/SAPL/84/09-14,2014-09-23,"0770,",15000.0,-,,,,,,1215
1872,621/622,2014-09-26,,42127.5,BILLWISE PYAMENT,,,,,,1216
1874,-,2014-11-30,"0692,",17124.0,-,,,,,,1218
1875,-,2014-10-27,"0810,",26184.0,-,,,,,,1219
1876,-,2014-11-20,"0772,",39828.0,-,,,,,,1220
1877,P-26 & PROVISION F.Y.11-12,2014-09-27,,16389.0,-,,,,,,1221
1878,-,,"0669,",12049.0,-,,,,,,1222
1879,,,,3000.0,,,,,70,23/13-14,1223
1880,,,,3000.0,,,,,1047,07,1223
1881,,,,3000.0,,,,,1048,39,1223
1882,,,,3000.0,,,,,1049,100,1223
1883,,,,3000.0,,,,,1706,221/13-14,1223
1884,,,,3000.0,,,,,2913,310/13-14,1223
1885,,,,1500.0,,,,,2914,326/13-14,1223
1886,,,,5445.0,,,,,1661,068,1224
1887,,,,8415.0,,,,,1662,067,1224
1888,,,,4950.0,,,,,2064,084,1224
1889,,,,2020.0,,,,,2357,092,1224
1890,,,,7900.0,,,,,1113,339,1225
1891,,,,1265.0,,,,,1268,353,1225
1892,,,,289.0,,,,,1269,351,1225
1893,,,,3970.0,,,,,1270,352,1225
1894,,,,3460.0,,,,,1272,349,1225
1895,,,,5954.0,,,,,1273,348,1225
1896,,,,1750.0,,,,,1356,350,1225
1897,,,,7524.0,,,,,1716,365,1225
1898,,,,2800.0,-,-,,13,,,1226
1899,,,,10000.0,-,-,,8,,,1227
1900,,,,8619.0,,,,,2944,533,1228
1901,,,,19264.0,,,,,2996,545,1228
1902,,,,10378.13,,,,,952,EX-445,1229
1903,,,,14621.87,,,,,1178,EX-499,1229
1904,,,,15000.0,-,-,,9,,,1230
1905,,,,3510.0,-,-,,15,,,1231
1907,,,,20000.0,-,-,,8,,,1233
1910,,,,2680.0,,,,,3017,008,1235
1911,,,,2060.0,,,,,3018,009,1235
1912,,,,10400.0,,,,,3190,010,1235
1913,,,,8991.25,,,,,1999,"629,630",1237
1914,,,,11632.75,,,,,2000,"628,627",1237
1915,,,,9335.0,,,,,2017,108,1238
1916,,,,6450.0,,,,,2698,131,1238
1917,,,,2190.0,,,,,2699,132,1238
1918,,,,356.0,,,,,2700,132,1238
1919,,,,4370.0,,,,,2701,134,1238
1920,,,,2299.0,,,,,2707,138,1238
1921,-,,,30000.0,-,,,,,,1239
1922,-,,"0027,",9765.0,-,,,,,,1240
1923,-,,"0300,",6363.0,-,,,,,,1241
1924,-,,"0324,",1436.0,-,,,,,,1242
1925,,,,1788.0,-,-,,13,,,1243
1926,,,,1069.0,-,-,,13,,,1244
1927,,,,75.0,,,,,1133,267,1246
1928,,,,42.0,,,,,1134,268,1246
1929,,,,6363.0,,,,,1135,281,1246
1930,,,,13833.0,,,,,1573,304,1246
1931,,,,4310.0,-,-,,4,,,1247
1932,,,,938.0,-,-,,17,,,1249
1933,,,,25000.0,,,,,1576,13/26,1250
1934,,,,4955.0,,,,,2113,032,1251
1935,,,,11531.0,,,,,2246,078,1251
1936,,,,12303.0,-,-,,13,,,1252
1937,,,,3700.0,-,-,,13,,,1253
1938,,,,2830.0,,,,,2972,SAI/14-15/IN006,1254
1939,,,,16100.0,,,,,2032,6308,1255
1940,,,,4850.0,,,,,2108,6339,1255
1941,,,,16100.0,,,,,2109,6340,1255
1942,,,,8050.0,,,,,2313,6471,1255
1943,,,,11050.0,,,,,2314,6473,1255
1944,,,,5740.0,,,,,1534,07/19,1256
1945,,,,810.0,,,,,1541,06/68,1256
1946,,,,16448.0,,,,,1585,6/72,1256
1947,,,,8220.0,,,,,1665,7/20,1256
1948,-,,,20530.0,-,,,,,,1257
1949,,,,2875.0,,,,,2150,108,1258
1950,,,,900.0,,,,,2151,108,1258
1951,,,,2100.0,,,,,2152,116,1258
1952,,,,3940.0,,,,,2170,129,1258
1953,,,,3613.0,,,,,2171,128,1258
1954,,,,258.75,,,,,2198,137,1258
1955,,,,350.0,,,,,2199,138,1258
1956,,,,5793.75,,,,,2200,133,1258
1957,,,,5169.5,,,,,2356,134,1258
1958,,,,7262.5,,,,,2356,134,1259
1959,,,,6050.0,,,,,2823,144,1259
1960,,,,1631.25,,,,,2833,145,1259
