SalesId,SysDate,SysTime,SessionId,CompId,FinYearId,EnqId,CustomerId,CustomerName,RegdAddress,RegdCountry,RegdState,RegdPinNo,RegdContactNo,RegdFaxNo,WorkAddress,WorkCountry,WorkState,WorkPinNo,WorkContactNo,WorkFaxNo,MaterialDelAddress,MaterialDelCountry,MaterialDelState,MaterialDelPinNo,MaterialDelContactNo,MaterialDelFaxNo,ContactPerson,JuridictionCode,Commissionurate,TinVatNo,Email,EccNo,Divn,TinCstNo,ContactNo,Range,PanNo,TDSCode,Remark,MaterialDelCity,RegdCity,WorkCity
95,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,G013,GANGA R. K. INDUSTRIES PVT. LTD.,"SHED NO. G-1204/05,G.I.D.C LODHIKA,KALAWAD ROAD, METODA",1,12,-,"2827-287413,287414",0281-2461652,"SHED NO. G-1204/05,G.I.D.C LODHIKA,KALAWAD ROAD, METODA",1,12,-,"2827-287413,287414",0281-2461652,"SHED NO. G-1204/05,G.I.D.C LODHIKA,KALAWAD ROAD, METODA",1,12,-,"2827-287413,287414",0281-2461652,Mr. Ramnik Kotecha,-,-,24091101515,mktg@asiadieselexports.com,AACCG8229NXM001,-,24591101515,09825075506,-,-,-,,160,160,160
96,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J001,JAY BHARAT MARUTI LIMITED,"Plot No.21/27,MIDC , Satpur",1,21,422007,-,-,"Plot No.21/27,MIDC , Satpur",1,21,422007,-,-,"Plot No.21/27,MIDC , Satpur",1,21,422007,-,-,-,-,-,-,nhbg@dfgh.com,-,-,-,-,-,-,-,,402,402,402
97,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J002,JBM AUTO LTD.,"TATA Motors, Vendors Park,Plot No -A-4",1,35,712407,-,-,-,1,35,-,-,-,"TATA Motors, Vendors Park,Plot No -A-4",1,35,712407,-,-,-,-,-,19739410082,mail@domain.com,-,-,19739410276,-,-,-,-,,661,661,661
98,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J003,JBM MA AUTOMOTIVE PRIVATE LIMITED,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,-,02135-259538,-,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,-,02135-259538,-,"C-1/2,MIDC, Chakan,Talegaon Rd",1,21,-,02135-259538,-,"A.K.GUPTA, BALAJI RAO",-,-,27750643955/V/ Dt 16/02/08,akgupta@jbmmagnetto.com,AALCS4205RXM001,-,27750643955/C/ Dt 16/02/08,9552529919,-,-,-,,405,405,405
99,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J004,JAI BHARAT MARUTI LTD (PLANT -1),"5, MARUTI JOINT VENTURE COMPLEX",1,13,122015,-,-,"5, MARUTI JOINT VENTURE COMPLEX",1,13,122015,-,-,"5, MARUTI JOINT VENTURE COMPLEX",1,13,122015,-,-,MR.RAJESH AJMERA,-,-,06181814435,mail@domain.com,AAACJ2021KXM001,"I,VANIJYA NIKUNJ, PHASE - V GURGAON",05565924363,-,"II,MUL COMPLEX GURGAON,",-,-,,171,171,171
100,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J005,JAI BHARAT MARUTI LTD (PLANT -III-N),"Plot No. 15 & 22,Maruti Supplier Park, Sector - 3A,IMT Manesar",1,13,-,-,-,"Plot No. 15 & 22,Maruti Supplier Park, Sector - 3A,IMT Manesar",1,13,-,-,-,"Plot No. 15 & 22,Maruti Supplier Park, Sector - 3A,IMT Manesar",1,13,-,-,-,-,-,-,06241918871,mail@domain.com,AAACJ2021 KXM 001,-,05565924363,-,-,-,-,,171,171,171
101,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J006,JAY BHARAT MARUTI LTD PLANT -1,"5, MARUTI JOINT VENTURE COMPLEX",1,13,122 015,2398446,2341321,"5, MARUTI JOINT VENTURE COMPLEX",1,13,122 015,2398446,2341321,"5, MARUTI JOINT VENTURE COMPLEX",1,13,122 015,2398446,2341321,MR. RAJESH AJMERA,-,DELHI-III,-,rajmera@jbm.co.in,AAACJ2021KXM001,"I, VANIJYA NIKUNJ, PHASE-V, GURGAON",06181814435,09873142039,"II, MSIL COMPLEX, GURGAON",AAHCS9857M,-,"PLEASE MENTION PO NO., ITEM CODE, YOUR VENDOR CODE, ON EACH INVOICE/CHALLAN AND SEND THREE COPIES OF INVOICE FOR EXCISE MODVAT",171,171,171
102,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J007,JAY BHARAT MARUTI LTD. (J-III),"PLOT NO. 15 & 22,MARUTI SUPPLIER PARK,SECTOR-3A, I M T MANESAR",1,13,-,-,-,"PLOT NO. 15 & 22,MARUTI SUPPLIER PARK,SECTOR-3A, I M T MANESAR",1,13,-,-,-,"PLOT NO. 15 & 22,MARUTI SUPPLIER PARK,SECTOR-3A, I M T MANESAR",1,13,-,-,-,MR. RAJESH AJMERA,-,DELHI-III,-,rajmera@jbm.co.in,AAACJ2021KXM004,III,06241918871,09873142039,XV,AAACJ2021K,-,,171,171,171
103,2015-01-28,2:32:44 PM,Sapl0005,1,1,0,J008,JBM AUTO LTD.,"703-B,Hemkunt Chambers,",1,10,110019,-,-,"Plot No. B-2,Survey No. 1, Tata Motors Vendor Park",1,12,382170,-,-,"Plot No. B-2,Survey No. 1, Tata Motors Vendor Park",1,12,382170,-,-,Ishwar Bhayani,-,AHMEDABAD - II,24074601481,ishwar.bhayani@jbm-group.com,AAACJ9630NEM008,"IV, RURAL",24574601481,9899230982,R-1 (SANAND),AAACJ9630N,-,,681,133,681
104,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J009,JBM OGIHARA AUTOMOTIVE INDIA LTD ,"Supplier Park - Building No - 6,Toyota Kirloskar Motors Pvt.Ltd.,Plot No.1, Bidadi Industrial Area,RamnagarDistt, Bidadi",1,17,562109,-,-,"Supplier Park - Building No - 6,Toyota Kirloskar Motors Pvt.Ltd.,Plot No.1, Bidadi Industrial Area,RamnagarDistt, Bidadi",1,17,562109,-,-,"Supplier Park - Building No - 6,Toyota Kirloskar Motors Pvt.Ltd.,Plot No.1, Bidadi Industrial Area,RamnagarDistt, Bidadi",1,17,562109,-,-, Mr. Joe Nirmal ,-,BANGALORE III,-,purchase@joai.co.in,AACCJ1334PXM001,KENGERI,29140853147,96633 02664,BIDADI,-,-,,293,293,293
105,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J010,JBM PANTNAGAR,PANTNAGAR,1,34,-,-,-,-,1,34,-,-,-,-,1,34,-,-,-,-,-,-,-,xccccd@dsxc.com,-,-,-,-,-,-,-,,679,679,679
106,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,J011,JCB MANUFACTURING LTD.," Floriculture & Industrial Park, Village Ambi Navlakh Jmbhre, Tal: Maval,Talegaon Dabhade",1,21,410 507 ,2114 305000,2114 304024,-,1,21,-,-,-,-,1,21,-,-,-,Mr. Hansraj.A.Pagar,-,-,-,hansraj.pagar@jcb.com,-,-,-,9822661243,-,-,-,HYDRALIC FIXTURE (JCBM 00290W_STABLISER LEG WA TACK FIXT),405,405,405
107,2017-02-23,3:03:17 PM,Sapl0005,1,1,0,J012,JAPTECH INDUSTRIES,"624/8, Kurali, Chakan,
Pune 410511",1,21,410511,02135-660476,-,"624/8, Kurali, Chakan,
Pune 410511",1,21,410511,02135-660476,-,"624/8, Kurali, Chakan,
Pune 410511",1,21,410511,02135-660476,-,Satish,-,-,27190000862V DT.01-04-2006,marketing@japtechind.com,AABFJ 4217 FXM002,-,27190000862C DT.01-04-2006,9922972162,-,-,-,,405,405,405
108,2013-05-21,4:16:34 PM,Sapl0005,1,1,0,J013,JBM AUTO LTD.,"601,HEMKUNT CHAMBERS,89,NEHRU PLACE",1,10,10019,-,-,"PLOT NO. 5,SECTOR - 31,KASNA INDUSTRIAL AREA,",1,33,201306,-,-,"PLOT NO. 5,SECTOR - 31,KASNA INDUSTRIAL AREA,",1,33,201306,-,-,Mr. SANJAY MURGAI,-,Noida,-,smurgai@jbm.co.in,AAACJ9630NXM002,V,09366300628,09899787009,"30, Noida",AAACJ9630N,-,,682,133,682
109,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P004,PSDF.PVT.LTD.,-,1,1,-,-,-,-,1,1,-,-,-,-,1,2,-,-,-,-,-,-,-,NG@DFG.COM,-,-,-,-,-,-,-,,6,1,1
110,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P005,PRAGATI,-,1,21,-,-,-,-,1,21,-,-,-,-,1,21,-,-,-,MR. KARANDIKAR,-,-,-,GFTY@FG.COM,-,-,-,9823024204,-,-,-,,405,405,405
111,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P006,PREMIER LTD (LIGHT VEHICLE DIVISION),"Chinchwad,Mumbai - Pune Rd",1,21,411019,020-27475161,020-27476184,"Chinchwad,Mumbai - Pune Rd",1,21,411019,020-27475161,020-27476184,"Chinchwad,Mumbai - Pune Rd",1,21,411019,020-27475161,020-27476184,M R GOHIL,-,-,27090000917V,mrgohil@premier.co.in,AACT5523GXM001,-,27010064218C,9325378766,-,-,-,,405,405,405
112,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P007,POONA TOOLS PVT. LTD.,"T-138 MIDC, Bhosari",1,21,411026,-,-,"T-138 MIDC, Bhosari",1,21,411026,-,-,"T-138 MIDC, Bhosari",1,21,411026,-,-,Mr. Sachit Jadhav,-,-,275800035093V,jadhavsg@ganagegroup.com,AABC2394JXM001,-,275800035093C,9922944521,PIMPRI -II,-,-,,405,405,405
113,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P008,PRABHA ENGINEERS,"B-12A,Sidco Indl. Estate, sipcot phase -1,",1,31, 635 126 ,04344 - 276001,04344 - 277807,-,1,31,-,-,-,-,1,31,-,-,-,Mr. K.S.K Abdul Hutha,-,-,-,prabhaeng2@dataone.in,-,-,-,-,-,-,-,,680,680,680
114,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,P009,PRINCE METAL WORKS(UNIT-1),"10,GIRNAR BLDG.,Y. R. TAWDE ROAD.,OPP. RLY. STATION,DAHISAR(W)",1,21,400 068, 0250-6582918/6582919/6527096,-,"PLOT NO. E S.NO.44-8/3,GANESH INDUSTRIAL ESTATE,NEAR RPG RAYCHEM,VILLAGE : WALIV, TAL. VASAI",1,21,401 208, 0250-6582918/6582919/6527096,-,"PLOT NO. E S.NO.44-8/3,GANESH INDUSTRIAL ESTATE,NEAR RPG RAYCHEM,VILLAGE : WALIV, TAL. VASAI",1,21,401 208, 0250-6582918/6582919/6527096,-,Vyankatesh Rajkonda,-,THANE-II,27180389498V w.e.f. 1-4-2006,pmwindia@gmail.com,AABFP 7901 JXM001,VASAI-I,27180389498C w.e.f. 1-4-2006,+91 - 7738375971, IV,-,-,,412,398,412
115,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,R002,R & CL S.R.L ,"Torino , Itely ",4,41,-, 011/5539263,011/5539277,-,4,41,-,-,-,-,4,41,-,-,-,Mr.Ezio Bovo,-,-,-,bovo@onlinerci.com,-,-,-,-,-,-,-," Slido gun susoension Profile Track System of 3000 x 3000 for hanging of Gun , balancer and welding cabinet",678,678,678
116,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,R003,R & CL S.R.L,-,1,1,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,bovo@onlinerci.com,-,-,-,-,-,-,-,,1,2,1
117,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,R004,"RANE INDUSTRIES, TALAWADE",TALAWADE,1,21,-,-,-,TALAWADE,1,21,-,-,-,TALAWADE,1,21,-,-,-,-,-,-,-,sxsdf@df.com,-,-,-,-,-,-,-,CLUTCH AND BREAK PEDAL. CO2 FILLET AND FULL WELD TO BE DONE,405,405,405
118,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,R005,RELIABLE AUTOTECH PVT. LTD.,"H101/102,MIDC,Ambad.",1,21,422010,0253 3918559,-,"H101/102,MIDC,Ambad.",1,21,422010,0253 3918559,-,"H101/102,MIDC,Ambad.",1,21,422010,0253 3918559,-,Mr. RITINKUMAR SONAWANE,-,-,-,ritinkumar.sonawane@religroup.com,-,-,-,9922037099,-,-,-,,405,405,405
119,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,R006,RUDRA ENGINEERS,"SHRIKRUPA,Navmangal Hsg.Society,ITI Colony, Near Atul Bihari Vajpai School,Kathe Lane",1,21,-,-,-,"SHRIKRUPA,Navmangal Hsg.Society,ITI Colony, Near Atul Bihari Vajpai School,Kathe Lane",1,21,-,-,-,"SHRIKRUPA,Navmangal Hsg.Society,ITI Colony, Near Atul Bihari Vajpai School,Kathe Lane",1,21,-,-,-, Mr. Sandeep Ronghe,-,-,27630681560V,rudra_engineers@rediffmail.com,ABCPR6646LED002,-,27630681560C,9975318177,-,-,-,,402,402,402
120,2014-03-29,12:44:13 PM,Sapl0005,1,1,0,R007,RAZZA SCRAP CENTRE ,"A/p- Googlawadi Phata,Tal -Haveli",1,21,-,-,-,"A/p- Googlawadi Phata,Tal -Haveli",1,21,-,-,-,"A/p- Googlawadi Phata,Tal -Haveli",1,21,-,-,-,Mr. Saizaad Khan,-,-,27320351300,df@fdfv.com,-,-,-,9860762732,-,AFIPJ2235F,-,,405,405,405
121,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,R008,RAZZA SCRAP CENTRE,-,1,2,-,-,-,-,1,2,-,-,-,-,1,3,-,-,-,-,-,-,-,Sdf@dfv.com,-,-,-,-,-,-,-,,25,5,5
122,2017-10-26,4:47:44 PM,Sapl0005,1,1,0,T002,TATA MOTORS LTD,MPLP PIMPRI PLANT,1,21,411018,-,-,MPLP PIMPRI PLANT,1,21,411018,-,-,MPLP PIMPRI PLANT,1,21,411018,-,-,-,-,-,27390247811V DT.01/04/08,asdfg@tatamotors.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",-,27AAACT2727Q1ZW,-,27390247811c DT.01/04/08,-,27AAACT2727Q1ZW,,405,405,405
123,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T003,TECHCELLENCY,"Renuka Industrial Estate,Survey No.-44,Opp. Power Greed Engg. Pvt. Ltd.,Narhe Rd Tal-Haveli",1,21,41,24393148,-,"Renuka Industrial Estate,Survey No.-44,Opp. Power Greed Engg. Pvt. Ltd.,Narhe Rd Tal-Haveli",1,21,41,24393148,-,"Renuka Industrial Estate,Survey No.-44,Opp. Power Greed Engg. Pvt. Ltd.,Narhe Rd Tal-Haveli",1,21,41,24393148,-,NIMESH DESAI,-,-,27570280304V WEF 01/04/06,mail@domain.com,AAUPD5720GXM001,P-VI,27570280304C WEF 01/04/06,-,P-I,-,-,,405,405,405
124,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T004,THAI SUMEET NEEL AUTO PVT LTD.,"NEEL HOUSE ,LADO SARAI,OPPOSITE QUTAB MINAR",1,10,110030,91 - 11 - 29522570,91 - 11 - 29521512,"C-1, CHAKAN MIDC AREA,VILLAGE MAHALUNGE,TQ-KHED",1,21,-,"02135 - 664000, 02135-664020",02135 - 664031,"C-1, CHAKAN MIDC AREA,VILLAGE MAHALUNGE,TQ-KHED",1,21,-,"02135 - 664000, 02135-664020",02135 - 664031,NANDKISHOR N. AWARI,-,-,-,awarinandkishor@yahoo.com,-,PUNE,-,9881742080,KHED,-,-,,405,133,405
125,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T005,TRACTOR ENGINEERS LIMITED,"Plot A-8, MIDC,Nav-Lakh Umbre,Talegaon Dabhade",1,21,410507,02114-287423,02114-287219,"Plot A-8, MIDC,Nav-Lakh Umbre,Talegaon Dabhade",1,21,410507,02114-287423,02114-287219,"Plot A-8, MIDC,Nav-Lakh Umbre,Talegaon Dabhade",1,21,410507,02114-287423,02114-287219,Mr. Aslam Barde,-,-,27850000208 V wef 01/04/06,mail@domain.com,AAACT 4499 BX M003,-,27850000208 C wef 01/04/06,-,-,-,-,,405,405,405
126,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T006,TOOLCON SYSTEM,"PLOT NO204-SECTOR 7,BHOSARI",1,21,-,-,-,"PLOT NO204-SECTOR 7,BHOSARI",1,21,-,02027119670,-,"PLOT NO204-SECTOR 7,BHOSARI",1,21,-,-,-,KISHOR,-,PUNE-I,27200014873V,kishor.p@toolcon.com,AADFT5626JXM002,PUNE V,27200014873C,-,BHSARI V,-,-,,405,405,405
127,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T007,TATA INTERNATIONAL DLT PVT. LTD.,"Gat No. 624/7,At Kuruli,Chakan,Pune Nashik Road",1,21,410 501,2135 261488,2135 261430,-,1,21,-,-,-,-,1,21,-,-,-, Mr.CKKarhadkar,-,-,-,quality@tildlt.com,-,-,-,90110 15805,-,-,-,TRAILER CHASSIS WELDING FIXTURES & INVERSION SYSTEM FOR 12 M LONG & 2.5 M WIDE CHASSIS,405,405,405
128,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T008,TATA AUTOCOMP SYSTEMS LTD.,"Interiors & Plastic Division,S.No. 235 & 245, Village Hinjewadi, Tal: Mulshi,",1,21,411 057,20 - 6652 2372 ,20 -6652 2346,-,1,21,-,-,-,-,1,21,-,-,-,-,-,-,-,asdff@wedf.com,-,-,-,-,-,-,-,,405,405,405
129,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T009,"TATA MOTORS, PANTNAGAR","PLOT NO.1, SECTOR-II,IIE, SIDCUL,UDHAM SINGH NAGAR",1,34,263145,-,-,"PLOT NO.1, SECTOR-II,IIE, SIDCUL,UDHAM SINGH NAGAR",1,34,263145,-,-,"PLOT NO.1, SECTOR-II,IIE, SIDCUL,UDHAM SINGH NAGAR",1,34,263145,-,-,JITENDRA SINHA,-,-,05001002035,jitendra.sinha@tatamotors.com,AAACT2727QXM017,-,DD1527698,9219658382,-,-,-,,679,679,679
130,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T010,TOYOTA TSUSHO INDIA PVT. LTD.,-,1,10,-,-,-,-,1,10,-,-,-,-,1,10,-,-,-,TERUI DAISUKO,-,-,-,dfs@fgfg.com,-,-,-,-,-,-,-,,133,133,133
131,2013-12-13,10:42:15 AM,Sapl0005,1,1,0,T011,THE SUPREME INDUSTRIES LIMITED,"KANHE,TALUKA-MAVAL,",1,21,412106,02114-255212,02114-255380,"KANHE,TALUKA-MAVAL,",1,21,412106,02114-255212,02114-255380,"KANHE,TALUKA-MAVAL,",1,21,412106,02114-255212,02114-255380,Uday.Vaidya,-,-,27390253728 V,uday_vaidya@supreme.co.in,AAACT1344FXM010,-,27390253728 C,9923103552,-,-,-,,405,405,405
132,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T012,TRUTEK SYSTEMS COMBINE PVT. LTD.,"206B, Narayan Chambers,555 Narayan Peth,Kelkar Road,",1,21,411030,02024453575,-,"206B, Narayan Chambers,555 Narayan Peth,Kelkar Road,",1,21,411030,02024453575,-,"206B, Narayan Chambers,555 Narayan Peth,Kelkar Road,",1,21,411030,02024453575,-,Mr. Pankaj Gawande,-,-,-,trutek_project@yahoo.in,-,-,-,9011063712,-,-,-,,405,405,405
133,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,T013,"TATA MOTORS LTD.,DHARWAD","PIMPRI,",1,21,411 018,020-66132227,-,"DHARWAD AUTO MATERIAL PLANT,BELUR INDUSTRIAL AREA",1,17,580011,-,-,"DHARWAD AUTO MATERIAL PLANT,BELUR INDUSTRIAL AREA",1,17,580011,-,-,MR.ABHIJIT SELUKAR,-,-,29220046257,saa98069@tatamotors.com,AAACT2727QXM002,-,40169716,-,-,-,-,,304,405,304
134,2018-02-27,1:58:53 PM,Sapl0005,1,1,0,M001,MAHINDRA & MAHINDRA LTD,"PLANT - 2,80 - MIDC,Satpur",1,21,422007,91 253 6613009,91 253 2353320,"PLANT - 2,80 - MIDC,Satpur",1,21,422007,91 253 6613009,91 253 2353320,"PLANT - 2,80 - MIDC,Satpur",1,21,422007,91 253 6613009,91 253 2353320,Ms. Snehal Malge,-,-,400039/S/3,MALGE.SNEHAL@mahindra.com,AAFCA6224NXM001,-,27AAACM3025E1ZZ,+91 253 6613052,400039/C/27,-,-,-,402,402,402
135,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M002,MARUTI SUZUKI INDIA LTD.,-,1,13,122015 ,-,-,-,1,13,122015 ,-,-,-,1,13,122015 ,-,-,-,-,-,06941812368,mail@domain.com,-,-,-,-,-,-,-,,171,171,171
136,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M003,MAHINDRA UGINE STEEL CO. LTD.,"D-2,MIDC,Ambad",1,21,422010,-,-,"D-2,MIDC,Ambad",1,21,422010,-,-,"D-2,MIDC,Ambad",1,21,422010,-,-,-,-,-,27360370484V Dt 01/04/08,yhg@dfg.com,AAACM4998GXM003,-,27360370484C Dt 01/04/08,-,-,-,-,,402,402,402
137,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M004,MAHINDRA & MAHINDRA LTD. - AUTOMOTIVE SECTOR,"Nashik Plant -I ,89, MIDC, Satpur,",1,21,422007,0253 - 5608070 / 5608165,-,"Nashik Plant -I ,89, MIDC, Satpur,",1,21,422007,0253 - 5608070 / 5608165,-,"Nashik Plant -I ,89, MIDC, Satpur,",1,21,422007,0253 - 5608070 / 5608165,-,Rahul Kulkarni,-,-,27750410573V wef 01.04.2006,KULKARNI.RAHUL2@mahindra.com,AAFCA6224NXM001,-,27750410573C wef 01.04.2006,9822550752,-,-,-,,402,402,402
138,2017-08-26,10:55:18 AM,Sapl0005,1,1,0,M005,"MAHINDRA & MAHINDRA LTD.,CHAKAN","M&M Automative Sector,
Chakan Plant, At Post Chakan Tal. Khed,
Dist. Pune 410 501",1,21,410501,-,-,-,1,21,-,-,-,"M&M Automative Sector,
Chakan Plant, At Post Chakan Tal. Khed,
Dist. Pune 410 501",1,21,410501,-,-,RAJESH KUMAR,-,-,27750410573V W.E.F. 01.04.2006,RAJESHKUMAR@MAHINDRA.COM,AAFCM1217MXM001,-,27750410573C W.E.F. 01.04.2006,-,27AAACM3025E1ZZ,AAACM3025E,27AAACM3025E1ZZ,,405,405,405
139,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M006,MAHIDNRA UGINE STEEL COMPANY LIMITED,"Maharajpur road,off. Kichha road,Vill. Lalpur,Teh. Kichha,RUDRAPUR",1,34,263153,-,-,"Maharajpur road,off. Kichha road,Vill. Lalpur,Teh. Kichha,RUDRAPUR",1,34,263153,-,-,"Maharajpur road,off. Kichha road,Vill. Lalpur,Teh. Kichha,RUDRAPUR",1,34,263153,-,-,Rajender Soni,-,-,05006213360,SONI.RAJENDER@mahindra.com,AAACM4998GXM005,Rampur (U.P.),RU-5041197,09557102265,II Rudrapur,AAACM4998G,-,,679,679,679
140,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M007,MAHINDRA & MAHINDRA LTD.,"Automotive Sector,Kandivli,Capital Purchase Department ,Akurli Road",1,21,400 101,022 - 28467634,022 - 28864219,-,1,21,-,-,-,"Automotive Sector,Kandivli,Capital Purchase Department ,Akurli Road",1,21,400 101,022 - 28467634,022 - 28864219,Mr. Amit Churi ,-,-,-,CHURI.AMIT@mahindra.com,-,-,400039-C-27 DT 1.4.96,098 20 71 89 36,-,-,-,IT - Gunes (60 Nos) for Project U - 203.,398,398,398
141,2014-10-18,4:53:29 PM,Sapl0005,1,1,0,M008,MAHINDRA UGINE STEEL CO. LTD.,"PLOT NO. 35A, IP-BUCHINELLY, M&M VENDOR PARK, ZAHEERABAD, MEDAK",1,46,502220,02114 - 255270,02114 - 255293,"PLOT NO. 35A, IP-BUCHINELLY, M&M VENDOR PARK, ZAHEERABAD, MEDAK",1,46,412106,02114 - 255270,02114 - 255293,"PLOT NO. 35A, IP-BUCHINELLY, M&M VENDOR PARK, ZAHEERABAD, MEDAK",1,46,412106,02114 - 255270,02114 - 255293,MR.ABHISHEK SINGH,-,HYDERABAD 1,36998481340V,SATALKAR.ANAND@mahindra.com,AAACM4998GEM008,HYDERABAD C,36998481340C,8975763872,ZAHEERADAB,AAACM4998G,-,,692,692,692
142,2014-10-18,12:03:51 PM,Sapl0005,1,1,0,M009,MAHINDRA UGINE STEEL CO. LTD.,"MUSCO STAMPINGS 371, TAKWE ROAD,AT & POST : KANHE,TAL. MAVAL,",1,21,412 106,02114 255270,02114 255293,"MUSCO STAMPINGS 371, TAKWE ROAD,AT & POST : KANHE,TAL. MAVAL,",1,21,412 106,02114 255270,02114 255293,"MUSCO STAMPINGS 371, TAKWE ROAD,AT & POST : KANHE,TAL. MAVAL,",1,21,412 106,02114 255270,02114 255293,MR. ANAND SATALKAR,-,-,27360370484 V 01/04/2006,SATALKAR.ANAND@mahindra.com,AAACM 4998 GXM 002,"PUNE - I , EXCISE BHAVAN, AKURDI, PUNE - 411035",27360370484 C 01/04/2006,9552540076,LONAVALA,AAACM 4998 G,-,,405,405,405
143,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M010,M/S. HIROTEC INDIA PVT. LTD.,"KG Campus, Saravanampatti,Thudiyalur Road",1,1,641 035,422 266 7054,422 266 2499,-,1,3,641 035,-,-,-,1,2,641 035,-,-,Mr. James J. Steed,-,-,-,jsteed@hirotecindia.com,-,-,-,989 452 2499,-,-,-,,5,1,24
144,2013-04-01,09:28:26 AM,Sapl0005,1,1,0,M011,M.M.INDUSTRIAL CONTROLS PVT. LTD.,"Sy. No. 517 & 518,3.2km Off NH-4,Garag Road",1,17,581 105,"+91 836 2787797, 2787871",+91 836 2787582,"Sy. No. 517 & 518,3.2km Off NH-4,Garag Road",1,17,581 105,"+91 836 2787797, 2787871",+91 836 2787582,"Sy. No. 517 & 518,3.2km Off NH-4,Garag Road",1,17,581 105,"+91 836 2787797, 2787871",+91 836 2787582,Mr. Nagraj Jituri,-,-,-,nagrajrj@mmicpl.com,-,-,-,+91 9741105503,-,-,-,,304,304,304
145,2013-04-24,10:29:15 AM,Sapl0005,1,1,0,M012,MAHINDRA VEHICLE MANUFACTURES LIMITED.,"CAPITAL PURCHASE DEPT. - AUTOMOTIVE SECTOR, AKURLI ROAD,KANDIVLI (EAST)",1,21,4000 101,2887 4801,91-22-2887 6885,-,1,21,-,-,-,"PLOT NO A-1,CHAKAN MIDC, PHASE - IV,TAL-KHED",1,21,410 501,-,-,MR.DIPESH CHAUHAN,-,-,27670630322V,DIPESH.CHAUHAN@mahindra.com,AAFCM1217MXM001,-,27670630322C,9867250875,-,-,-,,405,398,405
146,2016-08-19,4:47:04 PM,Sapl0005,1,1,0,M013,MAHINDRA & MAHINDRA LTD.,"M/S.MAHINDRA & MAHINDRA LTD.,CAPITAL PURCHASE DEPARTMENT,AUTOMOTIVE SECTOR,AKURLI ROAD,KANDIVLI (EAST)",1,21,4000 101,2887 4601,91-22-2887 6885,-,1,21,-,-,-,"PLOT NO.A 1,PHASE IV,CHAKAN INDUSTRIAL AREA,KHED",1,21,410 501,-,-,MR.VIRAJ.R.CHAUDHARI,-,-,27670630322V,CHAUDHARI.VIRAJ@mahindra.com,AAFDM1217MXM001,-,27670630322C,9220555708,-,-,-,,405,398,405
