Id,SysDate,SysTime,SessionId,CompId,FinYearId,BVRNo,Types,ReceiveType,ReceivedFrom,InvoiceNo,ChequeNo,ChequeDate,ChequeReceivedBy,BankName,BankAccNo,ChequeClearanceDate,Narration,Amount,DrawnAt,TransactionType,WONo,BGGroup
320,2018-08-20,13:51:05,Sapl0285,1,6,0039,3,2,A013,0018/18-19,-,2018-08-16,Sapl0031,-,-,2018-08-16,RECEIVED AGAINST SALES INVOICE,30975.0,10,2,P0051,0
321,2018-09-26,10:10:02,Sapl0285,1,6,0040,2,2,T002,-,-,2018-08-30,Sapl0031,-,-,2018-08-30,45% ADV AGAINST SALES INVOICE,13940400.0,10,1,N0155,0
322,2018-09-26,10:25:45,Sapl0285,1,6,0041,3,2,A002,0022/18-19,361701,2018-09-01,Sapl0031,-,-,2018-09-01,CHQ.RECEIVED AGAINST SALES INVOICE,1149792.0,10,4,S0167,0
323,2018-09-26,10:36:45,Sapl0285,1,6,0042,5,4,AXIS BANK,,-,2018-09-03,Sapl0031,-,-,2018-09-03,"NEFT/RETURN/AXIC182462461683/R03/Aniket Jadhav
",5164.0,3,2,,4
324,2018-09-26,10:46:53,Sapl0285,1,6,0043,5,4,Sundarlal Sawji Urban Co.Op Bank,0 ,-,2018-09-06,Sapl0031,-,-,2018-09-06,"OBr= 99 NEFT CNRB0003265 SAMPAT ENGINEERING WORKS P18090636435174
",20000.0,10,2,,9
325,2018-09-26,10:52:13,Sapl0285,1,6,0044,5,4,Sundarlal Sawaji urban Co.Op Bank,,-,2018-09-06,Sapl0031,-,-,2018-09-06,"OBr= 99 NEFT CORP0001403 NEW VEEJAYA ELECTROPLATES 000066122056
",50000.0,10,2,,9
326,2018-09-26,11:26:10,Sapl0285,1,6,0045,2,2,K010,-,-,2018-09-11,Sapl0031,-,-,2018-09-11,NEFT RECEIVED AGAINST 15% ADV,2926050.0,10,2,,9
327,2018-09-26,11:36:50,Sapl0285,1,6,0046,3,2,A013,0021/18-19,-,2018-09-14,Sapl0031,-,-,2018-09-14,NEFT RECEIVED AGAINST SALES INVOICE,48380.0,10,2,P0054,0
328,2018-10-02,09:49:37,Sapl0285,1,6,0047,5,4,Logwin Air & Ocean India Pvt.Ltd.,0 ,-,2018-09-25,Sapl0031,-,-,2018-09-25,"NEFT/HSBCN18268193184/LOGWIN AIR   OCEAN INDIA PRI
",34936.0,3,2,,9
329,2018-10-25,09:34:49,Sapl0285,1,6,0048,2,2,K010,-,-,2018-10-08,Sapl0031,-,-,2018-10-08,NEFT Received Against 15% Adv,2926050.0,10,2,,9
330,2018-10-25,09:36:01,Sapl0285,1,6,0049,2,2,K010,-,-,2018-10-08,Sapl0031,-,-,2018-10-08,RECEIVED AGAINST 50% ADV,1500000.0,10,2,,9
331,2018-10-25,09:38:51,Sapl0285,1,6,0050,3,2,A034,0024/18-19,-,2018-10-17,Sapl0031,-,-,2018-10-17,RECEIVED AGAINST SALES INVOICE,84960.0,3,2,S0168,0
332,2018-10-25,09:41:18,Sapl0285,1,6,0051,2,2,J020,0030/18-19,-,2018-10-19,Sapl0031,-,-,2018-10-19,RECEIVED AGAINST 90%,62451.0,10,2,S0170,0
333,2018-10-25,09:43:28,Sapl0285,1,6,0052,3,2,C004,0023/18-19,-,2018-10-19,Sapl0031,-,-,2018-10-19,RECEIVED AGAINST SALES INVOICE,44840.0,10,2,T0032,0
334,2018-10-25,09:45:19,Sapl0285,1,6,0053,3,2,P012,0010/18-19,-,2018-10-23,Sapl0031,-,-,2018-10-23,RECEIVED AGAINST SALES INVOICE,245194.0,3,2,N0179,0
335,2018-10-31,08:49:17,Sapl0285,1,6,0054,3,2,A002,0028/18-19,361819,2018-10-25,Sapl0031,-,-,2018-10-25,cheque received against sales invoice,1500000.0,10,4,N0183,0
336,2018-10-31,08:55:22,Sapl0285,1,6,0055,2,2,J017,-,-,2018-10-26,Sapl0031,-,-,2018-10-26,NEFT RECEIVED AGAINST PO NO.4300035195,578380.5,10,4,,9
337,2018-11-02,14:42:02,Sapl0285,1,6,0056,3,2,C004,0031/18-19,-,2018-11-01,Sapl0031,-,-,2018-11-01,RECEIVED AGAINST SALES INVOICE,872200.0,10,2,N0181,0
