Id,CustomerName,Address,GST,DCNo,DCDate,Attention,Contact,Responsible_By,Type,ItemCode,Description,HSN,Quantity,Rate,Amount,TQty,TAmt,Gst_per,GTotal,Remark,Transport,vehicleNo,LRNo,Acknowledgement,UOM,SysDate,SysTime,SessionId,CompId,FinYearId,GrandTotal,GSTWORDS
3217,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-31-360,REST MYLAR,-,1,1.0,1.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3218,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-19-480,L BKT,-,1,1.0,1.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3219,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00691-05-480,L BKT,-,2,1.0,2.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3220,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00688-39-410,CLAMP MYLAR,-,1,1.0,1.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3221,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00699-03-480,L BKT,-,2,1.0,2.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3222,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00695-07-710,PLATE,-,1,1.0,1.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3223,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00688-37-410,MYLAR,-,8,1.0,8.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3224,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00688-37-410,MYLAR,-,2,1.0,2.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3225,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00695-19-480,L BKT,-,2,1.0,2.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3226,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,890,14-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00703-11-450,REST MYLAR,-,1,1.0,1.0,117.0,117.0,0.0,117.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3227,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-11-410,CLAMP MYLAR,-,4,1.0,4.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3228,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694 23 010,CLAMP MYLAR,-,2,1.0,2.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3229,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694 17 360,REST MYLAR,-,8,1.0,8.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3230,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694 41 410,CLAMP MYLAR,-,4,1.0,4.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3231,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-41-360,REST MYLAR,-,4,1.0,4.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3232,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-13-430,CLAMP MYLAR,-,8,1.0,8.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3233,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-33-480,L BKT,-,8,1.0,8.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3234,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-11-420,CLAMP MYLAR,-,4,1.0,4.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3235,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-25-410,REST MYLAR,-,4,1.0,4.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3236,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-11-430,CLAMP MYLAR,-,4,1.0,4.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3237,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-41-010,CLAMP ARM,-,4,1.0,4.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3238,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-13-370,REST MYLAR,-,8,1.0,8.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3239,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-13-360,REST MYLAR 1,-,16,1.0,16.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3240,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-33-360,REST MYLAR,-,8,1.0,8.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3241,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-31-480,L BKT,-,16,1.0,16.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3242,GANESH ENGINEERING WORKS,"Sr. No. 123/2/3,Santosh Nagar, Behind M.I.T. Collage,Katraj,Pune 411 046",-,891,,Mr. P.R. Maral,9689611040,AMAR BARGE,Returnable,00694-17-410,CLAMP MYLAR,-,8,1.0,8.0,110.0,110.0,0.0,110.0,FOR MILLING & DRILLING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3243,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00696-45-110,ROUND PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3244,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00706-25-110,PIN,-,1,1.0,1.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3245,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-39-120,PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3246,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-53-120,PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3247,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-45-110,ROUND PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3248,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-45-120,ROUND PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3249,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-05-110,ROUND PIN,-,4,1.0,4.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3250,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-05-110,ROUND PIN,-,4,1.0,4.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3251,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00708-23-110,ROUND PIN,-,1,1.0,1.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3252,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-55-110,PIN,-,4,1.0,4.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3253,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-43-110,PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3254,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-43-110,PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3255,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-59-110,ROUND PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3256,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00696-45-310,PIN HOLDER,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3257,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00698-19-110,PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3258,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00700-15-110,PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3259,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00691-29-120,PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3260,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00691-05-110,ROUND PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3261,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00688-11-110,PIN,-,4,1.0,4.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3262,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00702-13-110,ROUND PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3263,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00708-05-110,PIN,-,4,1.0,4.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3264,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00691-03-110,ROUND PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3265,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00695-13-110,PIN,-,2,1.0,2.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3266,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,892,14-03-2020,SALUNKHE,-,AMAR BARGE,Returnable,00704-05-110,ROUND PIN,-,1,1.0,1.0,55.0,55.0,0.0,0.0,FOR HARDNING,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3267,TECHNAMECH,"Sr. No 77/1 Behind Bharti Vidyapeeth
Dindayal Hsg Society Flat No. 2 C Wing
Katraj,",-,893,14-03-2020,Mr.Suhas Swami,9923108265,AMAR BARGE,Returnable,00691-31-360,REST MYLAR,-,2,1.0,2.0,6.0,6.0,0.0,6.0,,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3268,TECHNAMECH,"Sr. No 77/1 Behind Bharti Vidyapeeth
Dindayal Hsg Society Flat No. 2 C Wing
Katraj,",-,893,14-03-2020,Mr.Suhas Swami,9923108265,AMAR BARGE,Returnable,00691-33-360,REST MYLAR,-,2,1.0,2.0,6.0,6.0,0.0,6.0,,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3269,TECHNAMECH,"Sr. No 77/1 Behind Bharti Vidyapeeth
Dindayal Hsg Society Flat No. 2 C Wing
Katraj,",-,893,14-03-2020,Mr.Suhas Swami,9923108265,AMAR BARGE,Returnable,00691-33-410,CLAMP MYLAR,-,2,1.0,2.0,6.0,6.0,0.0,6.0,,SELF,MH12 EF 5483,NA,Received material in good condition,,,,,,,,
3270,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00695-03-530,CLAMP BRACKET,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3271,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00700-17-720,PLATE,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3272,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00695-13-380,REST MYLAR,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3273,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00700-05-360,REST MYLAR,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3274,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00687-75-320,REST MYLAR,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3275,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-49-370,REST MYLAR,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3276,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-39-370,REST MYLAR,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3277,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-13-410,CLAMP MYLAR,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3278,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00688-59-710,PLATE,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3279,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00688-05-730,PLATE,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3280,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00706-15-370,REST MYLAR,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3281,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00700-07-360,REST MYLAR,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3282,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00696-39-710,PLATE,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3283,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00702-17-710,PLATE,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3284,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00695-21-370,REST MYLAR,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3285,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00702-17-460,L BKT,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3286,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00702-15-410,CLAMP MYLAR,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3287,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00695-09-360,REST MYLAR,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3288,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00698-51-880,MALE DOCK,-,2,1.0,2.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3289,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00695-19-530,CLAMP BKT,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
3290,SAI ENTERPRISES,"S.No.48,Shree Sai Industrial Co-Op.Society,
Gujarwadi Phata,Katraj,
Pune 411046",-,894,15-03-2020,Mr. Akshay Bhusari,9850898888,MR PRAVIN CHOUGULE,Returnable,00688-17-360,REST MYLAR,-,1,1.0,1.0,40.0,40.0,0.0,40.0,FOR BLACKODISING,SELF,MH 12 FP 4744,NA,Received material in good condition,,,,,,,,
