Id,MId,SessionId,CompId,FinYearId,ItemCode,Description,Qty
1835,348,Sapl0005,1,3,1,OXYFUEL FLAMECUT MACHINE,1.0
1836,349,Sapl0005,1,3,10,welding fixture,1.0
1837,350,Sapl0005,1,3,10,welding,1.0
1838,351,Sapl0005,1,3,1,SLIDO Cross rail (2mtr x 1 nos = 2 Mtrs ),2.0
1839,351,Sapl0005,1,3,2,SLIDO Telescopic rail ( 2mtr x 1 Nos. = 2Mtrs),2.0
1840,351,Sapl0005,1,3,3,Telescopic trolley set - 1 no.,1.0
1841,351,Sapl0005,1,3,4,Suspender trolley - 2 nos.,2.0
1842,352,Sapl0005,1,3,1,ENCLOSURE FOR BUSH BORING SPM IN KV GANTRY LINE,1.0
1843,352,Sapl0005,1,3,2,COOLANT RECIRCULATION TANK FOR BFW SPM IN KV GANTRY LINE,1.0
1844,353,Sapl0005,1,3,10,hinges,6.0
1845,353,Sapl0005,1,3,20,acrylic door 36 sq.ft,1.0
1846,353,Sapl0005,1,3,30,magnetic lock for acrylic door,18.0
1847,354,Sapl0005,1,3,1,faro machine,1.0
1848,355,Sapl0005,1,3,1,E&C KBK RAIL,1.0
1849,356,Sapl0005,1,3,10,programming of op30 cargo load body,1.0
1850,356,Sapl0005,1,3,20,design hours for ADT modification cargo,1.0
1851,357,Sapl0005,1,3,1,LABOR CHARGES,1.0
1852,358,Sapl0005,1,3,10,SLIDO LONG RAIL C-75 (20.5 M X 2  LINES = 41 M),41.0
1853,358,Sapl0005,1,3,2,SLIDO CROSS RAIL C-75 (3.3M X 2 NOS = 6.6M),6.6
1854,358,Sapl0005,1,3,3,SLIDO TELESCOPIC C-75 (3M X 2 NOS = 6 M),6.0
1855,358,Sapl0005,1,3,4,"SLIDO C-75 TELESCOPIC TROLLEY SET (CONSIST OF 2 NOS CROSS
TROLLEY, 2 NOS TELESCOPIC TROLLEYS, 1 NO LOAD TROLLEY, 2 NOS
TOOL TROLLEY, 1 NO END SUPPORT & 4 NOS END RUBBER STOPPER)",2.0
1856,358,Sapl0005,1,3,5,BREAK COIL,2.0
1857,359,Sapl0005,1,3,1,LABOR CHARGES,1.0
1858,360,Sapl0005,1,3,N80BWTACKLEKVA14517,TACKLE FOR KV CYLINDER BLOCK FOR PAN FACE UP CONDITION A14517,8.0
1859,360,Sapl0005,1,3,N80BWTACKLEKVA14547,TACKLE FOR KV 12 CYLINDER BLOCK FOR HEAD FACE UP CONDITION A14547,4.0
1860,360,Sapl0005,1,3,N80BWTACKLEKVA14548,TACKLE FOR KV 16 CYLINDER BLOCK FOR HEAD FACE UP CONDITION A14548,4.0
1861,360,Sapl0005,1,3,N80BWTACKLEKVA14812,TACKLE FOR KV CYLINDER BLOCK FOR ROOF FACE UP CONDITION A14812,12.0
1862,360,Sapl0005,1,3,N80BWTACKLEKVA14919,TACKLE FOR KV CYLINDER BLOCK FOR ROOF FACE UP CONDITION A14919,2.0
1863,361,Sapl0005,1,3,10,"Welding SPM required to weld 4 types of Assemblies (6RO.809.621A, 6RO.809.622A, 6RO.809.623A, 6RO.809.624A ) through 4 Torches on Single Welding Fixture",1.0
1864,362,Sapl0005,1,3,1,LONG RAIL C63 (4mtrs X 11nos. = 44 mtrs),44.0
1865,362,Sapl0005,1,3,2,CROSS RAIL C63 (2.5Mtrs X 7 nos. = 17.5Mtrs),17.5
1866,362,Sapl0005,1,3,3,CROSS RAIL C63 (2.7Mtrs X 1 no. = 2.7Mtrs),2.7
1867,362,Sapl0005,1,3,4,CROSS RAIL C63 (3Mtrs X 2 nos. = 6Mtrs),6.0
1868,362,Sapl0005,1,3,5,TROLLEY SET C63,10.0
1871,363,Sapl0005,1,3,3,TIE ROD - TR25397_A606537_18,3.0
1872,363,Sapl0005,1,3,4,CENTRAL LINK- TR25397_A606537_26,2.0
1873,363,Sapl0005,1,3,5,TIE ROD - TR25397_A606537_21,2.0
1874,363,Sapl0005,1,3,6,HANDLE- TR25397_A606537_29,2.0
1875,363,Sapl0005,1,3,7,SPACER PLATE- TR25397_A606537_77,2.0
1880,363,Sapl0005,1,3,12,LH ROUND PLATE - TR25397_A606537_44,1.0
1881,363,Sapl0005,1,3,13,LOC BUSH - TR25397_A606537_78,8.0
1882,363,Sapl0005,1,3,14,LOC BUSH- TR25397_A606537_79,8.0
1883,363,Sapl0005,1,3,15,RH ROUND PLATE- TR25397_A606537_65,1.0
1884,363,Sapl0005,1,3,16,BASE WELDMENT (INCLUDES WELDMENT + SR SB + MACHINING + RED OXIDE PRIMER PAINTING)- TR25397_A606537_1,1.0
1885,364,Sapl0005,1,3,1,BRAKE SHOE ASSY LH & RH,2.0
1886,365,Sapl0005,1,3,10,WELDMENT SHAFT PART NO-001340405,1.0
1890,366,Sapl0005,1,3,1,Long rail - 6mtr x 16lines = 96mtr,96.0
1891,366,Sapl0005,1,3,2,cross rail 3.6mtr x 23nos. = 82.8mtrs,82.8
1892,366,Sapl0005,1,3,3,trolley set,23.0
1893,0,Sapl0005,1,3,1,LR 200 mtrs,200.0
1894,0,Sapl0005,1,3,2,cr 200,200.0
1895,367,Sapl0005,1,3,1,LR 200 mtrs,200.0
1896,367,Sapl0005,1,3,2,cr 200,200.0
1897,0,Sapl0005,1,3,10,SPM Welding TORCH ASSY.,4.0
1898,368,Sapl0005,1,3,10,SPM Welding TORCH ASSY.,4.0
1899,369,Sapl0005,1,3,1,LONG RAIL C63 (4Mtr X 2 nos. = 8Mtrs),8.0
1900,369,Sapl0005,1,3,2,CROSS RAIL C63 (2.5 Mtr X 1 nos. = 2.5Mtr),2.5
1901,369,Sapl0005,1,3,3,Trolley Set C-63,1.0
1902,370,Sapl0005,1,3,1,SLIDO LONG RAIL,26.0
1903,371,Sapl0005,1,3,10,LONG RAIL 3MTR X 16 LINES = 48,48.0
1904,371,Sapl0005,1,3,20,CROSS RAIL 2.7MTR X 8NOS = 21.6,21.6
1905,371,Sapl0005,1,3,30,tROLLEY SET,8.0
1906,372,Sapl0005,1,3,10,LONG RAIL WITH ACCESSORIES ( 6MTR X 4 LINES = 24 MTR ),24.0
1907,373,Sapl0005,1,3,1,KEMPPI MACHINE,4.0
1908,374,Sapl0005,1,3,1,KEMPPI MACHIE,2.0
1909,375,Sapl0005,1,3,1,CROSS TROLLEY (LENGTH 255),16.0
1910,376,Sapl0005,1,3,1,BREAK COIL LIFTO HOIST,30.0
1911,377,Sapl0005,1,3,1,SLIDO CROSS RAIL C75 (3M X 4NOS. =12MTR),12.0
1912,377,Sapl0005,1,3,2,SLIDO LONG RAIL C75 (6M X 2NOS. =12MTR),12.0
1913,377,Sapl0005,1,3,3,TROLLEY SET,4.0
1914,378,Sapl0005,1,3,10,cutter lifting manipulator ( floor mounted manipulator for loading & unloading of cutters in grob atc (cyl block line),1.0
1915,379,Sapl0005,1,3,1,Design & develop lifting arrangement for construction site worker,1.0
1916,380,Sapl0005,1,3,1,Turn Over Device for QSK 60 Cyl Block. Indexing Unit with Conveyor (2.5 Mtrs.) on ONE Sides of the Indexer,1.0
1917,381,Sapl0005,1,3,1,modification of washing booth,1.0
1918,382,Sapl0005,1,3,1,Modification of roller line to accommodate QSK and KV Cylinder Block (SHW II),1.0
1919,383,Sapl0005,1,3,1,WELDECK SIZE 14MtrX4MtrX4Mtr- 56,2.0
1920,383,Sapl0005,1,3,2,Water line inlet 3  G I line with its distribution points along with distribution valves 1/2  Flange - 60MTR,1.0
1921,383,Sapl0005,1,3,3,Water line Outlet 4  G I line with its distribution points along with distribution valves 1/2  Flange 60MTR,1.0
1922,383,Sapl0005,1,3,4,Air line inlet 3  G I line with its distribution points along with distribution valves 1/2  Flange + Fixtures - 60MTR,1.0
1923,383,Sapl0005,1,3,5,CO2 line 1/2  G I - 60MTR,1.0
1924,383,Sapl0005,1,3,6,Floor Painting & marking - 150 SQMTR,1.0
1925,384,Sapl0005,1,3,1,WELDECK SIZE 15MtrX3.5MtrX4Mtr =210,4.0
1926,384,Sapl0005,1,3,2,Weld deck 25x6x4  Sqmtr -150,1.0
1927,384,Sapl0005,1,3,3,Water line inlet 3  G I line with its distribution points along with distribution valves 1/2  Flange- 120MTR,1.0
1928,384,Sapl0005,1,3,4,Water line Outlet 4  G I line with its distribution points along with distribution valves 1/2  Flange- 120MTR,1.0
1929,384,Sapl0005,1,3,5,Air line inlet 3  G I line with its distribution points along with distribution valves 1/2  Flange + Fixtures 120MTR,1.0
1930,384,Sapl0005,1,3,6,CO2 line 1/2  G I - 120MTR,1.0
1931,385,Sapl0005,1,3,1,Weld deck 15x5x4  Sqmtr = 75,1.0
1932,385,Sapl0005,1,3,2,Weld deck 17.5x12x4  Sqmtr - 210,1.0
1933,385,Sapl0005,1,3,3,Weld deck 16.5x6x4  Sqmtr = 99,1.0
1934,385,Sapl0005,1,3,4,Weld deck 20x3x4  Sqmtr-60,1.0
1935,385,Sapl0005,1,3,5,Weld deck 15x4x4  Sqmtr-60,1.0
1936,385,Sapl0005,1,3,6,Water line outlet 5 inch GI line with its distribution points-240MTR,1.0
1937,385,Sapl0005,1,3,7,Water line inlet 3.5 inch GI with distribution points-240MTR,1.0
1938,385,Sapl0005,1,3,8,Air line 3.5 inch GI with its distribution points-240MTR,1.0
1939,385,Sapl0005,1,3,9,CO2 line 1/2 Inch GI with valves-200MTR,1.0
1940,386,Sapl0005,1,3,1,Weld deck 72x7.5x4  Sqmtr-540 SQMTR,1.0
1941,386,Sapl0005,1,3,2,Water line outlet 6 inch GI line with its distribution points-190MTR,1.0
1942,386,Sapl0005,1,3,3,Water line inlet 5 inch GI with distribution points-190MTR,1.0
1943,386,Sapl0005,1,3,4,Air line 5 inch GI with its distribution points-190MTR,1.0
1944,386,Sapl0005,1,3,5,CO2 line 1/2 Inch GI with valves-150MTR,1.0
1945,387,Sapl0005,1,3,1,"long rail (6m x 52 line= 312mtr, 4mtr x 2lines=8m t= 320mtr))",320.0
1946,387,Sapl0005,1,3,2,cross rail 4mx 50 = 200mtr,200.0
1947,387,Sapl0005,1,3,3,trolley set,50.0
1948,388,Sapl0005,1,3,1,LONG RAIL 96M X 12=72M),72.0
1949,388,Sapl0005,1,3,2,CROSS RAIL 4M X 12 NOS= 48M,48.0
1950,388,Sapl0005,1,3,3,TROLLEY SET,12.0
1951,389,Sapl0005,1,3,1,"LONG RAIL 6M X 38 LINE= 228M, 4M X 6LINE= 24",252.0
1952,389,Sapl0005,1,3,2,CROSS RAIL 4M X 40 NOS= 160M,160.0
1953,389,Sapl0005,1,3,3,TROLLEY SET,40.0
1954,390,Sapl0005,1,3,1,"LONG RAIL 6M X 24LINES=144M, 4M X 10LINES=40M)",184.0
1955,390,Sapl0005,1,3,2,CROSS RAIL 4M X 23NOS. = 92M,92.0
1956,390,Sapl0005,1,3,3,TROLLEY SET,23.0
1957,391,Sapl0005,1,3,1,"LONG RAIL 6M X 4LINES = 24M, 4M X 2LINES=8M",32.0
1958,391,Sapl0005,1,3,2,CROSS RAIL 4M X 15NOS. =60M,60.0
1959,391,Sapl0005,1,3,3,TROLLEY SET,15.0
1960,392,Sapl0005,1,3,1,"LONG RAIL 6M X 8LINES= 48M, 4M X 4 LINES-16M",64.0
1961,392,Sapl0005,1,3,2,CROSS RAIL 4M X 15NOS. = 60MTR,60.0
1962,392,Sapl0005,1,3,3,TROLLEY SET,15.0
1963,393,Sapl0005,1,3,1,Long Rails C63 (32Mtr X 2Nos.)=64,64.0
1964,393,Sapl0005,1,3,2,CROSS RAIL C63 (3M X 12M = 36M),36.0
1965,393,Sapl0005,1,3,3,TROLLEY SET C63,12.0
1966,394,Sapl0005,1,3,1,"Supply of Water line & Air
Line - O3 Pro",1.0
1967,395,Sapl0005,1,3,10,"Fixture to wash K19/KV con rod in washing booth on NTBC /V28 con rod line, part no ( 3811994, 3632169) as per TR25617 @ A6065
89.",1.0
1968,396,Sapl0005,1,3,10,LONG RAIL C63(21MX6NOS) but cut to (19m x 6nos),126.0
1969,396,Sapl0005,1,3,20,CROSS RAIL C63 (6M X 6 NOS)cut to 3.8m x 6,36.0
1970,396,Sapl0005,1,3,30,CROSS RAIL C63 (6M X 8 NOS) cut to 3.6m x 8nos.,48.0
1971,396,Sapl0005,1,3,40,CROSS RAIL C63(6M X 12 NOS) cut to (3.2M X 12 NOS),72.0
1972,396,Sapl0005,1,3,50,TROLLEY SET FOR BALANCER & C63 SECTION,24.0
1973,0,Sapl0005,1,3,10,lr,1400.0
1974,0,Sapl0005,1,3,20,cr,600.0
1975,397,Sapl0005,1,3,10,lr,1400.0
1976,397,Sapl0005,1,3,20,cr,600.0
1977,398,Sapl0005,1,3,10,CROSS TROLLEY -255MM LENGTH,6.0
1978,399,Sapl0005,1,3,1,car Parking system,1.0
1979,400,Sapl0005,1,3,1,Modification of fixtures,1.0
1980,401,Sapl0005,1,3,1,Long Rail (2.5 mtr x 3 no s),7.5
1981,401,Sapl0005,1,3,2,Cross rail (2 mtr x 2 no s),4.0
1982,401,Sapl0005,1,3,3,Trolley Set,3.0
1983,402,Sapl0005,1,3,1,Erection & Comm. of 384 Meter Rails,1.0
1984,403,Sapl0005,1,3,N78PANELTHRMAL,Transducer panel,1.0
1985,403,Sapl0005,1,3,N78PANELTHRMAL,Jig boom arm,1.0
1986,403,Sapl0005,1,3,N78PNLFILTHDSPM,Control panel with trolley,2.0
1987,403,Sapl0005,1,3,N36EQUP3002052,Electrical consumables required for control panel with trolley,2.0
1988,404,Sapl0005,1,3,N78PNLFILTHDSPM,Control panel with trolley,3.0
1989,404,Sapl0005,1,3,N36EQUP3002052,Electrical consumables required for control panel with trolley,3.0
1990,405,Sapl0005,1,3,N83FPA606594,"Fixture to wash NTBC/N14/V28 con rod in washing booth on NTBC/V28 con rod line, part no (218808, 190128, 3078399).TR25625 @
A606494.",1.0
1991,405,Sapl0005,1,3,N83FPA606588,"Test stand for leakage testing for gear case cover, part no (4020536, 4950279, 4950278).TR25615 @ A606588.",1.0
1992,406,Sapl0005,1,3,1,sevice Operator console panel wiring,3.0
1993,407,Sapl0005,1,3,1,polishing machine,1.0
1994,408,Sapl0005,1,3,N80BWSKID0003,METALIC SKIDS FOR BW Q-60 CYLINDER BLOCK (FULL SKID),20.0
1995,409,Sapl0005,1,3,1,SHAFT BLOCK C-01-02-03-006,1.0
1996,409,Sapl0005,1,3,2,BEARING BLOCK C-01-02-03-004,2.0
1997,409,Sapl0005,1,3,3,SHAFT NUT C-01-02-03-009,2.0
1998,409,Sapl0005,1,3,4,GUIDE PLATE C-01-02-03-007,4.0
1999,409,Sapl0005,1,3,5,SLIDE GUIDE C-01-02-03-008,8.0
2000,409,Sapl0005,1,3,6,PROFILE NUT C-01-02-03-040,4.0
2001,409,Sapl0005,1,3,7,BRACKET C-01-02-03-003,2.0
2002,409,Sapl0005,1,3,8,PROFILE NUT C-01-02-03-041,4.0
2003,409,Sapl0005,1,3,9,PAD BLOCK C-01-02-03-010,2.0
2004,409,Sapl0005,1,3,10,END CAP C-01-02-03-019,1.0
2005,409,Sapl0005,1,3,11,COLLAR C-01-02-03-020,1.0
2006,409,Sapl0005,1,3,12,PAD SHAFT C-01-02-03-011,4.0
2007,409,Sapl0005,1,3,13,SPRING C-01-02-03-022,16.0
2008,409,Sapl0005,1,3,14,PAD SHAFT C-01-02-03-021,12.0
2009,409,Sapl0005,1,3,15,END STOPPER C-01-02-03-016,16.0
2010,409,Sapl0005,1,3,16,STOPPER C-01-02-03-017,16.0
2011,409,Sapl0005,1,3,17,COLLAR C-01-02-03-015,32.0
2012,409,Sapl0005,1,3,18,SOCKET C-01-02-03-023,12.0
2013,409,Sapl0005,1,3,19,SPRING C-01-02-03-014,12.0
2014,409,Sapl0005,1,3,20,PAD GUIDE B/K C-01-02-03-038-R1,8.0
2015,409,Sapl0005,1,3,21,SENSOR B/K  C-01-02-03-025,1.0
2016,409,Sapl0005,1,3,22,SLIDE GUIDE C-01-02-03-039,8.0
2017,409,Sapl0005,1,3,23,BRACKET C-01-02-03-001-3,8.0
2018,409,Sapl0005,1,3,24,FRAME PLATE C-01-02-03-002,1.0
2019,409,Sapl0005,1,3,25,BKT BLOCK C-01-02-03-026,2.0
2020,409,Sapl0005,1,3,26,MOTOR BKT C-01-02-03-027,1.0
2021,409,Sapl0005,1,3,27,LEVER C-01-02-03-028,1.0
2022,409,Sapl0005,1,3,28,SHAFT C-01-02-03-029,1.0
2023,409,Sapl0005,1,3,29,ENCODER BKT C-01-02-03-031,1.0
2024,409,Sapl0005,1,3,30,AIR BKT C-01-02-03-012,1.0
2025,409,Sapl0005,1,3,31,BKT BLOCK C-01-02-03-013,1.0
2026,410,Sapl0005,1,3,1,GUIDE BKT MEI-01-01-00-025,2.0
2027,410,Sapl0005,1,3,2,PIN MEI-01-01-00-028,4.0
2028,410,Sapl0005,1,3,3,CENTRING GUIDE MEI-01-01-00-031,2.0
2029,410,Sapl0005,1,3,4,SHAFT MEI-01-01-00-033,4.0
2030,410,Sapl0005,1,3,5,SPACER MEI-01-01-00-034,8.0
2031,410,Sapl0005,1,3,6,MOTOR BKT MEI-01-01-00-035,2.0
2032,410,Sapl0005,1,3,7,MOTOR SHAFT MEI-01-01-00-036,2.0
2033,410,Sapl0005,1,3,8,CENTRING BKT MEI-01-01-00-037,2.0
2034,410,Sapl0005,1,3,9,GUIDE BKT MEI-01-01-00-038,4.0
2035,410,Sapl0005,1,3,10,PIN MEI-01-01-00-040,2.0
2036,410,Sapl0005,1,3,11,ROLLER MEI-01-01-00-041,2.0
2037,410,Sapl0005,1,3,12,SPRING BKT MEI-01-02-02-044,4.0
2038,410,Sapl0005,1,3,13,GUIDE PLATE MEI-01-01-00-018,4.0
2039,410,Sapl0005,1,3,14,SUPPORT BKT MEI-01-01-00-019,4.0
2040,410,Sapl0005,1,3,15,RIB MEI-01-01-00-020,4.0
2041,410,Sapl0005,1,3,16,CYLN BKT MEI-01-01-00-024,4.0
2042,410,Sapl0005,1,3,17,PIVOT BKT MEI-01-01-00-027,4.0
2043,410,Sapl0005,1,3,18,TENSION BKT MEI-01-01-00-026,4.0
2044,411,Sapl0005,1,3,10,LONG RAIL,222.0
2045,411,Sapl0005,1,3,20,TELESCOPIC RAIL,24.0
2046,411,Sapl0005,1,3,30,TELESCOPIC TROLLEY,12.0
2047,411,Sapl0005,1,3,40,CROSS RAIL,90.0
2048,411,Sapl0005,1,3,50,TROLLEY SET,20.0
2049,412,Sapl0005,1,3,N83FPA606598,Scissor type lifter for filter head of Qsk50 rail engine & Marine engine in KV Assy area.TR25633 @ A606598,1.0
2050,413,Sapl0005,1,3,10,Rail System Installation : New Rail System Installation - 207.6mtr & Old rail system Dismentle & installation : 82mtr,1.0
2051,414,Sapl0005,1,3,1,LONG RAIL (6mtr x 17lines = 102mtr),102.0
2052,414,Sapl0005,1,3,20,cross rail (2.5mtr x 48nos = 120mtr),120.0
2053,414,Sapl0005,1,3,30,trolley set,48.0
2054,415,Sapl0005,1,3,1,mechanical Car Parking,1.0
2055,416,Sapl0005,1,3,1,Slido Rail C63 (In MTR),10.0
2056,416,Sapl0005,1,3,2,Load Trolly C63 (In Nos),5.0
2057,417,Sapl0005,1,3,1,Front Cab MTG LH/RH,1.0
2058,418,Sapl0005,1,3,1,J HOOK SPM,1.0
2059,419,Sapl0005,1,3,1,Floor Panel + Upper & Lower Tunnel S/A,2.0
2060,419,Sapl0005,1,3,1,Floor Structure + Floor Panel + Side Panles,2.0
2061,419,Sapl0005,1,3,3,A post S/A B5503261 B5503262,1.0
2062,419,Sapl0005,1,3,4,Bulk Head Piller LH/RH,1.0
2063,419,Sapl0005,1,3,5,Bulk Head Structure with Head Light Complete Assy,1.0
2064,419,Sapl0005,1,3,6,Bulk Head Panel S/A,1.0
2065,419,Sapl0005,1,3,7,Front Sructure Assy.,1.0
2066,419,Sapl0005,1,3,8,Final Assy. + False Panel + Corner Panel,1.0
2067,417,Sapl0005,1,3,2,Rear Cab MTG LH/RH,1.0
2068,417,Sapl0005,1,3,3,Longitudinal Assy LH,1.0
2069,417,Sapl0005,1,3,4,Longitudinal Assy RH,1.0
2070,417,Sapl0005,1,3,5,Side Panel Assy LH\RH,1.0
2071,420,Sapl0005,1,3,1,COMMON LIFTING TACKLE FOR NH/NT/NTBC/V28/K/KV CAMSHAFT,1.0
2072,421,Sapl0005,1,3,10,Weldeck structure of MCV Project,1.0
2073,422,Sapl0005,1,3,1,Labour charges-weldeck structure of O3,1.0
2074,423,Sapl0005,1,3,1,labour charges for weldeck structure o2,1.0
2075,424,Sapl0005,1,3,1,Welddeck Structure Of O2,1.0
2076,425,Sapl0005,1,3,10,LONG RAIL 6MTR X 8LINES,48.0
2077,425,Sapl0005,1,3,20,CROSS RAIL 4MTR X 12NOS.,48.0
2078,425,Sapl0005,1,3,30,TROLLEY SET,12.0
2079,426,Sapl0005,1,3,1,LONG RAIL C-63 (8M X 6),48.0
2080,426,Sapl0005,1,3,2,CORSS RAIL C-63 (2M X 2),4.0
2081,426,Sapl0005,1,3,3,CROSS RAIL C63 (4.8X 5),24.0
2082,426,Sapl0005,1,3,4,TROLLEY SET C63,7.0
2083,427,Sapl0005,1,3,1,Trolley Set C63,5.0
2084,428,Sapl0005,1,3,1,AS02010000000007TROLLEY SET,12.0
2085,429,Sapl0005,1,3,1,1.	Set Of Welding Fixture (Consisting of Combined Welding Fixtures for variant 550760000110 & 550760000125),1.0
2086,430,Sapl0005,1,3,1,TR25685- A66025,2.0
2087,430,Sapl0005,1,3,2,TR25687- A66027,1.0
2088,431,Sapl0005,1,3,1,TELESCOPIC TROLLY SET C63,8.0
2089,432,Sapl0005,1,3,1,Cross Rail C63- 4.8x1=4.8mtrs,4.8
2090,432,Sapl0005,1,3,2,TROLLEY SET C63,2.0
2091,433,Sapl0005,1,3,1,B50S230 SCISSOR LIFT HYD.CYL,1.0
2092,434,Sapl0005,1,3,1,Matl. Description: KEMPI SP003508 A001 MXF 63/65,1.0
2093,435,Sapl0005,1,3,10,long rail 6 mtr o2 project,72.0
2094,435,Sapl0005,1,3,20,cross rail 3 mtr,150.0
2095,435,Sapl0005,1,3,30,trolley set,40.0
2096,436,Sapl0005,1,3,1,fes fixtures,1.0
2097,437,Sapl0005,1,3,1,TROLLEY SET,2.0
2098,0,Sapl0005,1,3,1,lr,960.0
2099,438,Sapl0005,1,3,1,lr,960.0
2100,439,Sapl0005,1,3,1,STRUCTURE- 15 X 5 X 4,1.0
2101,439,Sapl0005,1,3,2,STRUCTURE - 16.5 X 6 X 4,1.0
2102,439,Sapl0005,1,3,3,STRUCTURE - 17.5 X 12 X 4,1.0
2103,440,Sapl0005,1,3,1,72 X 7.5 X 4,1.0
2104,441,Sapl0005,1,3,1,CROSS RAIL (2.5 MTR X 2 NOS. = 5MTR),5.0
2105,441,Sapl0005,1,3,2,TROLLEY SET,2.0
2106,442,Sapl0005,1,3,1,long rail,240.0
2107,442,Sapl0005,1,3,2,cross rail,100.0
2108,442,Sapl0005,1,3,3,trolley set,40.0
2109,443,Sapl0005,1,4,1,HOLDING FIXTURE TO MACHINE 4 SIDES OF QSK19 CYLINDER BLOCK(3232675) ON HOMMA 3 MACHINE,1.0
2110,444,Sapl0005,1,4,1,"Break coil (Transformer) for Synergytech Hoist -
Coil Voltage-440 V",2.0
2111,445,Sapl0005,1,4,1,Dome Height Cover (Fins Welding),113.0
2112,446,Sapl0005,1,4,1,TROLLEY SET,21.0
2113,447,Sapl0005,1,4,1,BRAKE SHOE ASSY LH & RH,1.0
2114,448,Sapl0005,1,4,1,multicopter Drone,1.0
2115,449,Sapl0005,1,4,N833011064,"CONNECTION,WATER INLET,3011064",3.0
2116,450,Sapl0005,1,4,1,welding fixtures 1,1.0
2117,450,Sapl0005,1,4,2,welding fixtures 2,1.0
2118,450,Sapl0005,1,4,3,Checking Fixture,1.0
2119,451,Sapl0005,1,4,10,"Long Member LH Welding Fixture Pneumatic Clamping ,Mannual Welding",1.0
2120,451,Sapl0005,1,4,20,"5th C/M BSIV Welding Fixture Pneumatic Clamping ,Mannual Welding",1.0
2121,451,Sapl0005,1,4,30,5th C/M BSIV Checking Fixture Mannual Clamping,1.0
2122,451,Sapl0005,1,4,40,Long Member LH Handy Gauge Mannual Clamping,1.0
2123,452,Sapl0005,1,4,N83FPA3230457,"Bracket, Engine Lifting (part no 3230457) for KTAA19 Horizontal engine as per STPG no 1191867",8.0
2124,452,Sapl0005,1,4,N83FPA3236118,"Bracket, Lifting (part no 3236118) for KTAA19 Horizontal engine as per STPG no 1191867",4.0
2125,452,Sapl0005,1,4,N83FPA3088090,"Plate, cover (part no 3088090) for KTAA19 Horizontal engine as per STPG no 1191867.",4.0
2126,452,Sapl0005,1,4,N83FPA3090192,"Elbow, male union (part no 3090192) for KTAA19 Horizontal engine as per STPG no 1191867",4.0
2127,452,Sapl0005,1,4,N83FPA3235471,"support, front engine (part no 3235471) for KTAA19 Horizontal engine as per STPG no 1191867",4.0
2128,452,Sapl0005,1,4,N83FPA3235470,"support, front engine (part no 3235470) for KTAA19 Horizontal engine as per STPG no 1191867",4.0
2129,453,Sapl0005,1,4,N83FPA606592043,CONNNECTON WALTER INLET 3008893,3.0
2130,454,Sapl0005,1,4,N83FPA606652,"Functional Gauge to check concentricity(Pressing dolley w.r.t Parent bore) of KV connecting rod on Tox & Venus Bus press as per
TR25800 @ A606652",1.0
2131,455,Sapl0005,1,4,10,Long Rail,154.0
2132,455,Sapl0005,1,4,20,Cross Rail 4mtr,52.0
2133,455,Sapl0005,1,4,30,Cross Rail 2.5 mtr,5.0
2134,455,Sapl0005,1,4,40,It gun trolley 4 Mtr,13.0
2135,455,Sapl0005,1,4,50,It gun trolley 2.5 Mtr,2.0
2136,456,Sapl0005,1,4,1,Base Plate Material for Test Cell7,1.0
2137,0,Sapl0005,1,4,10,"Lifting, bracket (part no 3235482) for KTAA19 Horizontal engine as per STPG no 1191867",8.0
2138,457,Sapl0005,1,4,10,"Lifting, bracket (part no 3235482) for KTAA19 Horizontal engine as per STPG no 1191867",8.0
2139,458,Sapl0005,1,4,1,Transducer panel wiring work and installation charge,1.0
2140,458,Sapl0005,1,4,2,Jig boom arm installation charge,1.0
2141,458,Sapl0005,1,4,3,Operator console panel wiring,2.0
2142,459,Sapl0005,1,4,1,Labour Charges for Removing of Instrumentation equipment & wiring from Test Cell#7 & 8.,1.0
2143,460,Sapl0005,1,4,1,"Holding fixture for adaptor injector marking , part no (185139, 205463, 3000464, 3023934, 4054158 & 4307457) on Richter marking
m/c.TR25819 @ A606603",1.0
2144,461,Sapl0005,1,4,1,"TOD for QSK60 Cyl Blk with
powerised roller Conveyor (2.5m long)",1.0
2145,461,Sapl0005,1,4,2,"Fabricated Platform for TOD (700mm Ht x 6000mm
L x 800mm W)",1.0
2146,461,Sapl0005,1,4,3,Spares for TOD,1.0
2147,462,Sapl0005,1,4,10,PANEL ASSY B PLR REINF LH,1.0
2148,462,Sapl0005,1,4,20,ASSLY PLR D OTR RH/LH,1.0
2149,462,Sapl0005,1,4,30,PANEL ASSY B PILLAR INR RH,1.0
2150,462,Sapl0005,1,4,40,PANEL ASSY FLR  MID,1.0
2151,462,Sapl0005,1,4,50,CROSS MEMBER  ASSY FLOOR REAR,1.0
2152,463,Sapl0005,1,4,10,PANEL ASSY B PILLAR INR LH,1.0
2153,463,Sapl0005,1,4,20,PANEL ASSY BODY SIDE INR RR RH,1.0
2154,463,Sapl0005,1,4,30,PANEL ASSY BODY SIDE INR RR LH,1.0
2155,463,Sapl0005,1,4,40,PANEL ASSY CROSS MBR FLR RISER MID,1.0
2156,463,Sapl0005,1,4,50,PANEL ASSLY FLR RISER SIDE RH,1.0
2157,464,Sapl0005,1,4,10,PANEL ASSY FLR RISER MID,1.0
